event_id,provider,details,spread,over_under,over_odds,under_odds,home_team_id,away_team_id,home_moneyline,away_moneyline,home_spread_odds,away_spread_odds,home_raw_implied_prob,away_raw_implied_prob,home_no_vig_prob
401859963,DraftKings,SA -4.5,-4.5,217.5,-112.0,-108.0,24,18,-185,154,-112.0,-108.0,0.6491228070175439,0.3937007874015748,0.6224665518611737
