team_id,category,stat_name,display_name,abbrev,value,display_value,per_game_value,rank,rank_display_value
24,offensive,avgTwoPointFieldGoalsMade,2-Point Field Goals Made per Game,2PM,27.777779,27.8,,,
24,offensive,avgTwoPointFieldGoalsAttempted,2-Point Field Goals Attempted per Game,2PA,51.444443,51.4,,,
24,defensive,avgDefensiveRebounds,Defensive Rebounds Per Game,DR,35.166668,35.2,,,
24,defensive,avgBlocks,Blocks Per Game,BLK,7.2777777,7.3,,,
24,defensive,avgSteals,Steals Per Game,STL,8.722222,8.7,,,
24,defensive,defensiveRebounds,Defensive Rebounds,DR,633.0,633,35.0,,
24,defensive,steals,Steals,STL,157.0,157,8.0,,
24,defensive,blocks,Blocks,BLK,131.0,131,7.0,,
18,general,avgRebounds,Rebounds Per Game,REB,45.07143,45.1,,,
18,general,assistTurnoverRatio,Assist To Turnover Ratio,AST/TO,2.1494253,2.1,2.1666667461395264,,
18,general,avgFouls,Fouls Per Game,PF,21.785715,21.8,,,
18,general,gamesPlayed,Games Played,GP,14.0,14,,,
18,general,gamesStarted,Games Started,GS,0.0,0,,,
18,general,minutes,Minutes,MIN,0.0,0,,,
18,general,avgMinutes,Minutes Per Game,MIN,0.0,0.0,,,
18,general,totalRebounds,Rebounds,REB,631.0,631,44.0,,
18,general,rebounds,Rebounds,REB,631.0,631,44.0,,
18,offensive,freeThrowPct,Free Throw Percentage,FT%,75.54900360107422,75.5,0.7549999952316284,,
18,offensive,threePointPct,3-Point Field Goal Percentage,3P%,40.0,40.0,0.4000000059604645,,
18,offensive,avgFieldGoalsMade,Average Field Goals Made,FGM,43.57143,43.6,,,
18,offensive,avgFieldGoalsAttempted,Average Field Goals Attempted,FGA,84.64286,84.6,,,
18,offensive,avgThreePointFieldGoalsMade,Average 3-Point Field Goals Made,3PM,13.142858,13.1,,,
18,offensive,avgThreePointFieldGoalsAttempted,Average 3-Point Field Goals Attempted,3PA,32.857143,32.9,,,
18,offensive,avgFreeThrowsMade,Average Free Throws Made,FTM,19.642857,19.6,,,
18,offensive,avgFreeThrowsAttempted,Average Free Throws Attempted,FTA,26.0,26.0,,,
18,offensive,avgPoints,Points Per Game,PTS,119.92857,119.9,,,
18,offensive,avgOffensiveRebounds,Offensive Rebounds Per Game,OR,10.714286,10.7,,,
18,offensive,avgAssists,Assists Per Game,AST,26.714285,26.7,,,
18,offensive,avgTurnovers,Turnovers Per Game,TO,12.428572,12.4,,,
18,offensive,twoPointFieldGoalPct,2-Point Field Goal Percentage,2P%,58.75862240791321,58.8,0.5769230723381042,,
18,offensive,scoringEfficiency,Scoring Efficiency,SC-EFF,1.4168776,1.417,1.4166666269302368,,
18,offensive,shootingEfficiency,Shooting Efficiency,SH-EFF,0.5924051,0.59,0.5952380895614624,,
18,offensive,fieldGoalPct,Field Goal Percentage,FG%,51.47700119018555,51.5,0.5149999856948853,,
18,offensive,twoPointFieldGoalsMade,2-Point Field Goals Made,2PM,426.0,426.0,30.0,,
18,offensive,twoPointFieldGoalsAttempted,2-Point Field Goals Attempted,2PA,725.0,725.0,52.0,,
18,offensive,points,Points,PTS,1679.0,1679,119.0,,
18,offensive,offensiveRebounds,Offensive Rebounds,OR,150.0,150,10.0,,
18,offensive,assists,Assists,AST,374.0,374,26.0,,
18,offensive,turnovers,Turnovers,TO,174.0,174,12.0,,
18,offensive,fieldGoalsMade,Field Goals Made,FGM,610.0,610,43.0,,
18,offensive,fieldGoalsAttempted,Field Goals Attempted,FGA,1185.0,1185,84.0,,
18,offensive,freeThrowsMade,Free Throws Made,FTM,275.0,275,19.0,,
18,offensive,freeThrowsAttempted,Free Throws Attempted,FTA,364.0,364,26.0,,
18,offensive,threePointFieldGoalsMade,3-Point Field Goals Made,3PM,184.0,184,13.0,,
18,offensive,threePointFieldGoalsAttempted,3-Point Field Goals Attempted,3PA,460.0,460,32.0,,
18,offensive,threePointFieldGoalPct,3-Point Field Goal Percentage,3P%,40.00000059604645,40.0,0.40625,,
18,offensive,avgTwoPointFieldGoalsMade,2-Point Field Goals Made per Game,2PM,30.428572,30.4,,,
18,offensive,avgTwoPointFieldGoalsAttempted,2-Point Field Goals Attempted per Game,2PA,51.785713,51.8,,,
18,defensive,avgDefensiveRebounds,Defensive Rebounds Per Game,DR,34.357143,34.4,,,
18,defensive,avgBlocks,Blocks Per Game,BLK,4.142857,4.1,,,
18,defensive,avgSteals,Steals Per Game,STL,9.0,9.0,,,
18,defensive,defensiveRebounds,Defensive Rebounds,DR,481.0,481,34.0,,
18,defensive,steals,Steals,STL,126.0,126,9.0,,
18,defensive,blocks,Blocks,BLK,58.0,58,4.0,,
