event_id,venue_id,venue_name,venue_short_name,city,state,ticket_summary,ticket_event_link,tickets_left_text
401859963,780,Frost Bank Center,AT&T Center,San Antonio,TX,Tickets as low as $672,https://www.vividseats.com/san-antonio-spurs-tickets-san-antonio-frost-bank-center-6-4-2026/production/6631275?wsUser=717,6/3 vs Knicks 1028 tickets left
