market_blend_weight,ending_bankroll,profit,bets_placed,win_rate,roi_on_staked,max_drawdown
0.0,405.2343808447489,-594.7656191552511,84,0.35714285714285715,-0.08832088430150395,0.7806957806763518
0.25,527.0498565611513,-472.9501434388494,77,0.35064935064935066,-0.0851576152495709,0.7206609279403725
0.5,694.7824722151454,-305.2175277848548,63,0.3492063492063492,-0.0849555736681304,0.6147574152471293
0.65,859.6080106959145,-140.3919893040856,53,0.39622641509433965,-0.06762229214186971,0.4717831478182995
0.75,910.7619780469877,-89.23802195301195,43,0.3953488372093023,-0.09299021188362018,0.32898602012353817
0.85,977.7906797007308,-22.209320299269443,19,0.21052631578947367,-0.0837352250279672,0.15049593844987838
0.9,1014.1635180279029,14.163518027902656,8,0.25,0.17681372940950624,0.049936986946206297
0.95,1000.0,0.0,0,0.0,0.0,0.0
