source_report,game_type,assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
nhl_goalie_summary,2,0,9,8,Pyotr Kochetkov,0,19,2.32581,Kochetkov,2,0,0,8481611,0,0.89947,170,20252026,L,189,1,CAR,,29409,6
nhl_goalie_summary,2,1,34,29,Akira Schmid,0,85,2.59438,Schmid,10,6,0,8481033,1,0.89254,706,20252026,L,791,2,VGK,,117947,16
nhl_goalie_summary,2,0,8,8,Carl Lindbom,0,24,2.99583,Lindbom,4,2,0,8482761,0,0.87301,165,20252026,L,189,0,VGK,,28840,2
nhl_goalie_summary,2,1,39,39,Brandon Bussi,0,97,2.46524,Bussi,6,2,2,8483548,1,0.89473,816,20252026,R,912,2,CAR,,141649,31
nhl_goalie_summary,2,0,18,18,Carter Hart,0,46,2.70645,Hart,3,3,2,8479394,0,0.89099,376,20252026,L,422,0,VGK,,61187,11
nhl_goalie_summary,2,1,27,27,Adin Hill,0,76,3.04443,Hill,9,6,2,8478499,1,0.87052,511,20252026,L,587,1,VGK,,89869,10
nhl_goalie_summary,2,1,35,35,Frederik Andersen,0,107,3.05442,Andersen,14,5,4,8475883,1,0.87396,742,20252026,L,849,0,CAR,,126112,16
nhl_goalie_summary,3,0,15,15,Frederik Andersen,0,28,1.72431,Andersen,2,0,2,8475883,0,0.91715,310,20252026,L,338,3,CAR,,58458,13
nhl_goalie_summary,3,0,18,18,Carter Hart,0,45,2.40795,Hart,5,0,2,8479394,0,0.91713,487,20252026,L,531,0,VGK,,67277,13
