game_id,season,game_type,game_date,start_time_utc,game_state,venue,venue_timezone,away_team,home_team,away_team_name,home_team_name
2025030413,20252026,3,2026-06-06,2026-06-07T00:00:00Z,FUT,T-Mobile Arena,US/Pacific,CAR,VGK,Hurricanes,Golden Knights
