source,provider_id,provider_name,details,total,over_odds,under_odds,spread,market,team,home_away,favorite,underdog,raw_price,price_type,american_odds,decimal_odds,implied_probability
espn_core_odds,100,DraftKings,CAR -108,5.5,-130.0,110.0,1.5,moneyline,CAR,away,True,False,-108,american,-108,1.925925925925926,0.5192307692307693
espn_core_odds,100,DraftKings,CAR -108,5.5,-130.0,110.0,1.5,puckline_spread_odds,CAR,away,True,False,230.0,decimal,22900,230.0,0.004347826086956522
espn_core_odds,100,DraftKings,CAR -108,5.5,-130.0,110.0,1.5,moneyline,VGK,home,False,True,-112,american,-112,1.8928571428571428,0.5283018867924528
espn_core_odds,100,DraftKings,CAR -108,5.5,-130.0,110.0,1.5,puckline_spread_odds,VGK,home,False,True,-285.0,american,-285,1.3508771929824561,0.7402597402597403
