entity,season_type,playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
skaters,regular,8478970,2025,Jalen Chatfield,CAR,D,other,72,3182.0,56.0,28.38,0.62,0.57,0.44,0.62,0.43,0.6,170.0,5.3,0.46,0.34,1.33,0.16,2.81,1.9,0.45,0.46,0.45,0.0,1.0,5.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,5.0,7.0,1.0,2.0,0.0,3.0,0.0,1.0,5.0,2.0,0.0,0.21,0.25,0.0,0.0,0.0,0.0,9.0,7.0,7.0,1.0,0.09,0.0,0.0,0.55,0.55,0.55,56.0,3.0,20.0,4.0,29.0,12.0,7.0,8.0,29.0,0.0,0.0,5279.0,2.0,0.0,0.0,0.0,30.44,9.98,9.92,9.98,9.92,24.0,19.0,15.0,58.0,8.0,0.0,0.0,17.0,12.0,14.0,0.65,1.58,7.75,1.0,1.0,6.0,58.0,43.0,43.0,0.43,0.0,0.0,10.41,10.41,10.35,43.75,6.06,5.68,6.06,5.68,41.0,17.0,16.0,74.0,5.0,3.0,0.0,35.0,13.0,10.0,1.2,1.52,3.34,0.0,2.0,3.0,74.0,58.0,58.0,1.07,0.74,0.74,6.39,6.39,6.07,19.06,14.24,171.0,107.0,0.0,0.53,1.0,1.0,0.0,1.0
skaters,regular,8478970,2025,Jalen Chatfield,CAR,D,all,72,87001.0,1820.0,40.7,0.48,0.59,0.54,0.62,0.53,0.61,241.0,119.97,5.2,6.39,35.43,4.18,67.25,50.56,4.95,5.21,4.97,6.0,9.0,100.0,69.0,93.0,262.0,17.0,2.0,16.0,0.0,26.0,1.0,59.0,65.0,98.0,167.0,9.0,18.0,0.0,36.0,29.0,68.0,158.0,9.0,2.0,3.52,1.14,0.54,2.0,0.0,0.0,265.41,169.0,171.27,43.0,1.33,2.06,0.29,6.24,6.25,5.99,1820.0,196.0,265.0,298.0,1061.0,291.0,169.0,256.0,1104.0,0.0,0.0,176225.0,18.0,10.0,5.0,63.0,802.48,71.68,69.52,72.69,70.5,682.0,416.0,390.0,1488.0,71.0,60.0,5.0,836.0,195.0,67.0,24.95,24.21,22.53,25.0,32.0,14.0,1519.0,1098.0,1118.54,10.64,10.95,10.95,71.37,72.29,71.13,729.42,78.06,73.85,77.65,73.45,628.0,350.0,315.0,1293.0,74.0,94.0,9.0,661.0,226.0,91.0,20.96,27.16,29.96,22.0,33.0,19.0,1277.74,978.0,968.59,12.43,19.2,19.2,71.3,70.97,68.64,190.3,132.79,3531.0,2190.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8478970,2025,Jalen Chatfield,CAR,D,5on5,72,73949.0,1520.0,40.7,0.52,0.58,0.58,0.6,0.57,0.59,225.0,108.24,4.05,5.69,32.89,3.78,62.13,44.46,3.97,4.07,3.99,6.0,8.0,87.0,66.0,91.0,244.0,16.0,2.0,14.0,0.0,24.0,1.0,55.0,57.0,85.0,151.0,7.0,14.0,0.0,29.0,22.0,62.0,147.0,5.0,1.0,3.16,0.64,0.26,2.0,0.0,0.0,247.41,153.0,155.27,37.0,1.15,1.85,0.29,4.91,4.92,4.84,1520.0,186.0,135.0,272.0,927.0,261.0,125.0,212.0,922.0,0.0,0.0,140585.0,14.0,4.0,2.0,44.0,729.02,55.79,54.19,56.79,55.16,615.0,385.0,374.0,1374.0,59.0,55.0,4.0,790.0,165.0,45.0,23.33,20.36,12.11,24.0,28.0,7.0,1405.0,1000.0,1020.54,9.56,9.97,9.97,55.39,56.3,55.55,556.04,52.22,49.8,51.81,49.41,476.0,274.0,245.0,995.0,52.0,69.0,6.0,522.0,176.0,52.0,16.28,21.34,14.6,21.0,25.0,6.0,979.74,750.0,740.59,7.99,13.43,13.74,46.47,46.15,45.28,121.09,89.2,2647.0,1757.0,4.88,0.41,97.0,17.0,76.0,15.0
skaters,regular,8478970,2025,Jalen Chatfield,CAR,D,4on5,72,9604.0,219.0,39.37,0.19,0.19,0.19,0.23,0.23,0.25,164.0,5.64,0.53,0.31,1.06,0.21,1.95,3.95,0.36,0.53,0.36,0.0,0.0,7.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,7.0,8.0,1.0,2.0,0.0,4.0,7.0,5.0,6.0,1.0,1.0,0.16,0.09,0.28,0.0,0.0,0.0,8.0,8.0,8.0,5.0,0.07,0.21,0.0,0.6,0.6,0.43,219.0,0.0,109.0,18.0,92.0,14.0,37.0,27.0,141.0,0.0,0.0,9210.0,2.0,0.0,0.0,0.0,38.73,4.75,4.35,4.75,4.35,40.0,10.0,1.0,51.0,4.0,5.0,1.0,27.0,16.0,7.0,0.91,2.02,1.82,0.0,3.0,1.0,51.0,50.0,50.0,0.52,0.98,0.98,4.29,4.29,4.08,128.88,19.77,18.36,19.77,18.36,110.0,59.0,54.0,223.0,17.0,22.0,3.0,103.0,37.0,29.0,3.45,4.3,12.01,1.0,6.0,10.0,223.0,169.0,169.0,3.37,5.03,4.72,18.41,18.41,17.26,3.69,16.2,62.0,212.0,0.18,0.02,2.0,2.0,2.0,2.0
skaters,regular,8478970,2025,Jalen Chatfield,CAR,D,5on4,72,266.0,25.0,11.0,0.99,0.86,0.83,0.88,0.83,0.86,81.0,0.79,0.16,0.05,0.15,0.03,0.37,0.25,0.16,0.16,0.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.02,0.0,0.0,0.18,0.18,0.18,25.0,7.0,1.0,4.0,13.0,4.0,0.0,9.0,12.0,0.0,0.0,6678.0,0.0,2.0,1.0,8.0,4.28,1.17,1.06,1.17,1.06,3.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,0.06,0.25,0.86,0.0,0.0,0.0,5.0,5.0,5.0,0.12,0.0,0.0,1.29,1.29,1.17,0.77,0.01,0.01,0.01,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.02,0.02,0.02,12.56,2.01,186.0,25.0,0.02,0.0,1.0,0.0,1.0,0.0
skaters,regular,8477940,2025,Nikolaj Ehlers,CAR,L,other,82,4510.0,78.0,71.44,0.6,0.55,0.7,0.51,0.71,0.48,270.0,22.35,3.31,1.39,4.16,0.78,12.56,7.8,3.25,3.31,3.25,8.0,4.0,22.0,8.0,12.0,42.0,15.0,3.0,1.0,0.0,2.0,0.0,11.0,13.0,19.0,27.0,0.0,0.0,2.0,3.0,4.0,3.0,19.0,7.0,4.0,0.65,0.87,1.79,0.0,1.0,2.0,42.0,30.0,30.0,0.0,0.42,0.26,0.0,3.73,3.73,3.66,78.0,30.0,13.0,7.0,28.0,8.0,8.0,27.0,35.0,2.0,3.0,6322.0,0.0,0.0,0.0,3.0,90.97,17.52,15.42,17.52,15.42,73.0,50.0,47.0,170.0,17.0,6.0,1.0,59.0,43.0,21.0,2.1,5.44,9.99,2.0,7.0,8.0,170.0,123.0,123.0,2.22,2.04,2.04,17.7,17.7,15.98,36.13,11.65,11.19,11.65,11.19,29.0,22.0,23.0,74.0,9.0,3.0,0.0,26.0,4.0,21.0,0.97,0.46,10.22,1.0,0.0,8.0,74.0,51.0,51.0,0.6,0.81,0.81,11.44,11.44,11.07,19.12,15.93,152.0,148.0,0.14,0.0,2.0,0.0,2.0,0.0
skaters,regular,8477940,2025,Nikolaj Ehlers,CAR,L,all,82,81651.0,1600.0,89.31,0.64,0.53,0.66,0.57,0.66,0.56,411.0,229.66,19.06,14.12,56.04,7.75,125.16,90.87,18.65,19.08,18.67,29.0,16.0,208.0,105.0,118.0,431.0,71.0,26.0,19.0,1.0,53.0,0.0,107.0,108.0,182.0,287.0,7.0,14.0,11.0,21.0,24.0,87.0,245.0,49.0,19.0,7.19,5.78,6.1,11.0,7.0,8.0,436.93,313.0,316.44,14.0,3.21,3.34,1.06,21.21,21.23,20.8,1600.0,303.0,116.0,266.0,915.0,301.0,167.0,283.0,849.0,11.0,20.0,218163.0,14.0,34.0,16.0,24.0,957.28,99.26,93.57,99.95,94.22,847.0,446.0,478.0,1771.0,104.0,106.0,13.0,927.0,251.0,115.0,27.56,30.97,40.74,39.0,33.0,32.0,1790.11,1293.0,1307.22,15.52,19.27,19.3,95.48,95.93,92.46,498.48,55.89,53.78,55.49,53.44,458.0,216.0,259.0,933.0,55.0,53.0,6.0,454.0,155.0,65.0,14.45,18.9,22.55,21.0,19.0,15.0,920.74,674.0,667.96,7.08,11.56,11.56,51.42,51.25,50.34,201.38,179.25,3980.0,3018.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8477940,2025,Nikolaj Ehlers,CAR,L,5on5,82,64050.0,1328.0,89.31,0.57,0.56,0.61,0.6,0.61,0.58,469.0,167.1,11.86,9.87,42.89,5.63,88.58,69.16,11.64,11.88,11.66,12.0,7.0,145.0,83.0,81.0,309.0,34.0,15.0,14.0,1.0,41.0,0.0,78.0,80.0,130.0,213.0,6.0,12.0,3.0,18.0,20.0,73.0,184.0,36.0,8.0,5.51,4.22,2.13,9.0,5.0,1.0,314.93,228.0,231.44,14.0,2.04,2.4,1.0,12.9,12.92,12.71,1328.0,206.0,102.0,245.0,775.0,244.0,152.0,219.0,713.0,3.0,12.0,180633.0,12.0,32.0,15.0,20.0,650.94,52.93,51.01,53.61,51.66,581.0,302.0,332.0,1215.0,53.0,73.0,10.0,680.0,149.0,54.0,20.54,18.05,14.34,29.0,19.0,5.0,1234.11,883.0,897.22,8.37,12.64,12.67,48.63,49.07,48.21,415.22,39.24,37.86,38.83,37.52,375.0,185.0,232.0,792.0,43.0,46.0,5.0,387.0,136.0,37.0,12.38,16.53,10.33,19.0,18.0,6.0,779.74,560.0,553.96,5.92,9.62,9.62,35.55,35.38,34.87,149.4,117.77,3405.0,2317.0,1.82,0.87,43.0,21.0,26.0,17.0
skaters,regular,8477940,2025,Nikolaj Ehlers,CAR,L,4on5,82,54.0,4.0,10.14,0.88,0.27,0.25,0.32,0.25,0.38,58.0,0.83,0.12,0.04,0.06,0.02,0.2,0.57,0.12,0.12,0.12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.13,0.13,0.13,4.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2133.0,0.0,0.0,0.0,0.0,0.83,0.12,0.12,0.12,0.12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.13,0.13,0.13,2.13,0.01,0.01,0.01,0.01,2.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.04,0.0,0.0,0.05,0.05,0.05,1.01,2.69,16.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8477940,2025,Nikolaj Ehlers,CAR,L,5on4,82,13037.0,190.0,85.84,0.86,0.92,0.87,0.91,0.84,0.9,245.0,36.84,3.23,2.65,8.54,1.26,22.91,12.42,3.11,3.23,3.11,9.0,5.0,37.0,14.0,24.0,75.0,21.0,7.0,4.0,0.0,9.0,0.0,17.0,14.0,30.0,44.0,1.0,2.0,6.0,0.0,0.0,11.0,41.0,5.0,5.0,0.99,0.57,1.67,2.0,1.0,4.0,75.0,51.0,51.0,0.0,0.7,0.68,0.05,3.87,3.87,3.72,190.0,67.0,0.0,13.0,110.0,48.0,7.0,37.0,98.0,6.0,0.0,8716.0,2.0,0.0,0.0,0.0,208.98,27.69,26.05,27.69,26.05,185.0,94.0,97.0,376.0,32.0,26.0,2.0,185.0,56.0,38.0,4.77,7.03,15.9,7.0,7.0,18.0,376.0,279.0,279.0,4.84,4.39,4.39,28.14,28.14,27.26,41.09,4.5,4.23,4.5,4.23,48.0,7.0,3.0,58.0,3.0,4.0,1.0,36.0,13.0,6.0,1.0,1.73,1.77,1.0,1.0,1.0,58.0,55.0,55.0,0.48,1.14,1.14,3.84,3.84,3.81,18.8,1.72,268.0,26.0,0.19,0.0,4.0,0.0,2.0,0.0
skaters,regular,8480817,2025,K'Andre Miller,CAR,D,other,72,3405.0,59.0,49.99,0.69,0.6,0.56,0.58,0.56,0.57,132.0,4.39,0.24,0.26,1.09,0.14,2.4,1.89,0.24,0.24,0.24,4.0,5.0,3.0,3.0,3.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,6.0,1.0,2.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,9.0,6.0,6.0,1.0,0.08,0.0,0.0,0.32,0.32,0.32,59.0,7.0,16.0,9.0,27.0,2.0,8.0,10.0,39.0,0.0,1.0,5335.0,2.0,0.0,0.0,4.0,44.14,12.74,12.24,12.74,12.24,36.0,23.0,20.0,79.0,14.0,2.0,0.0,27.0,12.0,20.0,1.15,1.35,10.24,0.0,3.0,11.0,79.0,59.0,59.0,0.75,0.94,0.94,12.56,12.56,12.23,35.89,5.86,5.46,5.86,5.46,27.0,20.0,14.0,61.0,6.0,5.0,1.0,26.0,11.0,10.0,0.9,1.24,3.72,1.0,1.0,4.0,61.0,47.0,47.0,0.76,1.69,1.69,4.93,4.93,4.72,17.03,11.44,152.0,111.0,0.01,0.0,3.0,0.0,1.0,0.0
skaters,regular,8480817,2025,K'Andre Miller,CAR,D,all,72,96737.0,1936.0,65.16,0.56,0.57,0.6,0.6,0.6,0.59,154.0,141.75,5.92,7.53,43.61,4.79,77.74,56.41,5.76,5.97,5.81,13.0,16.0,123.0,73.0,113.0,309.0,37.0,8.0,10.0,0.0,40.0,0.0,67.0,71.0,115.0,188.0,28.0,56.0,0.0,101.0,44.0,80.0,186.0,7.0,3.0,4.28,0.94,0.69,7.0,0.0,1.0,311.28,196.0,198.76,48.0,1.6,1.92,0.51,7.0,7.05,6.9,1936.0,232.0,225.0,300.0,1179.0,335.0,208.0,303.0,1090.0,0.0,1.0,166777.0,56.0,24.0,12.0,79.0,982.76,90.08,86.56,90.81,87.26,835.0,489.0,522.0,1846.0,82.0,94.0,10.0,1001.0,230.0,93.0,30.7,28.64,30.73,31.0,28.0,23.0,1870.5,1324.0,1341.93,13.82,15.99,16.32,87.57,88.21,86.28,666.01,70.61,67.78,70.63,67.79,600.0,294.0,343.0,1237.0,85.0,72.0,10.0,616.0,201.0,77.0,20.05,25.22,25.35,24.0,37.0,24.0,1229.3,894.0,889.53,10.92,15.15,15.46,66.07,66.06,64.74,173.25,128.74,3247.0,2152.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8480817,2025,K'Andre Miller,CAR,D,5on5,72,81433.0,1619.0,65.16,0.57,0.57,0.62,0.59,0.62,0.58,139.0,126.83,5.09,6.49,39.78,4.31,69.29,50.04,4.95,5.14,5.01,8.0,9.0,109.0,66.0,100.0,275.0,23.0,6.0,10.0,0.0,35.0,0.0,61.0,63.0,103.0,169.0,25.0,50.0,0.0,91.0,37.0,69.0,166.0,7.0,2.0,3.66,0.94,0.48,6.0,0.0,0.0,277.28,175.0,177.76,43.0,1.33,1.92,0.51,5.91,5.96,5.83,1619.0,196.0,142.0,266.0,1015.0,305.0,173.0,254.0,887.0,0.0,0.0,134521.0,50.0,22.0,11.0,65.0,839.57,66.9,64.44,67.63,65.13,704.0,432.0,470.0,1606.0,60.0,78.0,9.0,886.0,188.0,62.0,27.18,23.59,16.12,29.0,22.0,9.0,1630.5,1136.0,1153.93,11.07,13.24,13.57,64.4,65.03,63.78,522.5,49.71,48.2,49.73,48.22,470.0,234.0,286.0,990.0,62.0,49.0,5.0,501.0,158.0,45.0,16.82,20.05,12.84,21.0,31.0,10.0,982.3,704.0,699.53,7.54,9.47,10.13,47.12,47.11,46.41,110.83,84.57,2499.0,1701.0,5.59,0.45,123.0,14.0,91.0,12.0
skaters,regular,8480817,2025,K'Andre Miller,CAR,D,4on5,72,7833.0,165.0,61.04,0.22,0.15,0.22,0.2,0.24,0.24,183.0,2.82,0.26,0.18,0.59,0.11,1.08,1.79,0.26,0.26,0.26,0.0,1.0,3.0,1.0,2.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,9.0,3.0,5.0,3.0,0.0,1.0,0.05,0.0,0.21,0.0,0.0,1.0,6.0,4.0,4.0,4.0,0.04,0.0,0.0,0.29,0.29,0.29,165.0,0.0,65.0,13.0,87.0,11.0,20.0,26.0,108.0,0.0,0.0,9865.0,0.0,0.0,0.0,0.0,32.71,3.66,3.28,3.66,3.28,33.0,8.0,7.0,48.0,3.0,5.0,1.0,23.0,14.0,4.0,0.67,1.89,1.1,0.0,2.0,1.0,48.0,41.0,41.0,0.38,1.08,1.08,2.97,2.97,2.79,95.86,13.36,12.5,13.36,12.5,91.0,36.0,43.0,170.0,15.0,16.0,3.0,81.0,26.0,20.0,2.03,3.1,8.23,2.0,4.0,9.0,170.0,127.0,127.0,2.46,3.43,3.08,12.74,12.74,12.33,3.94,21.73,59.0,238.0,0.3,0.0,5.0,0.0,5.0,0.0
skaters,regular,8480817,2025,K'Andre Miller,CAR,D,5on4,72,4066.0,93.0,51.16,0.81,0.91,0.89,0.88,0.86,0.86,129.0,7.7,0.34,0.61,2.15,0.22,4.98,2.7,0.31,0.34,0.31,1.0,1.0,8.0,3.0,7.0,18.0,3.0,1.0,0.0,0.0,4.0,0.0,3.0,3.0,7.0,10.0,2.0,4.0,0.0,1.0,1.0,4.0,11.0,0.0,0.0,0.34,0.0,0.0,1.0,0.0,0.0,18.0,11.0,11.0,0.0,0.15,0.0,0.0,0.49,0.49,0.46,93.0,29.0,2.0,12.0,50.0,17.0,7.0,13.0,56.0,0.0,0.0,11400.0,4.0,2.0,1.0,8.0,65.54,6.63,6.46,6.63,6.46,61.0,26.0,24.0,111.0,5.0,9.0,0.0,65.0,15.0,7.0,1.69,1.68,3.27,2.0,1.0,2.0,111.0,87.0,87.0,1.61,0.73,0.73,7.51,7.51,7.35,10.28,1.54,1.47,1.54,1.47,11.0,3.0,0.0,14.0,2.0,2.0,1.0,7.0,5.0,2.0,0.28,0.7,0.56,0.0,1.0,1.0,14.0,14.0,14.0,0.15,0.56,0.56,1.12,1.12,1.12,26.1,2.6,356.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8473533,2025,Jordan Staal,CAR,C,other,75,2927.0,60.0,33.9,0.67,0.58,0.49,0.58,0.49,0.57,254.0,8.49,3.25,0.66,1.19,0.23,3.35,2.32,3.03,3.25,3.03,1.0,1.0,7.0,4.0,3.0,14.0,4.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,5.0,9.0,0.0,0.0,53.0,1.0,0.0,1.0,1.0,5.0,5.0,0.02,0.64,2.6,0.0,0.0,2.0,14.0,11.0,11.0,1.0,0.18,0.0,0.25,3.18,3.18,3.08,60.0,10.0,28.0,3.0,19.0,2.0,2.0,21.0,35.0,53.0,49.0,5905.0,0.0,2.0,1.0,4.0,38.56,12.99,11.75,12.99,11.75,32.0,21.0,25.0,78.0,13.0,2.0,0.0,20.0,12.0,21.0,0.71,1.35,10.93,1.0,0.0,12.0,78.0,53.0,53.0,0.75,0.7,0.7,13.04,13.04,12.08,38.96,6.5,5.87,6.5,5.87,37.0,19.0,25.0,81.0,8.0,4.0,1.0,36.0,12.0,8.0,1.38,1.43,3.69,2.0,3.0,3.0,81.0,56.0,56.0,0.94,1.09,1.09,6.35,6.35,5.78,20.02,14.78,166.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8473533,2025,Jordan Staal,CAR,C,all,75,72844.0,1699.0,53.69,0.51,0.59,0.55,0.61,0.55,0.6,391.0,138.01,19.16,10.63,30.54,4.8,70.03,48.85,18.13,19.42,18.39,11.0,5.0,107.0,77.0,42.0,226.0,36.0,20.0,14.0,3.0,26.0,0.0,65.0,59.0,87.0,164.0,8.0,19.0,839.0,166.0,16.0,46.0,100.0,65.0,19.0,4.08,8.2,6.88,3.0,13.0,4.0,230.48,184.0,187.34,21.0,2.45,3.02,4.94,16.66,16.89,16.44,1699.0,312.0,379.0,358.0,650.0,241.0,116.0,256.0,1086.0,839.0,673.0,201470.0,19.0,29.0,13.0,48.0,704.84,69.25,65.36,69.64,65.73,585.0,369.0,361.0,1315.0,66.0,70.0,6.0,706.0,177.0,71.0,21.48,21.99,25.77,25.0,23.0,18.0,1333.7,954.0,966.66,10.24,13.45,13.22,66.27,66.56,64.02,584.83,67.88,63.42,67.71,63.29,506.0,280.0,284.0,1070.0,71.0,76.0,16.0,538.0,163.0,85.0,16.99,19.63,31.26,19.0,25.0,27.0,1057.57,786.0,779.49,10.2,17.85,17.85,60.22,60.15,57.55,209.0,144.92,3977.0,2542.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8473533,2025,Jordan Staal,CAR,C,5on5,75,57013.0,1296.0,53.69,0.54,0.58,0.59,0.6,0.58,0.59,462.0,105.56,13.09,7.61,24.46,3.59,53.06,38.19,12.47,13.36,12.72,9.0,4.0,82.0,58.0,34.0,174.0,27.0,14.0,14.0,3.0,20.0,0.0,47.0,45.0,68.0,126.0,5.0,10.0,572.0,160.0,13.0,42.0,78.0,50.0,12.0,3.11,6.45,3.53,3.0,10.0,1.0,178.48,140.0,143.34,18.0,1.61,3.02,4.25,10.45,10.68,10.5,1296.0,188.0,186.0,334.0,588.0,220.0,86.0,190.0,800.0,572.0,442.0,166434.0,10.0,20.0,10.0,36.0,552.0,44.34,42.8,44.72,43.16,460.0,286.0,303.0,1049.0,39.0,60.0,5.0,575.0,133.0,38.0,16.74,16.99,10.61,20.0,17.0,2.0,1067.7,746.0,758.66,7.16,10.75,10.52,40.98,41.27,40.62,397.15,37.34,35.76,37.17,35.62,347.0,189.0,199.0,735.0,41.0,44.0,8.0,383.0,112.0,41.0,11.99,13.7,11.65,16.0,17.0,8.0,722.57,536.0,529.49,5.54,9.36,9.36,33.51,33.44,32.85,142.66,104.96,3202.0,2099.0,3.09,1.21,57.0,28.0,43.0,23.0
