entity,season_type,playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
skaters,regular,8479639,2025,Dylan Coghlan,VGK,D,4on5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8479639,2025,Dylan Coghlan,VGK,D,5on4,3,21.0,1.0,0.78,0.0,0.98,0.0,0.75,0.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.02,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8478427,2025,Sebastian Aho,CAR,C,other,79,6135.0,91.0,83.96,0.55,0.65,0.68,0.44,0.66,0.45,206.0,22.24,3.96,1.57,3.86,0.71,13.81,7.09,3.43,3.96,3.43,6.0,3.0,15.0,16.0,19.0,50.0,13.0,4.0,0.0,0.0,1.0,0.0,19.0,7.0,11.0,27.0,0.0,0.0,47.0,5.0,3.0,5.0,16.0,11.0,4.0,0.62,1.46,1.88,1.0,1.0,2.0,50.0,31.0,31.0,2.0,0.45,0.0,0.0,4.41,4.41,3.84,91.0,27.0,8.0,16.0,40.0,12.0,9.0,26.0,44.0,47.0,46.0,4989.0,0.0,2.0,1.0,2.0,119.0,22.63,20.36,22.63,20.36,93.0,69.0,70.0,232.0,21.0,5.0,1.0,80.0,57.0,25.0,3.01,6.95,12.68,7.0,4.0,10.0,232.0,162.0,162.0,2.64,1.83,1.83,23.45,23.45,21.53,61.4,18.4,17.77,18.4,17.77,47.0,35.0,27.0,109.0,17.0,8.0,1.0,28.0,23.0,31.0,1.12,2.86,14.43,1.0,3.0,13.0,109.0,82.0,82.0,1.24,1.99,1.99,17.65,17.65,17.27,17.48,9.43,93.0,117.0,0.04,0.58,1.0,2.0,1.0,2.0
skaters,regular,8478427,2025,Sebastian Aho,CAR,C,all,79,92963.0,1772.0,95.63,0.59,0.54,0.64,0.57,0.63,0.56,151.0,230.19,27.03,16.2,50.76,7.86,122.29,88.85,25.16,27.1,25.22,32.0,21.0,195.0,118.0,93.0,406.0,80.0,27.0,25.0,4.0,48.0,0.0,126.0,87.0,168.0,286.0,18.0,36.0,596.0,63.0,31.0,109.0,206.0,74.0,33.0,6.97,9.12,10.94,10.0,10.0,7.0,409.43,313.0,315.15,30.0,3.73,4.52,6.63,24.12,24.17,23.04,1772.0,386.0,146.0,247.0,993.0,317.0,225.0,358.0,872.0,596.0,585.0,195751.0,36.0,38.0,19.0,23.0,1130.78,115.04,108.89,115.64,109.44,987.0,550.0,514.0,2051.0,127.0,93.0,12.0,1114.0,308.0,115.0,35.16,38.14,41.75,45.0,43.0,39.0,2068.54,1537.0,1549.64,18.15,18.41,18.63,114.56,115.06,110.9,665.18,78.86,75.7,78.57,75.43,627.0,266.0,241.0,1134.0,83.0,84.0,9.0,587.0,215.0,91.0,19.09,25.96,33.81,21.0,34.0,28.0,1127.7,893.0,888.27,10.58,17.68,17.68,71.76,71.67,70.32,177.2,148.31,3532.0,2668.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8478427,2025,Sebastian Aho,CAR,C,5on5,79,65306.0,1344.0,95.63,0.56,0.56,0.62,0.59,0.6,0.58,340.0,146.06,14.56,9.95,35.41,5.09,76.09,56.89,13.89,14.63,13.96,15.0,7.0,122.0,76.0,52.0,250.0,36.0,14.0,15.0,3.0,37.0,0.0,76.0,56.0,108.0,184.0,17.0,34.0,461.0,54.0,21.0,76.0,140.0,39.0,19.0,4.76,4.88,4.93,6.0,7.0,1.0,253.43,198.0,200.15,25.0,2.09,2.22,4.11,12.54,12.59,12.38,1344.0,233.0,107.0,211.0,793.0,252.0,178.0,253.0,661.0,461.0,451.0,169723.0,34.0,30.0,15.0,18.0,717.91,57.16,55.08,57.76,55.62,622.0,356.0,332.0,1310.0,55.0,60.0,6.0,769.0,158.0,51.0,24.3,19.73,13.13,23.0,24.0,8.0,1327.54,978.0,990.64,9.39,10.84,11.06,55.48,55.98,54.96,476.49,44.03,42.3,43.74,42.03,441.0,198.0,178.0,817.0,50.0,61.0,5.0,443.0,159.0,37.0,14.71,19.14,10.19,17.0,26.0,7.0,810.7,639.0,634.27,6.85,11.75,11.75,39.13,39.03,38.43,138.31,106.77,3156.0,2173.0,1.5,2.42,26.0,33.0,22.0,27.0
skaters,regular,8478427,2025,Sebastian Aho,CAR,C,4on5,79,7770.0,179.0,86.06,0.32,0.11,0.31,0.14,0.34,0.17,208.0,17.03,2.27,0.96,2.33,0.53,5.12,10.79,2.1,2.27,2.1,2.0,1.0,18.0,4.0,2.0,24.0,5.0,2.0,3.0,0.0,1.0,0.0,5.0,11.0,16.0,20.0,0.0,0.0,25.0,2.0,6.0,11.0,9.0,12.0,1.0,0.36,1.53,0.38,0.0,2.0,0.0,24.0,22.0,22.0,2.0,0.22,0.55,0.56,1.92,1.92,1.92,179.0,3.0,31.0,8.0,137.0,14.0,32.0,38.0,95.0,25.0,53.0,12549.0,0.0,2.0,1.0,0.0,46.37,5.5,5.25,5.5,5.25,46.0,15.0,6.0,67.0,8.0,7.0,2.0,34.0,22.0,5.0,1.19,2.94,1.37,2.0,4.0,2.0,67.0,61.0,61.0,0.6,1.24,1.24,4.87,4.87,4.85,86.04,11.83,11.29,11.83,11.29,92.0,24.0,31.0,147.0,15.0,12.0,3.0,81.0,18.0,17.0,2.34,2.02,7.47,3.0,4.0,8.0,147.0,116.0,116.0,1.98,3.13,3.13,10.67,10.67,10.36,3.35,27.08,55.0,327.0,0.0,0.38,0.0,3.0,0.0,2.0
skaters,regular,8478427,2025,Sebastian Aho,CAR,C,5on4,79,13752.0,158.0,94.5,0.88,0.9,0.89,0.89,0.86,0.86,236.0,42.77,6.06,3.6,8.8,1.46,26.13,12.94,5.55,6.06,5.55,6.0,10.0,39.0,20.0,20.0,79.0,22.0,6.0,7.0,1.0,9.0,0.0,26.0,11.0,33.0,53.0,1.0,2.0,61.0,2.0,1.0,17.0,39.0,11.0,9.0,1.15,1.16,3.75,2.0,0.0,4.0,79.0,59.0,59.0,1.0,0.94,1.75,1.96,5.04,5.04,4.7,158.0,123.0,0.0,12.0,23.0,39.0,6.0,41.0,72.0,61.0,30.0,7856.0,2.0,4.0,2.0,3.0,242.37,29.22,27.7,29.22,27.7,221.0,108.0,104.0,433.0,39.0,21.0,3.0,227.0,68.0,34.0,6.46,8.2,14.56,11.0,9.0,19.0,433.0,329.0,329.0,5.47,4.5,4.5,30.18,30.18,29.01,38.13,4.14,3.89,4.14,3.89,43.0,9.0,4.0,56.0,1.0,3.0,0.0,34.0,12.0,6.0,0.87,1.54,1.73,0.0,1.0,0.0,56.0,52.0,52.0,0.46,0.8,0.8,3.8,3.8,3.76,16.72,1.96,209.0,27.0,0.0,0.21,0.0,2.0,0.0,2.0
skaters,regular,8481604,2025,Pavel Dorofeyev,VGK,R,other,82,3736.0,48.0,50.82,0.47,0.52,0.68,0.45,0.67,0.45,237.0,13.39,3.25,1.12,2.44,0.47,6.7,3.03,2.38,3.25,2.38,0.0,0.0,13.0,4.0,11.0,28.0,3.0,3.0,0.0,0.0,1.0,0.0,5.0,8.0,10.0,14.0,1.0,2.0,0.0,1.0,0.0,5.0,6.0,5.0,6.0,0.21,0.72,2.32,0.0,2.0,1.0,28.0,17.0,17.0,0.0,0.35,0.0,0.76,2.84,2.84,2.18,48.0,18.0,3.0,2.0,25.0,4.0,3.0,20.0,21.0,0.0,0.0,4340.0,2.0,0.0,0.0,1.0,83.37,15.43,11.82,15.43,11.82,72.0,38.0,48.0,158.0,8.0,14.0,1.0,54.0,36.0,20.0,2.08,4.96,8.38,2.0,3.0,3.0,158.0,110.0,110.0,2.32,5.55,5.06,12.69,12.69,10.79,36.99,17.72,16.47,17.72,16.47,35.0,18.0,20.0,73.0,15.0,3.0,0.0,15.0,12.0,26.0,0.62,1.41,15.69,2.0,2.0,11.0,73.0,53.0,53.0,0.55,0.53,0.53,17.74,17.74,16.53,13.17,12.24,84.0,103.0,0.0,0.06,0.0,1.0,0.0,1.0
skaters,regular,8481604,2025,Pavel Dorofeyev,VGK,R,all,82,86614.0,1585.0,76.24,0.64,0.49,0.64,0.48,0.63,0.49,368.0,251.35,30.82,18.66,56.55,8.43,133.43,85.11,28.58,30.87,28.62,18.0,9.0,230.0,103.0,122.0,455.0,64.0,37.0,27.0,4.0,54.0,0.0,108.0,107.0,193.0,296.0,12.0,24.0,0.0,27.0,17.0,64.0,204.0,96.0,33.0,6.8,11.09,12.93,7.0,20.0,10.0,453.4,333.0,332.02,13.0,4.37,5.09,6.88,28.32,28.32,26.8,1585.0,363.0,125.0,204.0,893.0,205.0,192.0,282.0,906.0,0.0,1.0,214326.0,24.0,16.0,8.0,28.0,952.6,104.65,96.52,104.43,96.32,845.0,439.0,511.0,1795.0,101.0,121.0,13.0,878.0,286.0,120.0,25.35,35.24,44.06,31.0,36.0,34.0,1785.47,1284.0,1277.32,18.26,27.45,27.45,95.46,95.34,90.85,541.17,58.93,56.33,59.4,56.8,468.0,274.0,271.0,1013.0,57.0,58.0,7.0,552.0,122.0,68.0,16.81,14.68,27.45,17.0,21.0,19.0,1023.55,742.0,750.34,7.2,11.07,11.07,55.06,55.5,53.77,160.24,166.56,3136.0,3465.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8481604,2025,Pavel Dorofeyev,VGK,R,5on5,82,66676.0,1355.0,76.24,0.56,0.54,0.56,0.51,0.55,0.52,417.0,156.24,14.52,10.71,36.8,5.19,82.85,59.92,14.09,14.56,14.13,11.0,6.0,140.0,70.0,90.0,300.0,32.0,15.0,16.0,0.0,38.0,0.0,69.0,72.0,125.0,195.0,11.0,22.0,0.0,26.0,13.0,55.0,148.0,51.0,11.0,5.23,6.01,3.27,7.0,8.0,0.0,298.4,210.0,209.02,13.0,2.24,3.68,2.81,13.95,13.95,13.71,1355.0,204.0,121.0,186.0,844.0,174.0,175.0,212.0,794.0,0.0,1.0,183661.0,22.0,16.0,8.0,26.0,562.27,47.11,45.19,46.89,44.99,500.0,267.0,350.0,1117.0,47.0,52.0,3.0,577.0,144.0,46.0,16.79,17.59,12.73,24.0,18.0,5.0,1107.47,767.0,760.32,7.86,11.26,11.34,43.63,43.5,42.77,464.48,37.41,36.1,37.88,36.57,392.0,243.0,248.0,883.0,39.0,54.0,7.0,501.0,95.0,39.0,15.08,11.29,11.04,15.0,16.0,8.0,893.55,635.0,643.34,6.16,10.27,10.27,33.3,33.74,33.25,127.93,109.39,2839.0,2723.0,1.16,0.85,33.0,35.0,25.0,22.0
skaters,regular,8481604,2025,Pavel Dorofeyev,VGK,R,4on5,82,20.0,6.0,6.88,0.0,0.27,0.0,0.11,0.0,0.15,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,2523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,4.37,10.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8481604,2025,Pavel Dorofeyev,VGK,R,5on4,82,16182.0,176.0,76.24,0.93,0.87,0.91,0.82,0.89,0.78,289.0,80.19,12.92,6.75,17.04,2.72,43.16,21.41,11.97,12.92,11.97,7.0,3.0,75.0,29.0,21.0,125.0,29.0,19.0,11.0,4.0,15.0,0.0,33.0,26.0,56.0,85.0,0.0,0.0,0.0,0.0,4.0,4.0,48.0,40.0,16.0,1.22,4.36,7.34,0.0,10.0,9.0,125.0,104.0,104.0,0.0,1.75,1.41,3.31,11.36,11.36,10.74,176.0,141.0,0.0,15.0,20.0,26.0,12.0,50.0,88.0,0.0,0.0,4980.0,0.0,0.0,0.0,0.0,304.01,41.81,39.22,41.81,39.22,270.0,133.0,112.0,515.0,46.0,55.0,9.0,244.0,105.0,54.0,6.28,12.59,22.94,5.0,15.0,26.0,515.0,403.0,403.0,8.03,10.63,11.04,38.81,38.81,36.95,35.09,3.33,3.29,3.33,3.29,36.0,12.0,3.0,51.0,2.0,1.0,0.0,32.0,13.0,3.0,0.91,1.7,0.72,0.0,2.0,0.0,51.0,48.0,48.0,0.43,0.27,0.27,3.48,3.48,3.46,6.76,1.05,90.0,20.0,0.01,0.16,1.0,2.0,1.0,2.0
skaters,regular,8481562,2025,Domenick Fensore,CAR,D,other,1,11.0,0.0,-0.7,0.0,0.14,0.0,0.73,0.0,0.63,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.44,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8481562,2025,Domenick Fensore,CAR,D,all,1,1162.0,27.0,-0.7,0.11,0.31,0.27,0.53,0.26,0.51,4.0,2.1,0.04,0.1,0.68,0.08,1.22,0.88,0.04,0.04,0.04,0.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,4.79,3.0,2.96,0.0,0.02,0.0,0.0,0.06,0.06,0.06,27.0,4.0,1.0,8.0,14.0,0.0,7.0,2.0,18.0,0.0,0.0,2438.0,0.0,0.0,0.0,3.0,4.32,0.17,0.17,0.16,0.16,3.0,3.0,3.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,8.61,6.0,5.87,0.05,0.0,0.0,0.22,0.21,0.21,13.16,1.45,1.37,1.54,1.46,12.0,5.0,7.0,24.0,2.0,2.0,0.0,8.0,8.0,1.0,0.17,1.07,0.21,0.0,2.0,0.0,25.36,17.0,17.89,0.21,0.41,0.41,1.25,1.33,1.32,1.75,3.85,46.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8481562,2025,Domenick Fensore,CAR,D,5on5,1,1086.0,24.0,-0.7,0.11,0.43,0.28,0.54,0.27,0.5,4.0,2.1,0.04,0.1,0.68,0.08,1.22,0.88,0.04,0.04,0.04,0.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,4.79,3.0,2.96,0.0,0.02,0.0,0.0,0.06,0.06,0.06,24.0,4.0,1.0,8.0,11.0,0.0,7.0,1.0,16.0,0.0,0.0,1908.0,0.0,0.0,0.0,3.0,4.32,0.17,0.17,0.16,0.16,3.0,3.0,3.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,8.61,6.0,5.87,0.05,0.0,0.0,0.22,0.21,0.21,12.44,1.44,1.36,1.53,1.45,11.0,5.0,7.0,23.0,2.0,2.0,0.0,7.0,8.0,1.0,0.17,1.07,0.21,0.0,2.0,0.0,24.36,16.0,16.89,0.2,0.41,0.41,1.23,1.31,1.3,1.41,1.84,35.0,30.0,0.1,0.0,4.0,0.0,3.0,0.0
skaters,regular,8481562,2025,Domenick Fensore,CAR,D,4on5,1,65.0,3.0,-0.7,0.0,0.05,0.0,0.2,0.0,0.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.01,0.01,0.01,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.02,0.02,0.02,0.03,0.58,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8481562,2025,Domenick Fensore,CAR,D,5on4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skaters,regular,8475191,2025,Reilly Smith,VGK,R,other,69,944.0,19.0,17.11,0.23,0.7,0.47,0.63,0.47,0.61,145.0,4.24,0.76,0.29,0.7,0.16,2.54,1.56,0.73,0.76,0.73,0.0,0.0,4.0,2.0,0.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.16,0.14,0.46,1.0,1.0,0.0,6.0,6.0,6.0,0.0,0.07,0.0,0.14,0.69,0.69,0.68,19.0,3.0,3.0,0.0,13.0,0.0,4.0,2.0,13.0,1.0,1.0,3328.0,0.0,0.0,0.0,0.0,11.88,1.28,1.23,1.28,1.23,8.0,8.0,4.0,20.0,2.0,3.0,1.0,13.0,2.0,1.0,0.48,0.34,0.46,1.0,1.0,0.0,20.0,16.0,16.0,0.21,0.37,0.37,1.12,1.12,1.1,14.34,4.33,4.02,4.33,4.02,12.0,6.0,5.0,23.0,1.0,5.0,0.0,6.0,5.0,7.0,0.31,0.64,3.38,0.0,0.0,1.0,23.0,18.0,18.0,0.35,1.54,1.54,3.14,3.14,3.08,14.67,6.23,116.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
