game_id,season,game_type,game_date,start_time_utc,game_state,venue,venue_timezone,away_team,home_team,away_team_name,home_team_name
2025030411,20252026,3,2026-06-02,2026-06-03T00:00:00Z,FUT,Lenovo Center,US/Eastern,VGK,CAR,Golden Knights,Hurricanes
