event_id,event_name,short_name,game_datetime,game_date,season_year,season_type,status_state,status_detail,venue,neutral_site,home_team_id,home_team,home_abbrev,home_record,away_team_id,away_team,away_abbrev,away_record
401859963,New York Knicks at San Antonio Spurs,NY @ SA,2026-06-04T00:30Z,2026-06-04,,,STATUS_SCHEDULED,"Wed, June 3rd at 8:30 PM EDT",Frost Bank Center,False,24,San Antonio Spurs,SA,62-20,18,New York Knicks,NY,53-29
