game_date,event_id,matchup,final_score,bet_side,candidate_side,candidate_team,bet_team,actual_winner,result,skip_reason,model_prob_pct,market_no_vig_prob_pct,break_even_prob_pct,model_edge_vs_break_even_pct,model_edge_vs_market_pct,american_odds,decimal_odds,raw_kelly_fraction_pct,stake_fraction_pct,stake,profit,bankroll_after
2026-03-29,401810937,LA Clippers at Milwaukee Bucks,127-113,skip,home,Milwaukee Bucks,,LA Clippers,SKIP,market_disagreement,39.33,10.66,11.11,28.22,28.67,800,9.0,31.75,0.0,0.0,0.0,2000.0
2026-03-29,401810938,Miami Heat at Indiana Pacers,118-135,home,home,Indiana Pacers,Indiana Pacers,Indiana Pacers,WIN,,43.57,25.22,26.32,17.25,18.35,280,3.8,23.41,5.85,117.06,327.78,2327.78
2026-03-29,401810939,Sacramento Kings at Brooklyn Nets,99-116,away,away,Sacramento Kings,Sacramento Kings,Brooklyn Nets,LOSS,,58.29,47.83,50.0,8.29,10.46,100,2.0,16.58,4.15,96.5,-96.5,2231.28
2026-03-29,401810940,Boston Celtics at Charlotte Hornets,114-99,home,home,Charlotte Hornets,Charlotte Hornets,Boston Celtics,LOSS,,67.95,55.14,57.45,10.5,12.81,-135,1.741,24.68,6.17,137.7,-137.7,2093.59
2026-03-29,401810941,Orlando Magic at Toronto Raptors,87-139,home,home,Toronto Raptors,Toronto Raptors,Toronto Raptors,WIN,,66.18,52.61,54.95,11.23,13.57,-122,1.82,24.92,6.23,130.45,106.92,2200.51
2026-03-29,401810942,Washington Wizards at Portland Trail Blazers,88-123,away,away,Washington Wizards,Washington Wizards,Portland Trail Blazers,LOSS,,31.55,9.17,9.52,22.02,22.37,950,10.5,24.34,6.09,133.9,-133.9,2066.61
2026-03-29,401810943,Houston Rockets at New Orleans Pelicans,134-102,home,home,New Orleans Pelicans,New Orleans Pelicans,Houston Rockets,LOSS,,40.15,31.46,32.79,7.37,8.69,205,3.05,10.96,2.74,56.62,-56.62,2009.98
2026-03-29,401810944,New York Knicks at Oklahoma City Thunder,100-111,skip,away,New York Knicks,,Oklahoma City Thunder,SKIP,market_disagreement,56.96,24.92,25.97,30.99,32.04,285,3.85,41.86,0.0,0.0,0.0,2009.98
2026-03-30,401810945,Golden State Warriors at Denver Nuggets,93-116,away,away,Golden State Warriors,Golden State Warriors,Denver Nuggets,LOSS,,31.62,17.29,18.02,13.6,14.33,455,5.55,16.59,4.15,83.34,-83.34,1926.64
2026-03-30,401810946,Philadelphia 76ers at Miami Heat,109-119,skip,home,Miami Heat,,Miami Heat,SKIP,no_positive_kelly,44.08,43.65,45.45,-1.38,0.43,120,2.2,0.0,0.0,0.0,0.0,1926.64
2026-03-30,401810947,Boston Celtics at Atlanta Hawks,102-112,home,home,Atlanta Hawks,Atlanta Hawks,Atlanta Hawks,WIN,,64.13,56.35,58.68,5.46,7.78,-142,1.704,13.2,3.3,63.6,44.79,1971.43
2026-03-31,401810948,Phoenix Suns at Memphis Grizzlies,131-105,skip,home,Memphis Grizzlies,,Phoenix Suns,SKIP,market_disagreement,45.45,16.0,16.67,28.78,29.45,500,6.0,34.54,0.0,0.0,0.0,1971.43
2026-03-31,401810949,Chicago Bulls at San Antonio Spurs,114-129,skip,away,Chicago Bulls,,San Antonio Spurs,SKIP,market_disagreement,35.71,8.03,8.33,27.38,27.68,1100,12.0,29.86,0.0,0.0,0.0,1971.43
2026-03-31,401810950,Minnesota Timberwolves at Dallas Mavericks,124-94,home,home,Dallas Mavericks,Dallas Mavericks,Minnesota Timberwolves,LOSS,,42.93,25.22,26.32,16.61,17.71,280,3.8,22.55,5.64,111.11,-111.11,1860.31
2026-03-31,401810951,Cleveland Cavaliers at Utah Jazz,122-113,skip,home,Utah Jazz,,Cleveland Cavaliers,SKIP,market_disagreement,50.01,9.6,10.0,40.01,40.41,900,10.0,44.46,0.0,0.0,0.0,1860.31
2026-03-31,401810952,Detroit Pistons at Oklahoma City Thunder,110-114,skip,away,Detroit Pistons,,Oklahoma City Thunder,SKIP,market_disagreement,58.18,16.84,17.54,40.64,41.35,470,5.7,49.29,0.0,0.0,0.0,1860.31
2026-03-31,401810953,Washington Wizards at Los Angeles Lakers,101-120,away,away,Washington Wizards,Washington Wizards,Los Angeles Lakers,LOSS,,30.11,10.11,10.53,19.58,19.99,850,9.5,21.88,5.47,101.78,-101.78,1758.53
2026-03-31,401810954,Phoenix Suns at Orlando Magic,111-115,away,away,Phoenix Suns,Phoenix Suns,Orlando Magic,LOSS,,57.51,45.73,47.62,9.9,11.79,110,2.1,18.89,4.72,83.05,-83.05,1675.48
2026-03-31,401810955,Charlotte Hornets at Brooklyn Nets,117-86,skip,home,Brooklyn Nets,,Charlotte Hornets,SKIP,market_disagreement,41.81,8.03,8.33,33.48,33.78,1100,12.0,36.52,0.0,0.0,0.0,1675.48
