game_date,event_id,matchup,final_score,bet_side,candidate_side,candidate_team,bet_team,actual_winner,result,skip_reason,model_prob_pct,market_no_vig_prob_pct,break_even_prob_pct,model_edge_vs_break_even_pct,model_edge_vs_market_pct,american_odds,decimal_odds,raw_kelly_fraction_pct,stake_fraction_pct,stake,profit,bankroll_after
2026-04-13,401811054,Golden State Warriors at LA Clippers,110-115,home,home,LA Clippers,LA Clippers,LA Clippers,WIN,,77.44,59.34,61.83,15.61,18.1,-162,1.617,40.89,10.0,200.0,123.46,2123.46
2026-04-18,401869187,Toronto Raptors at Cleveland Cavaliers,113-126,skip,away,Toronto Raptors,,Cleveland Cavaliers,SKIP,market_disagreement,49.98,24.28,25.32,24.66,25.69,295,3.95,33.02,0.0,0.0,0.0,2123.46
2026-04-18,401869188,Minnesota Timberwolves at Denver Nuggets,105-116,away,away,Minnesota Timberwolves,Minnesota Timberwolves,Denver Nuggets,LOSS,,34.9,29.98,31.25,3.65,4.92,220,3.2,5.31,1.33,28.18,-28.18,2095.28
2026-04-18,401869189,Atlanta Hawks at New York Knicks,102-113,away,away,Atlanta Hawks,Atlanta Hawks,New York Knicks,LOSS,,40.25,32.5,33.9,6.35,7.75,195,2.95,9.6,2.4,50.3,-50.3,2044.98
2026-04-19,401869190,Houston Rockets at Los Angeles Lakers,98-107,home,home,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,WIN,,55.08,44.86,46.73,8.35,10.22,114,2.14,15.67,3.92,80.13,91.35,2136.33
2026-04-19,401869191,Philadelphia 76ers at Boston Celtics,91-123,away,away,Philadelphia 76ers,Philadelphia 76ers,Boston Celtics,LOSS,,31.73,14.21,14.81,16.91,17.52,575,6.75,19.85,4.96,106.03,-106.03,2030.3
2026-04-19,401869192,Phoenix Suns at Oklahoma City Thunder,84-119,away,away,Phoenix Suns,Phoenix Suns,Oklahoma City Thunder,LOSS,,24.17,10.11,10.53,13.65,14.06,850,9.5,15.25,3.81,77.41,-77.41,1952.9
2026-04-19,401869193,Orlando Magic at Detroit Pistons,112-101,away,away,Orlando Magic,Orlando Magic,Orlando Magic,WIN,,25.46,23.41,24.39,1.07,2.05,310,4.1,1.42,0.35,6.92,21.44,1974.34
2026-04-20,401869194,Portland Trail Blazers at San Antonio Spurs,98-111,away,away,Portland Trail Blazers,Portland Trail Blazers,San Antonio Spurs,LOSS,,27.73,16.0,16.67,11.07,11.73,500,6.0,13.28,3.32,65.54,-65.54,1908.79
2026-04-20,401869369,Toronto Raptors at Cleveland Cavaliers,105-115,skip,away,Toronto Raptors,,Cleveland Cavaliers,SKIP,market_disagreement,46.62,21.33,22.22,24.4,25.3,350,4.5,31.37,0.0,0.0,0.0,1908.79
2026-04-21,401869387,Atlanta Hawks at New York Knicks,107-106,away,away,Atlanta Hawks,Atlanta Hawks,Atlanta Hawks,WIN,,39.45,31.94,33.33,6.11,7.5,200,3.0,9.17,2.29,43.77,87.53,1996.32
