game_date,event_id,matchup,final_score,bet_side,candidate_side,candidate_team,bet_team,actual_winner,result,skip_reason,model_prob_pct,market_no_vig_prob_pct,break_even_prob_pct,model_edge_vs_break_even_pct,model_edge_vs_market_pct,american_odds,decimal_odds,raw_kelly_fraction_pct,stake_fraction_pct,stake,profit,bankroll_after
2026-05-01,401869381,Cleveland Cavaliers at Toronto Raptors,110-112,home,home,Toronto Raptors,Toronto Raptors,Toronto Raptors,WIN,,47.31,36.31,37.88,9.43,11.0,164,2.64,15.19,3.8,75.93,124.53,2124.53
2026-05-01,401869402,Denver Nuggets at Minnesota Timberwolves,98-110,skip,home,Minnesota Timberwolves,,Minnesota Timberwolves,SKIP,market_disagreement,61.18,27.42,28.57,32.61,33.75,250,3.5,45.65,0.0,0.0,0.0,2124.53
2026-05-01,401869410,Boston Celtics at Philadelphia 76ers,93-106,home,home,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,WIN,,42.96,33.1,34.48,8.48,9.87,190,2.9,12.95,3.24,68.76,130.64,2255.17
2026-05-01,401869417,Detroit Pistons at Orlando Magic,93-79,home,home,Orlando Magic,Orlando Magic,Detroit Pistons,LOSS,,42.82,40.66,42.37,0.45,2.16,136,2.36,0.78,0.19,4.38,-4.38,2250.79
2026-05-02,401869409,Los Angeles Lakers at Houston Rockets,98-78,skip,home,Houston Rockets,,Los Angeles Lakers,SKIP,no_positive_kelly,65.42,63.09,65.75,-0.33,2.33,-192,1.521,0.0,0.0,0.0,0.0,2250.79
2026-05-02,401869412,Philadelphia 76ers at Boston Celtics,109-100,home,home,Boston Celtics,Boston Celtics,Philadelphia 76ers,LOSS,,63.46,59.34,61.83,1.63,4.13,-162,1.617,4.27,1.07,24.04,-24.04,2226.75
2026-05-03,401869384,Toronto Raptors at Cleveland Cavaliers,102-114,away,away,Toronto Raptors,Toronto Raptors,Cleveland Cavaliers,LOSS,,40.99,25.91,27.03,13.97,15.08,270,3.7,19.14,4.78,106.54,-106.54,2120.21
2026-05-03,401869418,Orlando Magic at Detroit Pistons,94-116,away,away,Orlando Magic,Orlando Magic,Detroit Pistons,LOSS,,32.56,26.65,27.78,4.78,5.91,260,3.6,6.62,1.65,35.07,-35.07,2085.15
2026-05-05,401871152,Minnesota Timberwolves at San Antonio Spurs,104-102,skip,away,Minnesota Timberwolves,,Minnesota Timberwolves,SKIP,market_disagreement,48.52,23.41,24.39,24.13,25.11,310,4.1,31.91,0.0,0.0,0.0,2085.15
2026-05-05,401871159,Philadelphia 76ers at New York Knicks,98-137,away,away,Philadelphia 76ers,Philadelphia 76ers,New York Knicks,LOSS,,32.75,28.64,29.85,2.9,4.1,235,3.35,4.13,1.03,21.53,-21.53,2063.62
2026-05-05,401871333,Cleveland Cavaliers at Detroit Pistons,101-111,home,home,Detroit Pistons,Detroit Pistons,Detroit Pistons,WIN,,63.66,59.34,61.83,1.82,4.32,-162,1.617,4.78,1.19,24.66,15.22,2078.84
2026-05-06,401871160,Philadelphia 76ers at New York Knicks,102-108,away,away,Philadelphia 76ers,Philadelphia 76ers,New York Knicks,LOSS,,32.38,21.33,22.22,10.16,11.06,350,4.5,13.06,3.27,67.89,-67.89,2010.95
