event_id,game_date,season_type,away_team,home_team,target_home_win,bet_side,skip_reason,candidate_side,candidate_team,candidate_won,bet_team,offered_american_odds,decimal_odds,model_prob,market_prob,break_even_prob,model_edge_vs_break_even,model_edge_vs_market,market_home_no_vig_prob,raw_kelly_fraction,stake_fraction,stake,won,profit,bankroll_after
401811054,2026-04-13,2,Golden State Warriors,LA Clippers,1,home,,home,LA Clippers,True,LA Clippers,-162,1.617283950617284,0.7743756175041199,0.593369754159424,0.6183206106870228,0.15605500681709705,0.18100586334469593,0.593369754159424,0.4088641178607941,0.1,200.0,True,123.45679012345681,2123.456790123457
401869187,2026-04-18,3,Toronto Raptors,Cleveland Cavaliers,1,skip,market_disagreement,away,Toronto Raptors,False,,295,3.95,0.499758243560791,0.24281150159744413,0.2531645569620253,0.24659368659876574,0.2569467419633469,0.7571884984025559,0.33018476680173714,0.0,0.0,,0.0,2123.456790123457
401869188,2026-04-18,3,Minnesota Timberwolves,Denver Nuggets,1,away,,away,Minnesota Timberwolves,False,Minnesota Timberwolves,220,3.2,0.3489909768104553,0.2998379254457051,0.3125,0.03649097681045532,0.04915305136475023,0.7001620745542949,0.05307778445157138,0.013269446112892845,28.177095449599623,False,-28.177095449599623,2095.279694673857
401869189,2026-04-18,3,Atlanta Hawks,New York Knicks,1,away,,away,Atlanta Hawks,False,Atlanta Hawks,195,2.95,0.4024549126625061,0.3249687530045188,0.3389830508474576,0.06347186181504849,0.07748615965798733,0.6750312469954812,0.0960215345407144,0.0240053836351786,50.29799289364582,False,-50.29799289364582,2044.9817017802113
401869190,2026-04-19,3,Houston Rockets,Los Angeles Lakers,1,home,,home,Los Angeles Lakers,True,Los Angeles Lakers,114,2.14,0.5507870316505432,0.448558885283451,0.4672897196261682,0.08349731202437499,0.10222814636709221,0.448558885283451,0.15674056818610746,0.039185142046526865,80.13289846680583,True,91.35150425215865,2136.33320603237
401869191,2026-04-19,3,Philadelphia 76ers,Boston Celtics,1,away,,away,Philadelphia 76ers,False,Philadelphia 76ers,575,6.75,0.3172613978385925,0.14205607476635507,0.14814814814814814,0.16911324969044433,0.1752053230722374,0.8579439252336449,0.19852424963660859,0.049631062409152146,106.02848667533665,False,-106.02848667533665,2030.3047193570335
401869192,2026-04-19,3,Phoenix Suns,Oklahoma City Thunder,1,away,,away,Phoenix Suns,False,Phoenix Suns,850,9.5,0.241718053817749,0.10114192495921692,0.10526315789473684,0.13645489592301216,0.14057612885853207,0.8988580750407831,0.15250841309042532,0.03812710327260633,77.40963770978563,False,-77.40963770978563,1952.895081647248
401869193,2026-04-19,3,Orlando Magic,Detroit Pistons,0,away,,away,Orlando Magic,True,Orlando Magic,310,4.1,0.2546142935752868,0.23409789548356585,0.24390243902439027,0.010711854550896543,0.020516398091720955,0.7659021045164341,0.014167291502798659,0.0035418228756996647,6.916808474019587,True,21.442106269460716,1974.3371879167087
401869194,2026-04-20,3,Portland Trail Blazers,San Antonio Spurs,1,away,,away,Portland Trail Blazers,False,Portland Trail Blazers,500,6.0,0.2773260474205017,0.16000000000000003,0.16666666666666666,0.11065938075383505,0.11732604742050168,0.84,0.13279125690460206,0.033197814226150514,65.54367918423931,False,-65.54367918423931,1908.7935087324693
401869369,2026-04-20,3,Toronto Raptors,Cleveland Cavaliers,1,skip,market_disagreement,away,Toronto Raptors,False,,350,4.5,0.4662472009658813,0.21325648414985587,0.2222222222222222,0.24402497874365908,0.2529907168160254,0.7867435158501441,0.3137464012418474,0.0,0.0,,0.0,1908.7935087324693
401869387,2026-04-21,3,Atlanta Hawks,New York Knicks,0,away,,away,Atlanta Hawks,True,Atlanta Hawks,200,3.0,0.3944759368896484,0.3194444444444444,0.3333333333333333,0.06114260355631507,0.07503149244520396,0.6805555555555556,0.0917139053344726,0.02292847633361815,43.76572679073637,True,87.53145358147275,1996.324962313942
401869395,2026-04-21,3,Minnesota Timberwolves,Denver Nuggets,0,away,,away,Minnesota Timberwolves,True,Minnesota Timberwolves,240,3.4,0.3442921638488769,0.28202947845804993,0.29411764705882354,0.05017451679005336,0.062262685390826966,0.7179705215419501,0.07108056545257563,0.017770141363143907,35.474976787091684,True,85.13994428902004,2081.464906602962
401869396,2026-04-21,3,Philadelphia 76ers,Boston Celtics,0,away,,away,Philadelphia 76ers,True,Philadelphia 76ers,575,6.75,0.2846148014068603,0.14205607476635507,0.14814814814814814,0.13646665325871216,0.14255872664050523,0.8579439252336449,0.16019998426022733,0.04004999606505683,83.36266131900251,True,479.33530258426447,2560.8002091872263
401869378,2026-04-22,3,Portland Trail Blazers,San Antonio Spurs,0,away,,away,Portland Trail Blazers,True,Portland Trail Blazers,470,5.7,0.2638487219810486,0.16835016835016847,0.17543859649122806,0.08841012548982052,0.09549855363088011,0.8316498316498315,0.10722079048765469,0.026805197621913673,68.64275567750147,True,322.6209516842569,2883.421160871483
401869397,2026-04-22,3,Houston Rockets,Los Angeles Lakers,1,home,,home,Los Angeles Lakers,True,Los Angeles Lakers,190,2.9,0.5602774024009705,0.3309929789368104,0.3448275862068966,0.21544981619407388,0.22928442346416006,0.3309929789368104,0.32884445629621806,0.08221111407405451,237.0492659799482,True,450.39360536190156,3333.814766233385
401869411,2026-04-22,3,Orlando Magic,Detroit Pistons,1,away,,away,Orlando Magic,False,Orlando Magic,275,3.75,0.2806047201156616,0.2559309849029475,0.26666666666666666,0.013938053448994958,0.0246737352127141,0.7440690150970525,0.019006436521356754,0.004751609130339189,15.84098468209416,False,-15.84098468209416,3317.973781551291
401869368,2026-04-23,3,Phoenix Suns,Oklahoma City Thunder,1,away,,away,Phoenix Suns,False,Phoenix Suns,1000,11.0,0.2181164622306823,0.08755760368663601,0.09090909090909091,0.12720737132159138,0.13055885854404628,0.912442396313364,0.13992810845375053,0.03498202711343763,116.06944878790245,False,-116.06944878790245,3201.9043327633885
401869389,2026-04-23,3,New York Knicks,Atlanta Hawks,1,home,,home,Atlanta Hawks,True,Atlanta Hawks,-108,1.925925925925926,0.5638906955718994,0.4956702459300312,0.5192307692307692,0.04465992634113025,0.06822044964186824,0.4956702459300312,0.09289264678955078,0.023223161697387695,74.35834205933043,True,68.85031672160225,3270.7546494849908
401869375,2026-04-24,3,Cleveland Cavaliers,Toronto Raptors,1,home,,home,Toronto Raptors,True,Toronto Raptors,124,2.24,0.5597870349884033,0.4279403644395361,0.4464285714285714,0.11335846355983192,0.13184667054886723,0.4279403644395361,0.20477657933388993,0.05119414483347248,167.44348724048814,True,207.62992417820533,3478.384573663196
401869398,2026-04-24,3,Denver Nuggets,Minnesota Timberwolves,1,away,,away,Denver Nuggets,False,Denver Nuggets,-108,1.925925925925926,0.5796799063682556,0.4956702459300312,0.5192307692307692,0.06044913713748645,0.08400966043822444,0.5043297540699688,0.12573420524597173,0.03143355131149293,109.33797997734754,False,-109.33797997734754,3369.0465936858486
401869404,2026-04-24,3,Boston Celtics,Philadelphia 76ers,0,home,,home,Philadelphia 76ers,False,Philadelphia 76ers,280,3.8,0.347415953874588,0.2522172949002217,0.2631578947368421,0.08425805913774592,0.0951986589743663,0.2522172949002217,0.11435022311551227,0.028587555778878067,96.31280741863335,False,-96.31280741863335,3272.7337862672152
401869370,2026-04-25,3,Oklahoma City Thunder,Phoenix Suns,0,home,,home,Phoenix Suns,False,Phoenix Suns,295,3.95,0.2798123657703399,0.2428115015974441,0.2531645569620253,0.026647808808314633,0.0370008641728958,0.2428115015974441,0.03568096433655686,0.008920241084139215,29.193574377711304,False,-29.193574377711304,3243.540211889504
401869382,2026-04-25,3,San Antonio Spurs,Portland Trail Blazers,0,away,,away,San Antonio Spurs,True,San Antonio Spurs,-122,1.819672131147541,0.6279920637607574,0.5260865852617198,0.5495495495495495,0.07844251421120796,0.10190547849903764,0.4739134147382802,0.17414238154888156,0.04353559538722039,141.20945428700054,True,115.745454333607,3359.285666223111
401869391,2026-04-25,3,New York Knicks,Atlanta Hawks,0,home,,home,Atlanta Hawks,False,Atlanta Hawks,110,2.1,0.5476374626159668,0.4572564612326044,0.47619047619047616,0.07144698642549063,0.09038100138336241,0.4572564612326044,0.13639879226684576,0.03409969806671144,114.55062693803967,False,-114.55062693803967,3244.7350392850713
401869400,2026-04-25,3,Los Angeles Lakers,Houston Rockets,0,away,,away,Los Angeles Lakers,True,Los Angeles Lakers,205,3.05,0.4425244331359863,0.3146067415730337,0.3278688524590164,0.11465558067696985,0.12791769156295257,0.6853932584269663,0.1705851322267113,0.04264628305667782,138.37588892927178,True,283.6705723050071,3528.4056115900785
401869414,2026-04-25,3,Detroit Pistons,Orlando Magic,1,away,,away,Detroit Pistons,False,Detroit Pistons,-125,1.8,0.6053573191165924,0.5324675324675325,0.5555555555555556,0.04980176356103683,0.07288978664905987,0.4675324675324675,0.11205396801233294,0.028013492003083236,98.84296238391268,False,-98.84296238391268,3429.5626492061656
401869377,2026-04-26,3,Cleveland Cavaliers,Toronto Raptors,1,home,,home,Toronto Raptors,True,Toronto Raptors,154,2.54,0.614140510559082,0.3775334481388264,0.39370078740157477,0.22043972315750726,0.23660706242025564,0.3775334481388264,0.36358240053251195,0.09089560013312799,311.7321551937547,True,480.06751899838224,3909.6301682045478
401869385,2026-04-26,3,San Antonio Spurs,Portland Trail Blazers,0,home,,home,Portland Trail Blazers,False,Portland Trail Blazers,185,2.85,0.3511240482330322,0.3363518758085381,0.3508771929824561,0.0002468552505761057,0.014772172424494134,0.3363518758085381,0.00038029052115776644,9.507263028944161e-05,0.3716988235501584,False,-0.3716988235501584,3909.2584693809977
