event_id,game_date,season_type,away_team,home_team,target_home_win,bet_side,skip_reason,candidate_side,candidate_team,candidate_won,bet_team,offered_american_odds,decimal_odds,model_prob,market_prob,break_even_prob,model_edge_vs_break_even,model_edge_vs_market,market_home_no_vig_prob,raw_kelly_fraction,stake_fraction,stake,won,profit,bankroll_after
401810937,2026-03-29,2,LA Clippers,Milwaukee Bucks,0,home,,home,Milwaukee Bucks,False,Milwaukee Bucks,800,9.0,0.256523996591568,0.10661764705882354,0.1111111111111111,0.1454128854804569,0.14990634953274445,0.10661764705882354,0.163589496165514,0.03,30.0,False,-30.0,970.0
401810938,2026-03-29,2,Miami Heat,Indiana Pacers,1,home,,home,Indiana Pacers,True,Indiana Pacers,280,3.8,0.3001106381416321,0.2522172949002217,0.2631578947368421,0.03695274340478999,0.04789334324141037,0.2522172949002217,0.05015015176364351,0.012537537940910878,12.161411802683553,True,34.05195304751395,1004.051953047514
401810939,2026-03-29,2,Sacramento Kings,Brooklyn Nets,1,away,,away,Sacramento Kings,False,Sacramento Kings,100,2.0,0.5834395885467529,0.4782608695652174,0.5,0.08343958854675293,0.10517871898153552,0.5217391304347826,0.16687917709350586,0.03,30.12155859142542,False,-30.12155859142542,973.9303944560885
401810940,2026-03-29,2,Boston Celtics,Charlotte Hornets,0,home,,home,Charlotte Hornets,False,Charlotte Hornets,-135,1.7407407407407407,0.5829585790634155,0.551441114716549,0.574468085106383,0.008490493957032497,0.03151746434686653,0.551441114716549,0.01995266079902644,0.00498816519975661,4.8581257006110885,False,-4.8581257006110885,969.0722687554774
401810941,2026-03-29,2,Orlando Magic,Toronto Raptors,1,home,,home,Toronto Raptors,True,Toronto Raptors,-122,1.819672131147541,0.6553974151611328,0.5260865852617197,0.5495495495495495,0.10584786561158332,0.12931082989941312,0.5260865852617197,0.2349822616577149,0.03,29.072168062664318,True,23.82964595300354,992.901914708481
401810942,2026-03-29,2,Washington Wizards,Portland Trail Blazers,1,away,,away,Washington Wizards,False,Washington Wizards,950,10.5,0.2747594118118286,0.09174311926605494,0.09523809523809523,0.17952131657373338,0.18301629254577367,0.9082568807339451,0.1984182972657053,0.03,29.787057441254426,False,-29.787057441254426,963.1148572672265
401810943,2026-03-29,2,Houston Rockets,New Orleans Pelicans,0,home,,home,New Orleans Pelicans,False,New Orleans Pelicans,205,3.05,0.39264482259750366,0.31460674157303364,0.3278688524590164,0.06477597013848724,0.07803808102447002,0.31460674157303364,0.0963740043523835,0.024093501088095874,23.204808861529223,False,-23.204808861529223,939.9100484056972
401810944,2026-03-29,2,New York Knicks,Oklahoma City Thunder,1,away,,away,New York Knicks,False,New York Knicks,285,3.85,0.39819443225860596,0.2491874322860238,0.2597402597402597,0.13845417251834624,0.14900699997258215,0.7508125677139762,0.1870345839282923,0.03,28.197301452170915,False,-28.197301452170915,911.7127469535263
401810945,2026-03-30,2,Golden State Warriors,Denver Nuggets,1,away,,away,Golden State Warriors,False,Golden State Warriors,455,5.55,0.21127188205718994,0.17287630402384502,0.1801801801801802,0.031091701877009742,0.038395578033344924,0.827123695976155,0.03792504294888003,0.009481260737220007,8.644186271313469,False,-8.644186271313469,903.0685606822128
401810946,2026-03-30,2,Philadelphia 76ers,Miami Heat,1,home,,home,Miami Heat,True,Miami Heat,120,2.2,0.4887601435184479,0.43650793650793646,0.45454545454545453,0.034214688972993346,0.05225220701051142,0.43650793650793646,0.0627269297838212,0.0156817324459553,14.16167954897241,True,16.994015458766896,920.0625761409797
401810947,2026-03-30,2,Boston Celtics,Atlanta Hawks,1,away,,away,Boston Celtics,False,Boston Celtics,120,2.2,0.48367202281951904,0.4365079365079365,0.45454545454545453,0.029126568274064513,0.04716408631158253,0.5634920634920635,0.05339870850245167,0.013349677125612917,12.28253832684173,False,-12.28253832684173,907.7800378141379
401810948,2026-03-31,2,Phoenix Suns,Memphis Grizzlies,0,home,,home,Memphis Grizzlies,False,Memphis Grizzlies,500,6.0,0.22230127453804016,0.15999999999999998,0.16666666666666666,0.055634607871373504,0.062301274538040186,0.15999999999999998,0.0667615294456482,0.01669038236141205,15.151195931175051,False,-15.151195931175051,892.6288418829629
401810949,2026-03-31,2,Chicago Bulls,San Antonio Spurs,1,away,,away,Chicago Bulls,False,Chicago Bulls,1100,12.0,0.19729894399642944,0.08029197080291961,0.08333333333333333,0.11396561066309611,0.11700697319350983,0.9197080291970804,0.12432612072337758,0.03,26.778865256488885,False,-26.778865256488885,865.849976626474
401810950,2026-03-31,2,Minnesota Timberwolves,Dallas Mavericks,0,home,,home,Dallas Mavericks,False,Dallas Mavericks,280,3.8,0.2838543653488159,0.2522172949002217,0.2631578947368421,0.020696470611973827,0.03163707044859421,0.2522172949002217,0.028088067259107296,0.007022016814776824,6.080013094945221,False,-6.080013094945221,859.7699635315288
401810951,2026-03-31,2,Cleveland Cavaliers,Utah Jazz,0,home,,home,Utah Jazz,False,Utah Jazz,900,10.0,0.27043139934539795,0.096045197740113,0.1,0.17043139934539794,0.17438620160528495,0.096045197740113,0.1893682214948866,0.03,25.79309890594586,False,-25.79309890594586,833.976864625583
