event_id,market_provider,market_details,home_odds,away_odds,home_decimal_odds,away_decimal_odds,home_raw_implied_prob,away_raw_implied_prob,market_home_no_vig_prob,market_away_no_vig_prob,market_spread,market_over_under,home_spread_odds,away_spread_odds
401810221,DraftKings,SA -8.5,300,-380,4.0,1.263157894736842,0.25,0.7916666666666666,0.24000000000000005,0.76,8.5,238.5,-105,-115
401810222,DraftKings,CLE -5.5,180,-218,2.8,1.4587155963302751,0.35714285714285715,0.6855345911949685,0.34252477380439467,0.6574752261956054,5.5,242.5,-108,-112
401810223,DraftKings,MIN -6.5,-265,215,1.3773584905660377,3.15,0.726027397260274,0.31746031746031744,0.6957699520733487,0.3042300479266513,-6.5,226.5,-112,-108
401810224,DraftKings,OKC -16.5,-1600,900,1.0625,10.0,0.9411764705882353,0.1,0.9039548022598869,0.09604519774011311,-16.5,222.5,-115,-105
401810225,DraftKings,SA -15.5,-1200,750,1.0833333333333333,8.5,0.9230769230769231,0.11764705882352941,0.8869565217391304,0.11304347826086958,-15.5,240.5,-112,-108
401810226,DraftKings,ATL -4.5,154,-185,2.54,1.5405405405405406,0.3937007874015748,0.6491228070175439,0.3775334481388264,0.6224665518611736,4.5,240.5,-110,-110
401810227,DraftKings,NY -3.5,136,-162,2.3600000000000003,1.617283950617284,0.423728813559322,0.6183206106870229,0.4066302458405761,0.5933697541594238,3.5,226.5,-108,-112
401810228,DraftKings,MIA -8.5,230,-285,3.3,1.3508771929824561,0.30303030303030304,0.7402597402597403,0.2904564315352697,0.7095435684647303,8.5,228.5,-118,-102
401810229,DraftKings,TOR -4.5,160,-192,2.6,1.5208333333333335,0.38461538461538464,0.6575342465753424,0.3690596562184025,0.6309403437815975,4.5,218.5,-102,-118
401810230,DraftKings,HOU -9.5,320,-410,4.2,1.2439024390243902,0.23809523809523808,0.803921568627451,0.22849462365591394,0.771505376344086,9.5,236.5,-115,-105
401810231,DraftKings,DET -5.5,180,-218,2.8,1.4587155963302751,0.35714285714285715,0.6855345911949685,0.34252477380439467,0.6574752261956054,5.5,230.5,-105,-115
401810232,DraftKings,DEN -6.5,-270,220,1.3703703703703702,3.2,0.7297297297297297,0.3125,0.7001620745542949,0.2998379254457051,-6.5,237.5,-108,-112
401810233,DraftKings,GS -1.5,110,-130,2.1,1.7692307692307692,0.47619047619047616,0.5652173913043478,0.4572564612326044,0.5427435387673956,1.5,229.5,-108,-112
401810234,DraftKings,LAL -9.5,310,-395,4.1,1.2531645569620253,0.24390243902439024,0.797979797979798,0.23409789548356585,0.7659021045164341,9.5,242.5,-120,100
401810235,DraftKings,POR -8.5,-340,270,1.2941176470588236,3.7,0.7727272727272727,0.2702702702702703,0.740871613663133,0.25912838633686697,-8.5,238.5,-115,-105
401810236,DraftKings,BOS -7.5,-305,245,1.3278688524590163,3.45,0.7530864197530864,0.2898550724637681,0.7220792588780237,0.2779207411219763,-7.5,233.5,-110,-110
401810237,DraftKings,NY -6.5,-245,200,1.4081632653061225,3.0,0.7101449275362319,0.3333333333333333,0.6805555555555556,0.3194444444444444,-6.5,230.5,-108,-112
401810238,DraftKings,SA -3.5,142,-170,2.42,1.5882352941176472,0.4132231404958678,0.6296296296296297,0.3962430290578221,0.603756970942178,3.5,238.5,-112,-108
401810239,DraftKings,CLE -4.5,-180,150,1.5555555555555556,2.5,0.6428571428571429,0.4,0.6164383561643836,0.3835616438356164,-4.5,238.5,-105,-115
401810240,DraftKings,OKC -5.5,210,-258,3.1,1.3875968992248062,0.3225806451612903,0.7206703910614525,0.30920711694593195,0.690792883054068,5.5,232.5,-102,-118
401810241,DraftKings,HOU -1.5,102,-122,2.02,1.819672131147541,0.49504950495049505,0.5495495495495496,0.4739134147382802,0.5260865852617198,1.5,235.5,-110,-110
401810242,DraftKings,PHI -1.5,-120,100,1.8333333333333335,2.0,0.5454545454545454,0.5,0.5217391304347826,0.4782608695652174,-1.5,226.5,-108,-112
401810243,DraftKings,TOR -1.5,-122,102,1.819672131147541,2.02,0.5495495495495496,0.49504950495049505,0.5260865852617197,0.4739134147382803,-1.5,221.5,-112,-108
401810244,DraftKings,NO -2.5,-130,110,1.7692307692307692,2.1,0.5652173913043478,0.47619047619047616,0.5427435387673957,0.4572564612326043,-2.5,235.5,-105,-115
401810245,DraftKings,DET -10.5,-500,380,1.2,4.8,0.8333333333333334,0.20833333333333334,0.7999999999999999,0.20000000000000007,-10.5,234.5,-108,-112
401810246,DraftKings,MEM -12.5,-600,440,1.1666666666666667,5.4,0.8571428571428571,0.18518518518518517,0.8223350253807106,0.17766497461928943,-12.5,233.5,-105,-115
401810247,DraftKings,GS -6.5,-230,190,1.434782608695652,2.9,0.696969696969697,0.3448275862068966,0.6690070210631895,0.33099297893681046,-6.5,226.5,-102,-118
