game_date,event_id,matchup,final_score,bet_side,candidate_side,candidate_team,bet_team,actual_winner,result,skip_reason,model_prob_pct,market_no_vig_prob_pct,break_even_prob_pct,model_edge_vs_break_even_pct,model_edge_vs_market_pct,american_odds,decimal_odds,raw_kelly_fraction_pct,stake_fraction_pct,stake,profit,bankroll_after
2026-05-01,401869381,Cleveland Cavaliers at Toronto Raptors,110-112,home,home,Toronto Raptors,Toronto Raptors,Toronto Raptors,WIN,,48.08,36.31,37.88,10.2,11.77,164,2.64,16.42,4.11,82.12,134.67,2134.67
2026-05-01,401869402,Denver Nuggets at Minnesota Timberwolves,98-110,skip,home,Minnesota Timberwolves,,Minnesota Timberwolves,SKIP,market_disagreement,62.3,27.42,28.57,33.72,34.87,250,3.5,47.21,0.0,0.0,0.0,2134.67
2026-05-01,401869410,Boston Celtics at Philadelphia 76ers,93-106,home,home,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,WIN,,43.63,33.1,34.48,9.14,10.53,190,2.9,13.95,3.49,74.47,141.49,2276.16
2026-05-01,401869417,Detroit Pistons at Orlando Magic,93-79,home,home,Orlando Magic,Orlando Magic,Detroit Pistons,LOSS,,42.97,40.66,42.37,0.59,2.3,136,2.36,1.03,0.26,5.86,-5.86,2270.3
2026-05-02,401869409,Los Angeles Lakers at Houston Rockets,98-78,skip,away,Los Angeles Lakers,,Los Angeles Lakers,SKIP,no_positive_kelly,38.4,36.91,38.46,-0.06,1.5,160,2.6,0.0,0.0,0.0,0.0,2270.3
2026-05-02,401869412,Philadelphia 76ers at Boston Celtics,109-100,home,home,Boston Celtics,Boston Celtics,Philadelphia 76ers,LOSS,,66.76,59.34,61.83,4.93,7.43,-162,1.617,12.92,3.23,73.32,-73.32,2196.98
2026-05-03,401869384,Toronto Raptors at Cleveland Cavaliers,102-114,away,away,Toronto Raptors,Toronto Raptors,Cleveland Cavaliers,LOSS,,35.24,25.91,27.03,8.21,9.32,270,3.7,11.25,2.81,61.78,-61.78,2135.2
2026-05-03,401869418,Orlando Magic at Detroit Pistons,94-116,away,away,Orlando Magic,Orlando Magic,Detroit Pistons,LOSS,,31.54,26.65,27.78,3.76,4.9,260,3.6,5.21,1.3,27.83,-27.83,2107.38
2026-05-05,401871152,Minnesota Timberwolves at San Antonio Spurs,104-102,away,away,Minnesota Timberwolves,Minnesota Timberwolves,Minnesota Timberwolves,WIN,,36.98,23.41,24.39,12.59,13.57,310,4.1,16.65,4.16,87.71,271.9,2379.28
2026-05-05,401871159,Philadelphia 76ers at New York Knicks,98-137,away,away,Philadelphia 76ers,Philadelphia 76ers,New York Knicks,LOSS,,32.95,28.64,29.85,3.1,4.31,235,3.35,4.43,1.11,26.32,-26.32,2352.95
2026-05-05,401871333,Cleveland Cavaliers at Detroit Pistons,101-111,home,home,Detroit Pistons,Detroit Pistons,Detroit Pistons,WIN,,65.08,59.34,61.83,3.25,5.74,-162,1.617,8.51,2.13,50.08,30.92,2383.87
2026-05-06,401871160,Philadelphia 76ers at New York Knicks,102-108,away,away,Philadelphia 76ers,Philadelphia 76ers,New York Knicks,LOSS,,32.39,21.33,22.22,10.17,11.07,350,4.5,13.08,3.27,77.94,-77.94,2305.93
2026-05-06,401871326,Los Angeles Lakers at Oklahoma City Thunder,90-108,away,away,Los Angeles Lakers,Los Angeles Lakers,Oklahoma City Thunder,LOSS,,35.58,13.7,14.29,21.29,21.88,600,7.0,24.84,6.21,143.21,-143.21,2162.72
2026-05-07,401871153,Minnesota Timberwolves at San Antonio Spurs,95-133,away,away,Minnesota Timberwolves,Minnesota Timberwolves,San Antonio Spurs,LOSS,,43.27,22.32,23.26,20.01,20.95,330,4.3,26.08,6.52,141.01,-141.01,2021.71
2026-05-07,401871334,Cleveland Cavaliers at Detroit Pistons,97-107,home,home,Detroit Pistons,Detroit Pistons,Detroit Pistons,WIN,,62.72,59.34,61.83,0.89,3.39,-162,1.617,2.34,0.58,11.81,7.29,2029.0
2026-05-08,401871161,New York Knicks at Philadelphia 76ers,108-94,away,away,New York Knicks,New York Knicks,New York Knicks,WIN,,58.84,41.7,43.48,15.36,17.14,130,2.3,27.18,6.8,137.89,179.26,2208.26
2026-05-08,401871327,Los Angeles Lakers at Oklahoma City Thunder,107-125,away,away,Los Angeles Lakers,Los Angeles Lakers,Oklahoma City Thunder,LOSS,,34.71,13.7,14.29,20.43,21.01,600,7.0,23.83,5.96,131.56,-131.56,2076.69
2026-05-09,401871154,San Antonio Spurs at Minnesota Timberwolves,115-108,home,home,Minnesota Timberwolves,Minnesota Timberwolves,San Antonio Spurs,LOSS,,43.06,34.25,35.71,7.34,8.8,180,2.8,11.42,2.86,59.3,-59.3,2017.39
2026-05-09,401871335,Detroit Pistons at Cleveland Cavaliers,109-116,away,away,Detroit Pistons,Detroit Pistons,Cleveland Cavaliers,LOSS,,55.11,36.91,38.46,16.65,18.21,160,2.6,27.06,6.77,136.48,-136.48,1880.91
2026-05-10,401871155,San Antonio Spurs at Minnesota Timberwolves,109-114,home,home,Minnesota Timberwolves,Minnesota Timberwolves,Minnesota Timberwolves,WIN,,41.07,36.31,37.88,3.2,4.77,164,2.64,5.14,1.29,24.19,39.68,1920.59
2026-05-10,401871162,New York Knicks at Philadelphia 76ers,144-114,away,away,New York Knicks,New York Knicks,New York Knicks,WIN,,58.87,53.25,55.56,3.31,5.62,-125,1.8,7.45,1.86,35.77,28.62,1949.2
2026-05-10,401871328,Oklahoma City Thunder at Los Angeles Lakers,131-108,home,home,Los Angeles Lakers,Los Angeles Lakers,Oklahoma City Thunder,LOSS,,43.12,24.0,25.0,18.12,19.12,300,4.0,24.17,6.04,117.76,-117.76,1831.44
2026-05-12,401871329,Oklahoma City Thunder at Los Angeles Lakers,115-110,home,home,Los Angeles Lakers,Los Angeles Lakers,Oklahoma City Thunder,LOSS,,41.1,18.27,19.05,22.05,22.83,425,5.25,27.24,6.81,124.74,-124.74,1706.71
2026-05-12,401871336,Detroit Pistons at Cleveland Cavaliers,103-112,away,away,Detroit Pistons,Detroit Pistons,Cleveland Cavaliers,LOSS,,53.21,40.04,41.67,11.55,13.18,140,2.4,19.79,4.95,84.45,-84.45,1622.26
2026-05-13,401871156,Minnesota Timberwolves at San Antonio Spurs,97-126,away,away,Minnesota Timberwolves,Minnesota Timberwolves,San Antonio Spurs,LOSS,,30.07,22.85,23.81,6.26,7.22,320,4.2,8.22,2.05,33.33,-33.33,1588.93
2026-05-14,401871337,Cleveland Cavaliers at Detroit Pistons,117-113,home,home,Detroit Pistons,Detroit Pistons,Cleveland Cavaliers,LOSS,,64.02,60.38,62.96,1.06,3.64,-170,1.588,2.85,0.71,11.34,-11.34,1577.59
2026-05-15,401871338,Detroit Pistons at Cleveland Cavaliers,115-94,away,away,Detroit Pistons,Detroit Pistons,Detroit Pistons,WIN,,42.51,39.08,40.82,1.7,3.44,145,2.45,2.87,0.72,11.31,16.4,1593.99
2026-05-16,401871157,San Antonio Spurs at Minnesota Timberwolves,139-109,home,home,Minnesota Timberwolves,Minnesota Timberwolves,San Antonio Spurs,LOSS,,40.39,33.64,35.09,5.31,6.76,185,2.85,8.17,2.04,32.57,-32.57,1561.42
2026-05-18,401871339,Cleveland Cavaliers at Detroit Pistons,125-94,home,home,Detroit Pistons,Detroit Pistons,Cleveland Cavaliers,LOSS,,65.89,63.09,65.75,0.13,2.79,-192,1.521,0.39,0.1,1.52,-1.52,1559.9
2026-05-19,401873197,San Antonio Spurs at Oklahoma City Thunder,122-115,away,away,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,WIN,,54.59,30.42,31.75,22.85,24.17,215,3.15,33.47,8.37,130.53,280.64,1840.55
2026-05-20,401873341,Cleveland Cavaliers at New York Knicks,104-115,away,away,Cleveland Cavaliers,Cleveland Cavaliers,New York Knicks,LOSS,,38.56,31.94,33.33,5.23,6.62,200,3.0,7.84,1.96,36.09,-36.09,1804.46
2026-05-21,401873198,San Antonio Spurs at Oklahoma City Thunder,113-122,skip,away,San Antonio Spurs,,Oklahoma City Thunder,SKIP,market_disagreement,60.57,30.92,32.26,28.32,29.65,210,3.1,41.8,0.0,0.0,0.0,1804.46
2026-05-22,401873342,Cleveland Cavaliers at New York Knicks,93-109,skip,home,New York Knicks,,New York Knicks,SKIP,no_positive_kelly,65.99,63.69,66.44,-0.46,2.3,-198,1.505,0.0,0.0,0.0,0.0,1804.46
2026-05-23,401873199,Oklahoma City Thunder at San Antonio Spurs,123-108,home,home,San Antonio Spurs,San Antonio Spurs,Oklahoma City Thunder,LOSS,,70.08,57.21,59.68,10.4,12.87,-148,1.676,25.79,6.45,116.35,-116.35,1688.11
2026-05-24,401873343,New York Knicks at Cleveland Cavaliers,121-108,away,away,New York Knicks,New York Knicks,New York Knicks,WIN,,54.58,43.65,45.45,9.12,10.93,120,2.2,16.73,4.18,70.58,84.7,1772.81
2026-05-25,401873200,Oklahoma City Thunder at San Antonio Spurs,82-103,home,home,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,WIN,,66.8,57.21,59.68,7.12,9.6,-148,1.676,17.67,4.42,78.31,52.91,1825.72
2026-05-26,401873344,New York Knicks at Cleveland Cavaliers,130-93,away,away,New York Knicks,New York Knicks,New York Knicks,WIN,,57.55,55.14,57.45,0.1,2.4,-135,1.741,0.24,0.06,1.08,0.8,1826.52
2026-05-27,401873201,San Antonio Spurs at Oklahoma City Thunder,114-127,away,away,San Antonio Spurs,San Antonio Spurs,Oklahoma City Thunder,LOSS,,58.01,40.66,42.37,15.63,17.34,136,2.36,27.13,6.78,123.88,-123.88,1702.64
2026-05-29,401873202,Oklahoma City Thunder at San Antonio Spurs,91-118,home,home,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,WIN,,67.66,59.96,62.41,5.26,7.7,-166,1.602,13.98,3.5,59.51,35.85,1738.49
2026-05-31,401873203,San Antonio Spurs at Oklahoma City Thunder,111-103,away,away,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,WIN,,60.39,43.65,45.45,14.94,16.74,120,2.2,27.38,6.85,119.02,142.82,1881.31
