game_id,play_id,period,period_type,time_in_period,time_remaining,event_type,team,x_coord,y_coord,shot_type,zone,details
2025020155,701,2,REG,03:26,16:34,missed-shot,VGK,-68.0,3.0,snap,O,"{""eventOwnerTeamId"": 54, ""goalieInNetId"": 8475883, ""reason"": ""wide-left"", ""shootingPlayerId"": 8477964, ""shotType"": ""snap"", ""xCoord"": -68, ""yCoord"": 3, ""zoneCode"": ""O""}"
2025020155,81,2,REG,03:33,16:27,stoppage,,,,,,"{""reason"": ""puck-in-crowd""}"
2025020155,590,2,REG,03:33,16:27,faceoff,VGK,-69.0,-22.0,,O,"{""eventOwnerTeamId"": 54, ""losingPlayerId"": 8473533, ""winningPlayerId"": 8478403, ""xCoord"": -69, ""yCoord"": -22, ""zoneCode"": ""O""}"
2025020155,593,2,REG,03:34,16:26,shot-on-goal,VGK,-62.0,-7.0,snap,O,"{""awaySOG"": 6, ""eventOwnerTeamId"": 54, ""goalieInNetId"": 8475883, ""homeSOG"": 9, ""shootingPlayerId"": 8477964, ""shotType"": ""snap"", ""xCoord"": -62, ""yCoord"": -7, ""zoneCode"": ""O""}"
2025020155,82,2,REG,03:45,16:15,stoppage,,,,,,"{""reason"": ""puck-frozen""}"
2025020155,595,2,REG,03:45,16:15,faceoff,CAR,-69.0,-22.0,,D,"{""eventOwnerTeamId"": 12, ""losingPlayerId"": 8478403, ""winningPlayerId"": 8473533, ""xCoord"": -69, ""yCoord"": -22, ""zoneCode"": ""D""}"
2025020155,83,2,REG,04:16,15:44,delayed-penalty,CAR,,,,,"{""eventOwnerTeamId"": 12}"
2025020155,601,2,REG,04:19,15:41,penalty,CAR,-98.0,0.0,,D,"{""committedByPlayerId"": 8473533, ""descKey"": ""cross-checking"", ""drawnByPlayerId"": 8478403, ""duration"": 2, ""eventOwnerTeamId"": 12, ""typeCode"": ""MIN"", ""xCoord"": -98, ""yCoord"": 0, ""zoneCode"": ""D""}"
2025020155,598,2,REG,04:19,15:41,faceoff,CAR,-69.0,-22.0,,D,"{""eventOwnerTeamId"": 12, ""losingPlayerId"": 8478403, ""winningPlayerId"": 8478427, ""xCoord"": -69, ""yCoord"": -22, ""zoneCode"": ""D""}"
2025020155,605,2,REG,04:43,15:17,blocked-shot,VGK,-68.0,-1.0,,D,"{""blockingPlayerId"": 8482100, ""eventOwnerTeamId"": 54, ""reason"": ""blocked"", ""shootingPlayerId"": 8478403, ""xCoord"": -68, ""yCoord"": -1, ""zoneCode"": ""D""}"
2025020155,84,2,REG,04:45,15:15,stoppage,,,,,,"{""reason"": ""puck-in-netting""}"
2025020155,606,2,REG,04:45,15:15,faceoff,CAR,-69.0,22.0,,D,"{""eventOwnerTeamId"": 12, ""losingPlayerId"": 8476881, ""winningPlayerId"": 8476873, ""xCoord"": -69, ""yCoord"": 22, ""zoneCode"": ""D""}"
2025020155,610,2,REG,05:35,14:25,blocked-shot,VGK,-77.0,-18.0,,D,"{""blockingPlayerId"": 8476921, ""eventOwnerTeamId"": 54, ""reason"": ""blocked"", ""shootingPlayerId"": 8478403, ""xCoord"": -77, ""yCoord"": -18, ""zoneCode"": ""D""}"
2025020155,85,2,REG,05:36,14:24,stoppage,,,,,,"{""reason"": ""puck-in-netting""}"
2025020155,611,2,REG,05:36,14:24,faceoff,VGK,-69.0,-22.0,,O,"{""eventOwnerTeamId"": 54, ""losingPlayerId"": 8478427, ""winningPlayerId"": 8476448, ""xCoord"": -69, ""yCoord"": -22, ""zoneCode"": ""O""}"
2025020155,615,2,REG,05:40,14:20,shot-on-goal,VGK,-71.0,22.0,snap,O,"{""awaySOG"": 7, ""eventOwnerTeamId"": 54, ""goalieInNetId"": 8475883, ""homeSOG"": 9, ""shootingPlayerId"": 8482125, ""shotType"": ""snap"", ""xCoord"": -71, ""yCoord"": 22, ""zoneCode"": ""O""}"
