event_id,headline,description,published,last_modified,source,byline,link
401859964,'The Hoop Collective': Episodes of Brian Windhorst's NBA podcast,"Here are the top highlights from Brian Windhorst's ""The Hoop Collective"" podcast, from breaking news to the latest intel and reaction from around the NBA.",2026-06-05T03:29:56Z,2026-06-05T03:29:56Z,,ESPN staff,https://www.espn.com/nba/story/_/id/47168192/the-hoop-collective-latest-episodes-brian-windhorst-nba-podcast-archive-best-quotes
401859964,Trump accepts invite to attend NBA Finals Game 3 in New York,President Trump said Thursday that he has accepted an invitation from New York Knicks owner James Dolan to attend an NBA Finals game at Madison Square Garden next week.,2026-06-04T22:57:20Z,2026-06-04T22:57:20Z,,Ben Golliver,https://www.espn.com/nba/story/_/id/48969036/trump-accepts-invite-attend-nba-finals-game-3-new-york
401859964,How the Jackals came to be a presence at Spurs games,How the Jackals came to be a presence at Spurs games,2026-06-04T21:00:33Z,2026-06-04T21:00:33Z,,,https://www.espn.com/video/clip/_/id/48968877/how-jackals-came-presence-spurs-games
401859964,"Sources: NBA eyes interaction between Jalen Brunson, fans in Game 1","The NBA is investigating an interaction between Knicks star Jalen Brunson and courtside fans late in the fourth quarter of Game 1 of the NBA Finals, sources confirmed to ESPN.",2026-06-04T20:10:52Z,2026-06-04T20:10:52Z,,Tim Bontemps,https://www.espn.com/nba/story/_/id/48967648/sources-nba-eyes-interaction-jalen-brunson-fans-game-1
401859964,"NBA championship and Finals MVP odds: Knicks, Brunson new favorites",The New York Knicks are now the championship favorites after their come-from-behind road victory over San Antonio in Game 1.,2026-06-04T17:14:53Z,2026-06-04T17:14:53Z,,Doug Greenberg,https://www.espn.com/espn/betting/story/_/id/45539787/2026-nba-finals-odds-mvp-2025-26-championship-betting
401859964,"Houston Rockets unveil new uniforms, updated logo","Houston's new uniforms call back to the ""ketchup and mustard"" era and pay tribute to the city's identity as a hub of the space program.",2026-06-04T16:35:35Z,2026-06-04T16:35:35Z,,ESPN,https://www.espn.com/nba/story/_/id/48966514/houston-rockets-new-uniforms-jerseys-logo-dunkstronaut
401859964,Knicks take 1-0 lead into game 2 against the Spurs,"New York Knicks (53-29, third in the Eastern Conference) vs. San Antonio Spurs (62-20, second in the Western Conference)",2026-06-04T06:04:07Z,2026-06-04T06:04:18Z,Data Skrive,,http://www.espn.com/nba/preview?gameId=401859964
