event_id,venue_id,venue_name,venue_short_name,city,state,ticket_summary,ticket_event_link,tickets_left_text
401859964,780,Frost Bank Center,AT&T Center,San Antonio,TX,Tickets as low as $665,https://www.vividseats.com/san-antonio-spurs-tickets-san-antonio-frost-bank-center-6-7-2026/production/6631277?wsUser=717,6/5 vs Knicks 1614 tickets left
