event_id,provider,details,spread,over_under,over_odds,under_odds,home_team_id,away_team_id,home_moneyline,away_moneyline,home_spread_odds,away_spread_odds,home_raw_implied_prob,away_raw_implied_prob,home_no_vig_prob
401859964,DraftKings,SA -6.5,-6.5,214.5,-112.0,-108.0,24,18,-218,180,-102.0,-118.0,0.6855345911949685,0.35714285714285715,0.6574752261956054
