event_id,name,type,market,media
401859964,,"{'id': '5', 'shortName': 'Radio', 'longName': 'Radio', 'slug': 'radio'}","{'id': '1', 'type': 'National'}","{""callLetters"": ""ERADM"", ""name"": ""ESPN Radio"", ""shortName"": ""ERADM""}"
