game_date,home_team,away_team,home_odds,away_odds,home_score,away_score,home_win,source_query,source,market_home_raw_prob,market_away_raw_prob,market_home_no_vig_prob,home_decimal_odds,away_decimal_odds,home_games_played,home_win_pct,home_last5_win_pct,home_gf_per_game,home_ga_per_game,home_goal_diff_per_game,home_last5_gf_per_game,home_last5_ga_per_game,home_rest_days,away_games_played,away_win_pct,away_last5_win_pct,away_gf_per_game,away_ga_per_game,away_goal_diff_per_game,away_last5_gf_per_game,away_last5_ga_per_game,away_rest_days,home_is_favorite,home_form_edge,home_goal_diff_edge,home_rest_edge,home_market_edge_feature
2025-10-09,DET,MTL,-142,119,1,5,0,Detroit Red Wings lowest moneyline this season,statmuse,0.5867768595041323,0.45662100456621,0.5623711526637492,1.704225352112676,2.19,8.0,0.625,0.6,3.125,2.625,0.5,3.0,2.8,5.0,7.0,0.5714285714285714,0.4,2.857142857142857,2.857142857142857,0.0,2.8,3.4,1.0,1,0.19999999999999996,0.5,4.0,0.06237115266374915
2025-10-09,FLA,PHI,-223,183,2,1,1,Florida Panthers lowest moneyline this season,statmuse,0.6904024767801857,0.35335689045936397,0.6614575144902473,1.4484304932735426,2.83,8.0,0.5,0.6,3.125,3.125,0.0,3.6,2.6,2.0,7.0,0.42857142857142855,0.4,2.7142857142857144,3.4285714285714284,-0.7142857142857143,2.8,3.6,5.0,1,0.19999999999999996,0.7142857142857143,-3.0,0.16145751449024726
2025-10-09,NSH,CBJ,-117,-103,2,1,1,Nashville Predators lowest moneyline this season,statmuse,0.5391705069124424,0.5073891625615764,0.5151837230488916,1.8547008547008548,1.970873786407767,6.0,0.5,0.4,3.0,2.6666666666666665,0.3333333333333333,2.6,3.2,5.0,7.0,0.2857142857142857,0.2,2.0,2.5714285714285716,-0.5714285714285714,2.0,2.6,5.0,1,0.2,0.9047619047619047,0.0,0.015183723048891595
2025-10-09,PIT,NYI,110,-131,4,3,1,New York Islanders lowest moneyline this season,statmuse,0.47619047619047616,0.5670995670995671,0.4564315352697095,2.1,1.7633587786259541,8.0,0.75,1.0,3.0,2.125,0.875,3.8,1.8,2.0,6.0,0.3333333333333333,0.4,2.8333333333333335,3.8333333333333335,-1.0,3.0,4.0,7.0,0,0.6,1.875,-5.0,-0.043568464730290524
2025-10-09,SEA,ANA,-131,110,3,1,1,Seattle Kraken lowest moneyline this season,statmuse,0.5670995670995671,0.47619047619047616,0.5435684647302904,1.7633587786259541,2.1,6.0,0.5,0.4,2.8333333333333335,2.6666666666666665,0.16666666666666666,2.4,2.6,8.0,7.0,0.5714285714285714,0.6,3.4285714285714284,2.7142857142857144,0.7142857142857143,3.4,3.0,5.0,1,-0.19999999999999996,-0.5476190476190477,3.0,0.04356846473029041
2025-10-09,SJS,VGK,184,-224,3,4,0,San Jose Sharks highest moneyline this season,statmuse,0.352112676056338,0.691358024691358,0.33744375937343773,2.84,1.4464285714285714,6.0,0.3333333333333333,0.2,2.6666666666666665,2.8333333333333335,-0.16666666666666666,2.6,3.4,5.0,8.0,0.375,0.4,2.0,3.0,-1.0,2.4,3.2,1.0,0,-0.2,0.8333333333333334,4.0,-0.16255624062656227
2025-10-09,STL,MIN,-124,104,0,5,0,St. Louis Blues lowest moneyline this season,statmuse,0.5535714285714286,0.49019607843137253,0.5303589399530358,1.8064516129032258,2.04,6.0,0.3333333333333333,0.4,3.0,2.6666666666666665,0.3333333333333333,3.4,2.8,5.0,6.0,0.5,0.4,2.3333333333333335,3.0,-0.6666666666666666,2.2,3.2,6.0,1,0.0,1.0,-1.0,0.030358939953035846
2025-10-09,TBL,OTT,-179,148,4,5,0,Ottawa Senators highest moneyline this season,statmuse,0.6415770609318996,0.4032258064516129,0.614065180102916,1.558659217877095,2.48,7.0,0.8571428571428571,0.8,3.2857142857142856,2.857142857142857,0.42857142857142855,3.6,3.4,5.0,6.0,0.5,0.6,2.0,3.1666666666666665,-1.1666666666666667,1.8,3.0,5.0,1,0.20000000000000007,1.5952380952380953,0.0,0.114065180102916
2025-10-09,VAN,CGY,-198,164,5,1,1,Calgary Flames highest moneyline this season,statmuse,0.6644295302013423,0.3787878787878788,0.6369041816941223,1.5050505050505052,2.6399999999999997,6.0,0.6666666666666666,0.8,4.0,2.5,1.5,4.2,2.0,6.0,9.0,0.4444444444444444,0.4,2.3333333333333335,3.3333333333333335,-1.0,2.6,4.2,1.0,1,0.4,2.5,5.0,0.13690418169412233
2025-10-09,WPG,DAL,-108,-112,4,5,0,Dallas Stars highest moneyline this season,statmuse,0.5192307692307693,0.5283018867924528,0.4956702459300312,1.925925925925926,1.8928571428571428,6.0,0.3333333333333333,0.4,2.5,3.1666666666666665,-0.6666666666666666,2.6,3.2,6.0,6.0,0.8333333333333334,0.8,3.1666666666666665,2.3333333333333335,0.8333333333333334,3.4,2.6,5.0,0,-0.4,-1.5,1.0,-0.0043297540699688275
2025-10-11,BOS,BUF,-116,-104,3,1,1,Boston Bruins lowest moneyline this season,statmuse,0.5370370370370371,0.5098039215686274,0.5130072840790842,1.8620689655172413,1.9615384615384617,8.0,0.75,0.8,3.375,2.625,0.75,3.2,1.8,2.0,7.0,0.42857142857142855,0.2,2.857142857142857,3.142857142857143,-0.2857142857142857,2.8,4.2,2.0,1,0.6000000000000001,1.0357142857142856,0.0,0.013007284079084247
2025-10-11,CAR,PHI,-299,239,4,3,1,Carolina Hurricanes lowest moneyline this season,statmuse,0.7493734335839599,0.2949852507374631,0.7175441204578759,1.334448160535117,3.39,7.0,0.2857142857142857,0.4,3.2857142857142856,3.4285714285714284,-0.14285714285714285,4.0,3.6,2.0,8.0,0.375,0.4,2.5,3.25,-0.75,2.8,3.0,2.0,1,0.0,0.6071428571428572,0.0,0.21754412045787586
2025-10-11,CGY,STL,-104,-116,2,4,0,Calgary Flames lowest moneyline this season,statmuse,0.5098039215686274,0.5370370370370371,0.48699271592091564,1.9615384615384617,1.8620689655172413,10.0,0.4,0.4,2.2,3.5,-1.3,2.4,4.4,2.0,7.0,0.2857142857142857,0.4,2.5714285714285716,3.0,-0.42857142857142855,3.2,3.0,2.0,0,0.0,-0.8714285714285714,0.0,-0.013007284079084358
2025-10-11,CHI,MTL,137,-163,2,3,0,Montreal Canadiens lowest moneyline this season,statmuse,0.4219409282700422,0.6197718631178707,0.40504535583927553,2.37,1.6134969325153374,8.0,0.25,0.0,2.25,2.875,-0.625,1.6,3.4,2.0,8.0,0.625,0.6,3.125,2.625,0.5,3.4,2.2,2.0,0,-0.6,-1.125,0.0,-0.09495464416072447
2025-10-11,COL,DAL,-147,123,4,5,0,Colorado Avalanche highest moneyline this season,statmuse,0.5951417004048583,0.4484304932735426,0.5702927924009673,1.6802721088435373,2.23,8.0,0.75,0.6,3.125,1.625,1.5,2.6,1.8,2.0,7.0,0.8571428571428571,0.8,3.4285714285714284,2.5714285714285716,0.8571428571428571,3.8,3.0,2.0,1,-0.20000000000000007,0.6428571428571429,0.0,0.07029279240096731
2025-10-11,DET,TOR,120,-143,6,3,1,Detroit Red Wings highest moneyline this season,statmuse,0.45454545454545453,0.588477366255144,0.43579626972740315,2.2,1.6993006993006992,9.0,0.5555555555555556,0.6,2.888888888888889,2.888888888888889,0.0,2.8,2.8,2.0,7.0,0.42857142857142855,0.4,3.7142857142857144,3.2857142857142856,0.42857142857142855,4.0,3.4,3.0,0,0.19999999999999996,-0.42857142857142855,-1.0,-0.06420373027259685
2025-10-11,EDM,VAN,-178,148,3,1,1,Edmonton Oilers lowest moneyline this season,statmuse,0.6402877697841727,0.4032258064516129,0.6135883464917158,1.5617977528089888,2.48,9.0,0.4444444444444444,0.4,2.6666666666666665,2.5555555555555554,0.1111111111111111,3.0,2.8,3.0,7.0,0.7142857142857143,0.8,4.142857142857143,2.2857142857142856,1.8571428571428572,4.6,2.0,2.0,1,-0.4,-1.746031746031746,1.0,0.11358834649171579
2025-10-11,FLA,OTT,-154,127,6,2,1,Florida Panthers lowest moneyline this season,statmuse,0.6062992125984252,0.44052863436123346,0.5791775738096027,1.6493506493506493,2.27,9.0,0.5555555555555556,0.6,3.0,2.888888888888889,0.1111111111111111,3.2,2.2,2.0,7.0,0.5714285714285714,0.6,2.4285714285714284,3.2857142857142856,-0.8571428571428571,2.2,3.4,2.0,1,0.0,0.9682539682539681,0.0,0.07917757380960266
2025-10-11,MIN,CBJ,-162,136,4,7,0,Columbus Blue Jackets highest moneyline this season,statmuse,0.6183206106870229,0.423728813559322,0.593369754159424,1.617283950617284,2.3600000000000003,7.0,0.5714285714285714,0.6,2.7142857142857144,2.5714285714285716,0.14285714285714285,2.8,2.6,2.0,8.0,0.25,0.2,1.875,2.5,-0.625,2.0,2.6,2.0,1,0.39999999999999997,0.7678571428571428,0.0,0.09336975415942395
2025-10-11,PIT,NYR,123,-148,1,6,0,New York Rangers lowest moneyline this season,statmuse,0.4484304932735426,0.5967741935483871,0.4290360528683136,2.23,1.6756756756756757,9.0,0.7777777777777778,1.0,3.111111111111111,2.2222222222222223,0.8888888888888888,3.8,2.2,2.0,8.0,0.375,0.4,2.75,3.125,-0.375,1.8,2.4,2.0,0,0.6,1.2638888888888888,0.0,-0.07096394713168641
2025-10-11,SEA,VGK,157,-190,2,1,1,Seattle Kraken highest moneyline this season,statmuse,0.38910505836575876,0.6551724137931034,0.3726069638956701,2.5700000000000003,1.526315789473684,7.0,0.5714285714285714,0.6,2.857142857142857,2.4285714285714284,0.42857142857142855,2.8,2.0,2.0,9.0,0.4444444444444444,0.4,2.2222222222222223,3.0,-0.7777777777777778,2.8,3.6,2.0,0,0.19999999999999996,1.2063492063492063,0.0,-0.1273930361043299
2025-10-11,SJS,ANA,109,-131,6,7,0,Anaheim Ducks lowest moneyline this season,statmuse,0.4784688995215311,0.5670995670995671,0.45761603835258224,2.09,1.7633587786259541,7.0,0.2857142857142857,0.2,2.7142857142857144,3.0,-0.2857142857142857,3.0,3.8,2.0,8.0,0.5,0.6,3.125,2.75,0.375,3.6,3.0,2.0,0,-0.39999999999999997,-0.6607142857142857,0.0,-0.042383961647417756
2025-10-11,TBL,NJD,-150,125,3,5,0,New Jersey Devils highest moneyline this season,statmuse,0.6,0.4444444444444444,0.574468085106383,1.6666666666666665,2.25,8.0,0.75,0.6,3.375,3.125,0.25,3.2,3.4,2.0,8.0,0.375,0.2,3.0,3.125,-0.125,2.2,3.2,2.0,1,0.39999999999999997,0.375,0.0,0.07446808510638303
2025-10-11,WPG,LAK,-131,110,3,2,1,Los Angeles Kings highest moneyline this season,statmuse,0.5670995670995671,0.47619047619047616,0.5435684647302904,1.7633587786259541,2.1,7.0,0.2857142857142857,0.4,2.7142857142857144,3.4285714285714284,-0.7142857142857143,3.0,3.6,2.0,9.0,0.6666666666666666,0.6,3.111111111111111,2.6666666666666665,0.4444444444444444,3.2,3.4,3.0,1,-0.19999999999999996,-1.1587301587301586,-1.0,0.04356846473029041
2025-10-13,BUF,COL,150,-181,1,3,0,Buffalo Sabres highest moneyline this season,statmuse,0.4,0.6441281138790036,0.38309475119291064,2.5,1.5524861878453038,8.0,0.375,0.2,2.625,3.125,-0.5,2.6,3.8,2.0,9.0,0.6666666666666666,0.4,3.2222222222222223,2.0,1.2222222222222223,2.6,2.4,2.0,0,-0.2,-1.7222222222222223,0.0,-0.11690524880708936
2025-10-13,CBJ,NJD,102,-122,2,3,0,Columbus Blue Jackets highest moneyline this season,statmuse,0.49504950495049505,0.5495495495495496,0.4739134147382802,2.02,1.819672131147541,9.0,0.3333333333333333,0.2,2.4444444444444446,2.6666666666666665,-0.2222222222222222,2.6,3.2,2.0,9.0,0.4444444444444444,0.4,3.2222222222222223,3.111111111111111,0.1111111111111111,3.2,3.4,2.0,0,-0.2,-0.3333333333333333,0.0,-0.026086585261719808
2025-10-13,CHI,UTA,138,-164,3,1,1,Utah Mammoth lowest moneyline this season,statmuse,0.42016806722689076,0.6212121212121212,0.4034723071280108,2.38,1.6097560975609757,9.0,0.2222222222222222,0.0,2.2222222222222223,2.888888888888889,-0.6666666666666666,1.8,3.4,2.0,9.0,0.3333333333333333,0.6,2.2222222222222223,3.2222222222222223,-1.0,2.8,2.4,2.0,0,-0.6,0.33333333333333337,0.0,-0.0965276928719892
2025-10-13,OTT,NSH,-176,148,1,4,0,Nashville Predators highest moneyline this season,statmuse,0.6376811594202898,0.4032258064516129,0.6126207051426006,1.5681818181818183,2.48,8.0,0.5,0.4,2.375,3.625,-1.25,2.2,4.6,2.0,8.0,0.5,0.4,2.75,2.5,0.25,2.0,2.8,2.0,1,0.0,-1.5,0.0,0.11262070514260059
2025-10-13,TOR,DET,-165,139,2,3,0,Detroit Red Wings highest moneyline this season,statmuse,0.6226415094339622,0.41841004184100417,0.5980890270721164,1.606060606060606,2.3899999999999997,8.0,0.375,0.2,3.625,3.625,0.0,3.2,4.2,2.0,10.0,0.6,0.8,3.2,2.9,0.3,3.8,3.0,2.0,1,-0.6000000000000001,-0.3,0.0,0.09808902707211642
2025-10-13,VAN,STL,-121,101,2,5,0,Vancouver Canucks lowest moneyline this season,statmuse,0.5475113122171946,0.4975124378109453,0.5239223627237674,1.8264462809917354,2.01,8.0,0.625,0.6,3.75,2.375,1.375,4.0,2.2,2.0,8.0,0.375,0.6,2.75,2.875,-0.125,3.6,2.6,2.0,1,0.0,1.5,0.0,0.023922362723767354
2025-10-14,ANA,PIT,-150,125,4,3,1,Anaheim Ducks lowest moneyline this season,statmuse,0.6,0.4444444444444444,0.574468085106383,1.6666666666666665,2.25,9.0,0.5555555555555556,0.6,3.5555555555555554,3.111111111111111,0.4444444444444444,4.0,3.6,3.0,10.0,0.7,0.8,2.9,2.6,0.3,3.6,3.2,3.0,1,-0.20000000000000007,0.14444444444444443,0.0,0.07446808510638303
2025-10-14,CGY,VGK,148,-176,2,4,0,Calgary Flames highest moneyline this season,statmuse,0.4032258064516129,0.6376811594202898,0.3873792948573995,2.48,1.5681818181818183,11.0,0.36363636363636365,0.2,2.1818181818181817,3.5454545454545454,-1.3636363636363635,2.4,5.0,3.0,10.0,0.4,0.4,2.1,2.9,-0.8,2.6,3.2,3.0,0,-0.2,-0.5636363636363635,0.0,-0.11262070514260047
2025-10-14,DAL,MIN,-199,164,5,2,1,Dallas Stars lowest moneyline this season,statmuse,0.6655518394648829,0.3787878787878788,0.6372943859478869,1.5025125628140703,2.6399999999999997,8.0,0.875,0.8,3.625,2.75,0.875,3.8,3.4,3.0,9.0,0.5555555555555556,0.8,3.0,3.111111111111111,-0.1111111111111111,3.8,2.8,1.0,1,0.0,0.9861111111111112,2.0,0.1372943859478869
2025-10-14,MTL,SEA,-159,132,5,4,1,Montreal Canadiens lowest moneyline this season,statmuse,0.6138996138996139,0.43103448275862066,0.587500796330509,1.6289308176100628,2.3200000000000003,9.0,0.6666666666666666,0.6,3.111111111111111,2.5555555555555554,0.5555555555555556,3.2,2.2,3.0,8.0,0.625,0.6,2.75,2.25,0.5,2.4,2.0,3.0,1,0.0,0.05555555555555558,0.0,0.087500796330509
2025-10-14,SJS,CAR,220,-272,1,5,0,Carolina Hurricanes lowest moneyline this season,statmuse,0.3125,0.7311827956989247,0.29942047649710235,3.2,1.3676470588235294,8.0,0.25,0.2,3.125,3.5,-0.375,3.8,4.6,3.0,8.0,0.375,0.6,3.375,3.375,0.0,3.8,3.0,3.0,0,-0.39999999999999997,-0.375,0.0,-0.20057952350289765
2025-10-14,TOR,NSH,-177,148,7,4,1,Nashville Predators highest moneyline this season,statmuse,0.6389891696750902,0.4032258064516129,0.6131068774791889,1.5649717514124295,2.48,9.0,0.3333333333333333,0.2,3.4444444444444446,3.5555555555555554,-0.1111111111111111,3.2,4.0,1.0,9.0,0.5555555555555556,0.6,2.888888888888889,2.3333333333333335,0.5555555555555556,2.6,2.2,1.0,1,-0.39999999999999997,-0.6666666666666667,0.0,0.1131068774791889
2025-10-14,WSH,TBL,-106,-113,3,2,1,Tampa Bay Lightning highest moneyline this season,statmuse,0.5145631067961165,0.5305164319248826,0.4923674110258199,1.9433962264150944,1.8849557522123894,9.0,0.7777777777777778,0.6,2.888888888888889,1.8888888888888888,1.0,1.8,1.8,2.0,10.0,0.7,0.4,3.4,3.3,0.1,3.2,4.4,1.0,0,0.19999999999999996,0.9,1.0,-0.007632588974180121
2025-10-15,DET,FLA,135,-161,4,1,1,Detroit Red Wings highest moneyline this season,statmuse,0.425531914893617,0.6168582375478927,0.40822710565418,2.35,1.62111801242236,11.0,0.6363636363636364,0.8,3.1818181818181817,2.8181818181818183,0.36363636363636365,3.8,3.2,2.0,11.0,0.5454545454545454,0.8,3.1818181818181817,3.0,0.18181818181818182,4.0,2.0,2.0,0,0.0,0.18181818181818182,0.0,-0.09177289434581998
2025-10-15,STL,CHI,-251,205,3,8,0,Chicago Blackhawks highest moneyline this season,statmuse,0.7150997150997151,0.32786885245901637,0.6856387980833819,1.3984063745019921,3.05,9.0,0.4444444444444444,0.8,3.0,2.7777777777777777,0.2222222222222222,4.0,2.0,2.0,10.0,0.3,0.2,2.3,2.7,-0.4,2.0,3.0,2.0,1,0.6000000000000001,0.6222222222222222,0.0,0.1856387980833819
2025-10-15,UTA,CGY,-231,190,3,1,1,Calgary Flames highest moneyline this season,statmuse,0.6978851963746223,0.3448275862068966,0.669297632131082,1.432900432900433,2.9,10.0,0.3,0.6,2.1,3.2,-1.1,2.6,2.4,2.0,12.0,0.3333333333333333,0.2,2.1666666666666665,3.5833333333333335,-1.4166666666666667,2.6,4.2,1.0,1,0.39999999999999997,0.31666666666666665,1.0,0.16929763213108195
2025-10-16,ANA,CAR,163,-197,1,4,0,Anaheim Ducks highest moneyline this season,statmuse,0.38022813688212925,0.6632996632996633,0.3643679994111224,2.63,1.5076142131979695,10.0,0.6,0.6,3.6,3.1,0.5,4.2,3.8,2.0,9.0,0.4444444444444444,0.6,3.5555555555555554,3.111111111111111,0.4444444444444444,4.0,2.8,2.0,0,0.0,0.05555555555555558,0.0,-0.1356320005888776
2025-10-16,CBJ,COL,138,-164,1,4,0,Columbus Blue Jackets highest moneyline this season,statmuse,0.42016806722689076,0.6212121212121212,0.4034723071280108,2.38,1.6097560975609757,10.0,0.3,0.2,2.4,2.7,-0.3,2.8,3.0,3.0,10.0,0.7,0.6,3.2,1.9,1.3,3.0,2.2,3.0,0,-0.39999999999999997,-1.6,0.0,-0.0965276928719892
2025-10-16,LAK,PIT,-204,168,2,4,0,Los Angeles Kings lowest moneyline this season,statmuse,0.6710526315789473,0.373134328358209,0.6426556328756818,1.4901960784313726,2.6799999999999997,11.0,0.5454545454545454,0.4,3.0,2.8181818181818183,0.18181818181818182,3.4,4.0,3.0,11.0,0.6363636363636364,0.6,2.909090909090909,2.727272727272727,0.18181818181818182,3.2,3.4,2.0,1,-0.19999999999999996,0.0,1.0,0.14265563287568184
2025-10-16,MTL,NSH,-144,121,3,2,1,Montreal Canadiens lowest moneyline this season,statmuse,0.5901639344262295,0.45248868778280543,0.5660216277746158,1.6944444444444444,2.21,10.0,0.7,0.6,3.3,2.7,0.6,3.2,3.0,2.0,10.0,0.5,0.6,3.0,2.8,0.2,3.0,2.8,2.0,1,0.0,0.39999999999999997,0.0,0.06602162777461584
2025-10-16,NJD,FLA,-156,131,3,1,1,Florida Panthers highest moneyline this season,statmuse,0.609375,0.4329004329004329,0.5846583165682393,1.641025641025641,2.31,10.0,0.5,0.6,3.2,3.0,0.2,3.4,3.2,3.0,12.0,0.5,0.6,3.0,3.0833333333333335,-0.08333333333333333,2.8,2.8,1.0,1,0.0,0.2833333333333333,2.0,0.0846583165682393
2025-10-16,NYI,EDM,137,-164,4,2,1,New York Islanders highest moneyline this season,statmuse,0.4219409282700422,0.6212121212121212,0.40448611877183305,2.37,1.6097560975609757,9.0,0.2222222222222222,0.2,2.6666666666666665,4.0,-1.3333333333333333,2.6,3.8,3.0,11.0,0.5454545454545454,0.4,2.6363636363636362,2.1818181818181817,0.45454545454545453,2.4,2.4,2.0,0,-0.2,-1.7878787878787878,1.0,-0.09551388122816695
2025-10-16,OTT,SEA,-160,135,4,3,1,Ottawa Senators lowest moneyline this season,statmuse,0.6153846153846154,0.425531914893617,0.5911949685534592,1.625,2.35,10.0,0.4,0.4,2.4,4.1,-1.7,3.0,4.6,1.0,9.0,0.5555555555555556,0.6,2.888888888888889,2.5555555555555554,0.3333333333333333,2.8,2.2,2.0,1,-0.19999999999999996,-2.033333333333333,-1.0,0.09119496855345921
2025-10-16,PHI,WPG,119,-141,2,5,0,Winnipeg Jets lowest moneyline this season,statmuse,0.45662100456621,0.5850622406639004,0.4383491878717329,2.19,1.7092198581560285,10.0,0.4,0.4,2.8,3.2,-0.4,3.2,3.0,3.0,9.0,0.4444444444444444,0.6,3.0,3.111111111111111,-0.1111111111111111,3.8,3.2,3.0,0,-0.19999999999999996,-0.2888888888888889,0.0,-0.06165081212826712
2025-10-16,TOR,NYR,-149,125,2,1,1,New York Rangers highest moneyline this season,statmuse,0.5983935742971888,0.4444444444444444,0.5738125802310654,1.6711409395973154,2.25,10.0,0.4,0.4,3.8,3.6,0.2,4.4,4.2,2.0,11.0,0.36363636363636365,0.4,2.5454545454545454,2.6363636363636362,-0.09090909090909091,2.0,1.4,2.0,1,0.0,0.2909090909090909,0.0,0.0738125802310654
2025-10-16,VGK,BOS,-234,191,6,5,1,Boston Bruins highest moneyline this season,statmuse,0.7005988023952096,0.3436426116838488,0.6709165073797466,1.4273504273504274,2.91,11.0,0.45454545454545453,0.4,2.272727272727273,2.8181818181818183,-0.5454545454545454,3.0,3.4,2.0,10.0,0.7,0.8,3.3,2.6,0.7,3.4,2.0,3.0,1,-0.4,-1.2454545454545454,-1.0,0.17091650737974662
2025-10-17,CHI,VAN,106,-126,2,3,0,Chicago Blackhawks lowest moneyline this season,statmuse,0.4854368932038835,0.5575221238938053,0.4654419639179504,2.06,1.7936507936507935,11.0,0.36363636363636365,0.4,2.8181818181818183,2.727272727272727,0.09090909090909091,3.6,2.8,2.0,10.0,0.6,0.6,3.7,2.7,1.0,3.2,2.8,1.0,0,-0.19999999999999996,-0.9090909090909091,1.0,-0.034558036082049604
2025-10-17,UTA,SJS,-269,217,6,3,1,San Jose Sharks highest moneyline this season,statmuse,0.7289972899728997,0.31545741324921134,0.6979692730799768,1.3717472118959106,3.17,11.0,0.36363636363636365,0.6,2.1818181818181817,3.0,-0.8181818181818182,2.8,2.4,2.0,9.0,0.2222222222222222,0.2,2.888888888888889,3.6666666666666665,-0.7777777777777778,3.6,4.6,3.0,1,0.39999999999999997,-0.04040404040404044,-1.0,0.1979692730799768
