game_date,away_team,home_team,away_score,home_score,bet_side,bet_team,offered_american_odds,decimal_odds,model_prob,market_prob,break_even_prob,model_edge_vs_break_even,model_edge_vs_market,market_home_no_vig_prob,raw_kelly_fraction,stake_fraction,stake,won,profit,bankroll_after,skip_reason
2026-03-21,PHI,SJS,4,1,skip,,104.0,2.04,0.5013192066719394,0.467870155680689,0.49019607843137253,0.011123128240566882,0.033449050991250395,0.532129844319311,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_edge
2026-03-21,STL,VAN,3,1,skip,,124.0,2.24,0.4621724109241719,0.4272770952021415,0.44642857142857145,0.01574383949560043,0.03489531572203036,0.4272770952021415,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_edge
2026-03-22,TBL,CGY,3,4,skip,,144.0,2.44,0.4422676086549437,0.39075725087461916,0.4098360655737705,0.032431543081173186,0.051510357780324534,0.39075725087461916,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_model_prob
2026-03-22,NSH,CHI,3,2,skip,,,,,,,,,0.4881618596642272,0.0,0.0,0.0,,0.0,1059.944188432949,no_positive_kelly
2026-03-22,VGK,DAL,3,2,skip,,,,,,,,,0.551057677674631,0.0,0.0,0.0,,0.0,1059.944188432949,no_positive_kelly
2026-03-22,LAK,UTA,3,4,skip,,,,,,,,,0.6116667597921439,0.0,0.0,0.0,,0.0,1059.944188432949,no_positive_kelly
2026-03-22,COL,WSH,3,2,skip,,,,,,,,,0.4013640341612095,0.0,0.0,0.0,,0.0,1059.944188432949,no_positive_kelly
2026-03-23,OTT,NYR,2,1,skip,,159.0,2.59,0.46584179982708673,0.3703750843207881,0.3861003861003861,0.07974141372670063,0.09546671550629865,0.3703750843207881,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_model_prob
2026-03-24,TOR,BOS,4,2,skip,,170.0,2.7,0.38321177367590453,0.35383029886636896,0.37037037037037035,0.012841403305534183,0.029381474809535568,0.646169701133631,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_edge
2026-03-24,NJD,DAL,6,4,skip,,140.0,2.4,0.45232970152309293,0.3987548176697302,0.4166666666666667,0.035663034856426246,0.05357488385336273,0.6012451823302698,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_model_prob
2026-03-24,OTT,DET,3,2,skip,,,,,,,,,0.552982006111132,0.0,0.0,0.0,,0.0,1059.944188432949,no_positive_kelly
2026-03-24,CAR,MTL,2,5,skip,,,,,,,,,0.4645736973517253,0.0,0.0,0.0,,0.0,1059.944188432949,no_positive_kelly
2026-03-24,SJS,NSH,3,6,skip,,,,,,,,,0.5619569528067202,0.0,0.0,0.0,,0.0,1059.944188432949,no_positive_kelly
2026-03-24,CHI,NYI,4,3,skip,,140.0,2.4,0.441859734070555,0.399284862932062,0.4166666666666667,0.025193067403888325,0.04257487113849301,0.600715137067938,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_edge
