game_date,away_team,home_team,away_score,home_score,bet_side,bet_team,offered_american_odds,decimal_odds,model_prob,market_prob,break_even_prob,model_edge_vs_break_even,model_edge_vs_market,market_home_no_vig_prob,raw_kelly_fraction,stake_fraction,stake,won,profit,bankroll_after,skip_reason
2026-03-24,CBJ,PHI,3,2,skip,,114.0,2.1399999999999997,0.4698155978641039,0.448558885283451,0.4672897196261682,0.0025258782379356526,0.02125671258065287,0.448558885283451,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_edge
2026-03-24,COL,PIT,6,2,skip,,140.0,2.4,0.42250253098062795,0.39823008849557523,0.4166666666666667,0.00583586431396127,0.024272442485052725,0.39823008849557523,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_edge
2026-03-24,MIN,TBL,3,6,skip,,129.0,2.29,0.4637129839974574,0.4174548300828388,0.4366812227074236,0.027031761290033818,0.04625815391461863,0.5825451699171612,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_edge
2026-03-24,EDM,UTA,5,2,skip,,114.0,2.1399999999999997,0.48202178447282884,0.447017993888868,0.4672897196261682,0.01473206484666062,0.03500379058396086,0.552982006111132,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_edge
2026-03-24,ANA,VAN,5,3,skip,,157.0,2.5700000000000003,0.4268733609939238,0.3726069638956701,0.38910505836575876,0.03776830262816505,0.054266397098253705,0.3726069638956701,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_model_prob
2026-03-24,VGK,WPG,1,4,skip,,-135.0,1.7407407407407407,0.5874211823405053,0.5491174213353799,0.574468085106383,0.012953097234122302,0.03830376100512545,0.4508825786646201,0.0,0.0,0.0,,0.0,1059.944188432949,below_min_edge
2026-03-25,BOS,BUF,4,3,skip,,,,,,,,,0.6473666249573428,0.0,0.0,0.0,,0.0,1059.944188432949,no_positive_kelly
2026-03-25,NYR,TOR,3,4,home,TOR,111.0,2.1100000000000003,0.5246930977234895,0.4536339388275607,0.47393364928909953,0.05075944843438995,0.07105915889592879,0.4536339388275607,0.09648868125816484,0.04824434062908242,51.136308474575515,True,56.76130240677884,1116.7054908397279,
2026-03-26,ANA,CGY,3,2,home,CGY,110.0,2.1,0.5110088313382373,0.4556166535742341,0.47619047619047616,0.034818355147761104,0.05539217776400318,0.4556166535742341,0.06647140528208936,0.03323570264104468,37.11449163117104,False,-37.11449163117104,1079.590999208557,
2026-03-26,MIN,FLA,3,2,home,FLA,137.0,2.37,0.4991338599517271,0.40504535583927553,0.4219409282700422,0.0771929316816849,0.09408850411245157,0.40504535583927553,0.1335381372887542,0.05,53.979549960427846,False,-53.979549960427846,1025.611449248129,
2026-03-26,NJD,NSH,4,2,skip,,,,,,,,,0.5064069707842132,0.0,0.0,0.0,,0.0,1025.611449248129,no_positive_kelly
2026-03-26,DAL,NYI,1,2,skip,,102.0,2.02,0.49629813161732966,0.4739134147382802,0.49504950495049505,0.001248626666834618,0.02238471687904947,0.4739134147382802,0.0,0.0,0.0,,0.0,1025.611449248129,below_min_edge
2026-03-26,PIT,OTT,4,3,skip,,,,,,,,,0.5751163774862462,0.0,0.0,0.0,,0.0,1025.611449248129,no_positive_kelly
2026-03-26,CHI,PHI,1,5,skip,,,,,,,,,0.5702927924009673,0.0,0.0,0.0,,0.0,1025.611449248129,no_positive_kelly
2026-03-26,SJS,STL,1,2,skip,,-132.0,1.7575757575757576,0.573236355296889,0.5431991809088762,0.5689655172413793,0.0042708380555096515,0.03003717438801279,0.5431991809088762,0.0,0.0,0.0,,0.0,1025.611449248129,below_min_edge
2026-03-26,SEA,TBL,4,3,skip,,,,,,,,,0.7146964021256207,0.0,0.0,0.0,,0.0,1025.611449248129,no_positive_kelly
2026-03-26,WSH,UTA,7,4,skip,,-115.0,1.8695652173913042,0.550329216798822,0.5205708551678002,0.5348837209302325,0.015445495868589454,0.029758361631021746,0.5205708551678002,0.0,0.0,0.0,,0.0,1025.611449248129,below_min_edge
2026-03-26,LAK,VAN,4,0,skip,,151.0,2.51,0.42124579681486246,0.3816897214477139,0.398406374501992,0.02283942231287045,0.03955607536714856,0.3816897214477139,0.0,0.0,0.0,,0.0,1025.611449248129,below_min_edge
2026-03-26,EDM,VGK,4,3,away,EDM,121.0,2.21,0.5836356207684628,0.43191634462377815,0.45248868778280543,0.13114693298565733,0.1517192761446846,0.5680836553762219,0.23953282801512624,0.05,51.280572462406454,True,62.04949267951181,1087.6609419276408,
2026-03-26,COL,WPG,3,2,skip,,,,,,,,,0.37894848420606314,0.0,0.0,0.0,,0.0,1087.6609419276408,no_positive_kelly
2026-03-27,CHI,NYR,1,6,skip,,146.0,2.46,0.4170223224161167,0.3883332402078561,0.4065040650406504,0.0105182573754663,0.028689082208260608,0.6116667597921439,0.0,0.0,0.0,,0.0,1087.6609419276408,below_min_edge
2026-03-28,SEA,BUF,2,3,skip,,157.0,2.5700000000000003,0.43096823010697916,0.371351440412669,0.38910505836575876,0.041863171741220395,0.05961678969431017,0.628648559587331,0.0,0.0,0.0,,0.0,1087.6609419276408,below_min_model_prob
2026-03-28,NJD,CAR,2,5,skip,,164.0,2.6399999999999997,0.4515449566913535,0.361178658274925,0.3787878787878788,0.07275707790347474,0.09036629841642851,0.638821341725075,0.0,0.0,0.0,,0.0,1087.6609419276408,below_min_model_prob
2026-03-28,SJS,CBJ,3,2,home,CBJ,-193.0,1.5181347150259068,0.7101482656951763,0.6313537996980373,0.658703071672355,0.05144519402282133,0.07879446599713902,0.6313537996980373,0.15073441848686664,0.05,54.38304709638204,False,-54.38304709638204,1033.2778948312587,
2026-03-28,VAN,CGY,3,7,skip,,138.0,2.38,0.4293944369715431,0.4023718763235916,0.42016806722689076,0.009226369744652352,0.0270225606479515,0.5976281236764084,0.0,0.0,0.0,,0.0,1033.2778948312587,below_min_edge
2026-03-28,WPG,COL,4,2,skip,,,,,,,,,0.7014399718248981,0.0,0.0,0.0,,0.0,1033.2778948312587,no_positive_kelly
2026-03-28,PHI,DET,5,3,skip,,,,,,,,,0.5415587004185769,0.0,0.0,0.0,,0.0,1033.2778948312587,no_positive_kelly
2026-03-28,UTA,LAK,6,2,away,UTA,-130.0,1.7692307692307692,0.6369823186377656,0.5485770363101079,0.5652173913043478,0.07176492733341777,0.08840528232765765,0.45142296368989204,0.16505933286686075,0.05,51.663894741562935,True,39.74145749350995,1073.0193523247685,
2026-03-28,FLA,NYI,2,5,skip,,167.0,2.67,0.4765562695683828,0.3571054682501832,0.37453183520599254,0.10202443436239028,0.11945080131819963,0.6428945317498168,0.0,0.0,0.0,,0.0,1073.0193523247685,below_min_model_prob
2026-03-28,TOR,STL,1,5,skip,,124.0,2.24,0.4706751521137511,0.4272770952021415,0.44642857142857145,0.024246580685179653,0.043398056911609584,0.5727229047978585,0.0,0.0,0.0,,0.0,1073.0193523247685,below_min_edge
2026-03-28,OTT,TBL,2,4,skip,,115.0,2.15,0.4865005878346974,0.4466313398940196,0.46511627906976744,0.02138430876492997,0.03986924794067781,0.5533686601059804,0.0,0.0,0.0,,0.0,1073.0193523247685,below_min_edge
2026-03-28,WSH,VGK,5,4,away,WSH,130.0,2.3,0.5827298198736792,0.41459900752361134,0.43478260869565216,0.14794721117802706,0.16813081235006788,0.5854009924763887,0.26175275823804783,0.05,53.65096761623843,True,69.74625790110996,1142.7656102258784,
2026-03-29,MTL,CAR,3,1,home,CAR,-173.0,1.5780346820809248,0.6781738101182971,0.6052974004568719,0.6336996336996337,0.04447417641866347,0.07287640966142528,0.6052974004568719,0.1214145016229511,0.05,57.13828051129392,False,-57.13828051129392,1085.6273297145844,
2026-03-29,BOS,CBJ,4,3,skip,,,,,,,,,0.5829926410466066,0.0,0.0,0.0,,0.0,1085.6273297145844,no_positive_kelly
2026-03-29,CHI,NJD,3,5,skip,,139.0,2.3899999999999997,0.4662548349341942,0.3997562824151819,0.41841004184100417,0.04784479309319001,0.06649855251901227,0.6002437175848181,0.0,0.0,0.0,,0.0,1085.6273297145844,below_min_model_prob
2026-03-29,FLA,NYR,1,3,skip,,151.0,2.51,0.4126854000344752,0.3821517455222966,0.398406374501992,0.01427902553248317,0.0305336545121786,0.6178482544777034,0.0,0.0,0.0,,0.0,1085.6273297145844,below_min_edge
2026-03-29,DAL,PHI,1,2,skip,,144.0,2.44,0.41282186480600663,0.3917378917378917,0.4098360655737705,0.0029857992322361304,0.021083973068114936,0.3917378917378917,0.0,0.0,0.0,,0.0,1085.6273297145844,below_min_edge
2026-03-29,NSH,TBL,2,3,skip,,152.0,2.52,0.4015837182008489,0.3789484842060632,0.3968253968253968,0.004758321375452124,0.02263523399478573,0.6210515157939368,0.0,0.0,0.0,,0.0,1085.6273297145844,below_min_edge
2026-03-30,TOR,ANA,5,4,skip,,,,,,,,,0.62781536572576,0.0,0.0,0.0,,0.0,1085.6273297145844,no_positive_kelly
