game_date,home_team,away_team,home_odds,away_odds,home_score,away_score,home_win,season,source_query,source,market_home_raw_prob,market_away_raw_prob,market_home_no_vig_prob,home_decimal_odds,away_decimal_odds
2022-12-12,OTT,ANA,-231,190,3,0,1,20222023,Ottawa Senators lowest moneyline 2022-23,statmuse,0.6978851963746223,0.3448275862068966,0.669297632131082,1.432900432900433,2.9
2022-12-12,PIT,DAL,-130,110,2,1,1,20222023,Dallas Stars highest moneyline 2022-23,statmuse,0.5652173913043478,0.47619047619047616,0.5427435387673957,1.7692307692307692,2.1
2022-12-13,BOS,NYI,-264,215,4,3,1,20222023,Boston Bruins lowest moneyline 2022-23,statmuse,0.7252747252747253,0.31746031746031744,0.6955503512880563,1.378787878787879,3.15
2022-12-13,CHI,WSH,176,-213,3,7,0,20222023,Washington Capitals lowest moneyline 2022-23,statmuse,0.36231884057971014,0.6805111821086262,0.3474380605630051,2.76,1.4694835680751175
2022-12-13,COL,PHI,-240,197,3,2,1,20222023,Colorado Avalanche lowest moneyline 2022-23,statmuse,0.7058823529411765,0.3367003367003367,0.6770516717325229,1.4166666666666667,2.9699999999999998
2022-12-13,FLA,CBJ,-281,229,4,0,1,20222023,Columbus Blue Jackets highest moneyline 2022-23,statmuse,0.7375328083989501,0.303951367781155,0.7081555584493179,1.3558718861209964,3.29
2022-12-13,NJD,DAL,-162,138,1,4,0,20222023,Dallas Stars highest moneyline 2022-23,statmuse,0.6183206106870229,0.42016806722689076,0.5954042868614491,1.617283950617284,2.38
2022-12-13,SJS,ARI,-170,145,3,2,1,20222023,Arizona Coyotes lowest moneyline 2022-23,statmuse,0.6296296296296297,0.40816326530612246,0.6067006554989074,1.5882352941176472,2.45
2022-12-13,TBL,SEA,-199,166,6,2,1,20222023,Seattle Kraken highest moneyline 2022-23,statmuse,0.6655518394648829,0.37593984962406013,0.639037110365309,1.5025125628140703,2.66
2022-12-13,TOR,ANA,-526,396,7,0,1,20222023,Anaheim Ducks highest moneyline 2022-23,statmuse,0.8402555910543131,0.20161290322580644,0.8064891065113634,1.1901140684410647,4.96
2022-12-13,WPG,VGK,-141,120,5,6,0,20222023,Vegas Golden Knights highest moneyline 2022-23,statmuse,0.5850622406639004,0.45454545454545453,0.5627721335268505,1.7092198581560285,2.2
2022-12-14,CGY,VAN,-191,162,3,4,0,20222023,Vancouver Canucks highest moneyline 2022-23,statmuse,0.6563573883161512,0.3816793893129771,0.6323064870738672,1.5235602094240837,2.62
2022-12-14,MIN,DET,-269,219,4,1,1,20222023,Detroit Red Wings highest moneyline 2022-23,statmuse,0.7289972899728997,0.31347962382445144,0.6992934618738337,1.3717472118959106,3.19
2022-12-14,OTT,MTL,-219,181,3,2,1,20222023,Ottawa Senators lowest moneyline 2022-23,statmuse,0.6865203761755486,0.35587188612099646,0.6586007983818319,1.45662100456621,2.81
2022-12-15,BOS,LAK,-247,204,2,3,0,20222023,Los Angeles Kings highest moneyline 2022-23,statmuse,0.7118155619596542,0.32894736842105265,0.6839363136226181,1.4048582995951417,3.04
2022-12-15,CAR,SEA,-196,165,3,2,1,20222023,Seattle Kraken highest moneyline 2022-23,statmuse,0.6621621621621622,0.37735849056603776,0.6369879813588423,1.510204081632653,2.65
2022-12-15,CHI,VGK,174,-211,1,4,0,20222023,Vegas Golden Knights lowest moneyline 2022-23,statmuse,0.36496350364963503,0.6784565916398714,0.34977618822682593,2.74,1.4739336492890995
2022-12-15,COL,BUF,-181,155,2,4,0,20222023,Buffalo Sabres highest moneyline 2022-23,statmuse,0.6441281138790036,0.39215686274509803,0.6215743047606223,1.5524861878453038,2.55
2022-12-15,FLA,PIT,-112,-108,2,4,0,20222023,Pittsburgh Penguins highest moneyline 2022-23,statmuse,0.5283018867924528,0.5192307692307693,0.5043297540699688,1.8928571428571428,1.925925925925926
2022-12-15,MTL,ANA,-163,140,2,5,0,20222023,Anaheim Ducks lowest moneyline 2022-23,statmuse,0.6197718631178707,0.4166666666666667,0.5979822684194436,1.6134969325153374,2.4
2022-12-15,NJD,PHI,-301,241,1,2,0,20222023,New Jersey Devils lowest moneyline 2022-23,statmuse,0.7506234413965087,0.2932551319648094,0.7190716052150399,1.3322259136212624,3.41
2022-12-15,NYR,TOR,105,-125,3,1,1,20222023,New York Rangers highest moneyline 2022-23,statmuse,0.4878048780487805,0.5555555555555556,0.4675324675324675,2.05,1.8
2022-12-15,TBL,CBJ,-309,251,4,1,1,20222023,Columbus Blue Jackets highest moneyline 2022-23,statmuse,0.7555012224938875,0.2849002849002849,0.7261631371393756,1.3236245954692556,3.51
2022-12-15,WPG,NSH,-164,139,2,1,1,20222023,Nashville Predators highest moneyline 2022-23,statmuse,0.6212121212121212,0.41841004184100417,0.5975364351484848,1.6097560975609757,2.3899999999999997
2022-12-16,ARI,NYI,155,-181,5,4,1,20222023,New York Islanders lowest moneyline 2022-23,statmuse,0.39215686274509803,0.6441281138790036,0.3784256952393778,2.55,1.5524861878453038
2022-12-16,CGY,STL,-229,188,2,5,0,20222023,Calgary Flames lowest moneyline 2022-23,statmuse,0.6960486322188449,0.3472222222222222,0.6671792174159349,1.4366812227074237,2.88
2022-12-16,MIN,CHI,-442,341,4,1,1,20222023,Chicago Blackhawks highest moneyline 2022-23,statmuse,0.8154981549815498,0.22675736961451248,0.7824359149332455,1.2262443438914028,4.41
2022-12-17,ARI,BUF,149,-176,2,5,0,20222023,Arizona Coyotes lowest moneyline 2022-23,statmuse,0.40160642570281124,0.6376811594202898,0.38642473118279574,2.49,1.5681818181818183
2022-12-17,BOS,CBJ,-454,348,4,2,1,20222023,Boston Bruins lowest moneyline 2022-23,statmuse,0.8194945848375451,0.22321428571428573,0.7859284676496955,1.2202643171806167,4.48
2022-12-17,CAR,DAL,-159,137,5,4,1,20222023,Dallas Stars highest moneyline 2022-23,statmuse,0.6138996138996139,0.4219409282700422,0.5926584149851375,1.6289308176100628,2.37
2022-12-17,COL,NSH,-172,145,3,1,1,20222023,Nashville Predators highest moneyline 2022-23,statmuse,0.6323529411764706,0.40816326530612246,0.6077300259590424,1.5813953488372094,2.45
2022-12-17,DET,OTT,-108,-112,3,6,0,20222023,Detroit Red Wings lowest moneyline 2022-23,statmuse,0.5192307692307693,0.5283018867924528,0.4956702459300312,1.925925925925926,1.8928571428571428
2022-12-17,EDM,ANA,-334,264,3,4,0,20222023,Anaheim Ducks highest moneyline 2022-23,statmuse,0.7695852534562212,0.27472527472527475,0.7369314324507807,1.2994011976047903,3.64
2022-12-17,LAK,SJS,-157,134,3,2,1,20222023,Los Angeles Kings lowest moneyline 2022-23,statmuse,0.6108949416342413,0.42735042735042733,0.5883916845510747,1.6369426751592355,2.34
2022-12-17,MTL,TBL,215,-264,1,5,0,20222023,Tampa Bay Lightning lowest moneyline 2022-23,statmuse,0.31746031746031744,0.7252747252747253,0.3044496487119438,3.15,1.378787878787879
2022-12-17,VGK,NYI,-169,143,2,5,0,20222023,New York Islanders highest moneyline 2022-23,statmuse,0.6282527881040892,0.411522633744856,0.6042196948519134,1.5917159763313609,2.4299999999999997
2022-12-17,WSH,TOR,121,-142,5,2,1,20222023,Washington Capitals highest moneyline 2022-23,statmuse,0.45248868778280543,0.5867768595041323,0.43539275304954844,2.21,1.704225352112676
2022-12-18,CAR,PIT,-130,110,3,2,1,20222023,Pittsburgh Penguins highest moneyline 2022-23,statmuse,0.5652173913043478,0.47619047619047616,0.5427435387673957,1.7692307692307692,2.1
2022-12-18,CHI,NYR,213,-261,1,7,0,20222023,New York Rangers lowest moneyline 2022-23,statmuse,0.3194888178913738,0.7229916897506925,0.30646982418310087,3.13,1.3831417624521074
2022-12-18,MIN,OTT,-209,175,4,2,1,20222023,Minnesota Wild lowest moneyline 2022-23,statmuse,0.6763754045307443,0.36363636363636365,0.6503536067892504,1.4784688995215312,2.75
2022-12-18,SEA,WPG,-155,133,3,2,1,20222023,Seattle Kraken lowest moneyline 2022-23,statmuse,0.6078431372549019,0.4291845493562232,0.5861397386999919,1.6451612903225805,2.33
2022-12-19,ARI,MTL,-124,104,2,3,0,20222023,Arizona Coyotes lowest moneyline 2022-23,statmuse,0.5535714285714286,0.49019607843137253,0.5303589399530358,1.8064516129032258,2.04
2022-12-19,BOS,FLA,-203,170,7,3,1,20222023,Florida Panthers highest moneyline 2022-23,statmuse,0.66996699669967,0.37037037037037035,0.6439901304194573,1.4926108374384237,2.7
2022-12-19,CBJ,DAL,201,-245,1,2,0,20222023,Dallas Stars lowest moneyline 2022-23,statmuse,0.33222591362126247,0.7101449275362319,0.31872141900318723,3.01,1.4081632653061225
2022-12-19,COL,NYI,-153,131,1,0,1,20222023,New York Islanders highest moneyline 2022-23,statmuse,0.6047430830039525,0.4329004329004329,0.5828042807908579,1.65359477124183,2.31
2022-12-19,WSH,DET,-179,152,4,3,1,20222023,Washington Capitals lowest moneyline 2022-23,statmuse,0.6415770609318996,0.3968253968253968,0.6178500986193294,1.558659217877095,2.52
2022-12-20,CAR,NJD,-122,102,4,1,1,20222023,Carolina Hurricanes highest moneyline 2022-23,statmuse,0.5495495495495496,0.49504950495049505,0.5260865852617197,1.819672131147541,2.02
2022-12-20,LAK,ANA,-272,221,4,1,1,20222023,Los Angeles Kings lowest moneyline 2022-23,statmuse,0.7311827956989247,0.3115264797507788,0.7012336160370085,1.3676470588235294,3.21
2022-12-20,PHI,CBJ,-181,153,5,3,1,20222023,Columbus Blue Jackets lowest moneyline 2022-23,statmuse,0.6441281138790036,0.3952569169960474,0.6197204065337718,1.5524861878453038,2.5300000000000002
2022-12-20,PIT,NYR,-134,113,3,2,1,20222023,New York Rangers highest moneyline 2022-23,statmuse,0.5726495726495726,0.4694835680751174,0.5494975164606677,1.7462686567164178,2.13
2022-12-20,SEA,STL,-181,153,5,2,1,20222023,Seattle Kraken lowest moneyline 2022-23,statmuse,0.6441281138790036,0.3952569169960474,0.6197204065337718,1.5524861878453038,2.5300000000000002
2022-12-20,TOR,TBL,-141,119,4,1,1,20222023,Tampa Bay Lightning highest moneyline 2022-23,statmuse,0.5850622406639004,0.45662100456621,0.5616508121282673,1.7092198581560285,2.19
2022-12-21,ANA,MIN,234,-291,1,4,0,20222023,Anaheim Ducks highest moneyline 2022-23,statmuse,0.2994011976047904,0.7442455242966752,0.2868798333015393,3.34,1.343642611683849
2022-12-21,CHI,NSH,173,-207,2,4,0,20222023,Nashville Predators lowest moneyline 2022-23,statmuse,0.3663003663003663,0.6742671009771987,0.3520198140142872,2.73,1.4830917874396135
2022-12-21,COL,MTL,-287,230,2,1,1,20222023,Colorado Avalanche lowest moneyline 2022-23,statmuse,0.7416020671834626,0.30303030303030304,0.7099167978412413,1.348432055749129,3.3
2022-12-21,DAL,EDM,-146,123,3,6,0,20222023,Edmonton Oilers highest moneyline 2022-23,statmuse,0.5934959349593496,0.4484304932735426,0.5696140522761468,1.6849315068493151,2.23
2022-12-21,FLA,NJD,-136,115,2,4,0,20222023,New Jersey Devils highest moneyline 2022-23,statmuse,0.576271186440678,0.46511627906976744,0.5533686601059804,1.7352941176470589,2.15
2022-12-21,VGK,ARI,-313,250,5,2,1,20222023,Arizona Coyotes highest moneyline 2022-23,statmuse,0.7578692493946732,0.2857142857142857,0.7262180974477959,1.3194888178913737,3.5
2022-12-22,BOS,WPG,-242,197,3,2,1,20222023,Winnipeg Jets highest moneyline 2022-23,statmuse,0.7076023391812866,0.3367003367003367,0.677583573731546,1.4132231404958677,2.9699999999999998
2022-12-22,LAK,CGY,-102,-119,4,3,1,20222023,Calgary Flames highest moneyline 2022-23,statmuse,0.504950495049505,0.54337899543379,0.48167155425219943,1.9803921568627452,1.8403361344537816
2022-12-22,NYR,NYI,-165,139,5,3,1,20222023,New York Islanders highest moneyline 2022-23,statmuse,0.6226415094339622,0.41841004184100417,0.5980890270721164,1.606060606060606,2.3899999999999997
2022-12-22,PIT,CAR,-136,115,3,4,0,20222023,Carolina Hurricanes highest moneyline 2022-23,statmuse,0.576271186440678,0.46511627906976744,0.5533686601059804,1.7352941176470589,2.15
2022-12-22,SJS,MIN,145,-171,5,2,1,20222023,Minnesota Wild lowest moneyline 2022-23,statmuse,0.40816326530612246,0.6309963099630996,0.392782085658381,2.45,1.5847953216374269
2022-12-22,TOR,PHI,-327,259,4,3,1,20222023,Philadelphia Flyers highest moneyline 2022-23,statmuse,0.765807962529274,0.2785515320334262,0.7332800309819917,1.305810397553517,3.59
2022-12-23,ANA,CGY,185,-226,2,3,0,20222023,Calgary Flames lowest moneyline 2022-23,statmuse,0.3508771929824561,0.6932515337423313,0.33604783012060613,2.85,1.4424778761061947
2022-12-23,ARI,LAK,144,-171,2,1,1,20222023,Arizona Coyotes lowest moneyline 2022-23,statmuse,0.4098360655737705,0.6309963099630996,0.39375799139834944,2.44,1.5847953216374269
2022-12-23,CAR,PHI,-359,282,6,5,1,20222023,Carolina Hurricanes lowest moneyline 2022-23,statmuse,0.7821350762527233,0.2617801047120419,0.7492323998295436,1.2785515320334262,3.82
2022-12-23,CHI,CBJ,-110,-110,5,2,1,20222023,Chicago Blackhawks lowest moneyline 2022-23,statmuse,0.5238095238095238,0.5238095238095238,0.5,1.9090909090909092,1.9090909090909092
2022-12-23,DAL,MTL,-323,257,4,2,1,20222023,Dallas Stars lowest moneyline 2022-23,statmuse,0.7635933806146572,0.2801120448179272,0.7316177170375164,1.3095975232198143,3.57
2022-12-23,EDM,VAN,-229,187,2,5,0,20222023,Edmonton Oilers lowest moneyline 2022-23,statmuse,0.6960486322188449,0.34843205574912894,0.6664064163531834,1.4366812227074237,2.87
2022-12-23,NJD,BOS,101,-121,3,4,0,20222023,Boston Bruins highest moneyline 2022-23,statmuse,0.4975124378109453,0.5475113122171946,0.47607763727623276,2.01,1.8264462809917354
2022-12-23,WSH,WPG,-168,143,4,1,1,20222023,Washington Capitals lowest moneyline 2022-23,statmuse,0.6268656716417911,0.411522633744856,0.6036909972790726,1.5952380952380953,2.4299999999999997
2022-12-27,ARI,COL,187,-230,6,3,1,20222023,Colorado Avalanche lowest moneyline 2022-23,statmuse,0.34843205574912894,0.696969696969697,0.3332996667003333,2.87,1.434782608695652
2022-12-27,CAR,CHI,-472,359,3,0,1,20222023,Carolina Hurricanes lowest moneyline 2022-23,statmuse,0.8251748251748252,0.2178649237472767,0.7911250036516607,1.211864406779661,4.59
2022-12-27,CGY,EDM,-141,119,1,2,0,20222023,Edmonton Oilers highest moneyline 2022-23,statmuse,0.5850622406639004,0.45662100456621,0.5616508121282673,1.7092198581560285,2.19
2022-12-27,NYR,WSH,-158,134,0,4,0,20222023,Washington Capitals highest moneyline 2022-23,statmuse,0.6124031007751938,0.42735042735042733,0.5889887210858344,1.6329113924050633,2.34
2022-12-27,OTT,BOS,169,-203,3,2,1,20222023,Ottawa Senators highest moneyline 2022-23,statmuse,0.37174721189591076,0.66996699669967,0.3568610361925401,2.69,1.4926108374384237
2022-12-27,STL,TOR,155,-184,4,5,0,20222023,St. Louis Blues highest moneyline 2022-23,statmuse,0.39215686274509803,0.647887323943662,0.3770578863515667,2.55,1.5434782608695652
2022-12-27,VAN,SJS,-132,112,6,2,1,20222023,San Jose Sharks lowest moneyline 2022-23,statmuse,0.5689655172413793,0.4716981132075472,0.5467333541731791,1.7575757575757576,2.12
2022-12-28,NJD,BOS,-101,-119,1,3,0,20222023,Boston Bruins highest moneyline 2022-23,statmuse,0.5024875621890548,0.54337899543379,0.4804509318389157,1.99009900990099,1.8403361344537816
2022-12-28,PIT,DET,-206,171,4,5,0,20222023,Detroit Red Wings highest moneyline 2022-23,statmuse,0.673202614379085,0.36900369003690037,0.6459398792030175,1.4854368932038835,2.71
2022-12-28,SEA,CGY,-103,-117,2,3,0,20222023,Calgary Flames highest moneyline 2022-23,statmuse,0.5073891625615764,0.5391705069124424,0.48481627695110846,1.970873786407767,1.8547008547008548
2022-12-28,TBL,MTL,-369,288,4,1,1,20222023,Montreal Canadiens highest moneyline 2022-23,statmuse,0.7867803837953091,0.25773195876288657,0.7532513994696747,1.2710027100271002,3.88
2022-12-29,ARI,TOR,246,-307,6,3,1,20222023,Arizona Coyotes highest moneyline 2022-23,statmuse,0.28901734104046245,0.7542997542997543,0.27701773730278656,3.46,1.3257328990228012
2022-12-29,BUF,DET,-183,153,6,3,1,20222023,Buffalo Sabres lowest moneyline 2022-23,statmuse,0.6466431095406361,0.3952569169960474,0.6206383463585302,1.5464480874316942,2.5300000000000002
2022-12-29,COL,LAK,-144,122,4,5,0,20222023,Los Angeles Kings highest moneyline 2022-23,statmuse,0.5901639344262295,0.45045045045045046,0.5671302866874822,1.6944444444444444,2.2199999999999998
2022-12-29,FLA,MTL,-377,293,7,2,1,20222023,Florida Panthers lowest moneyline 2022-23,statmuse,0.790356394129979,0.2544529262086514,0.7564599384257203,1.2652519893899203,3.93
2022-12-29,MIN,DAL,-125,105,1,4,0,20222023,Dallas Stars highest moneyline 2022-23,statmuse,0.5555555555555556,0.4878048780487805,0.5324675324675325,1.8,2.05
2022-12-29,NYI,CBJ,-271,220,2,1,1,20222023,New York Islanders lowest moneyline 2022-23,statmuse,0.7304582210242587,0.3125,0.7003715070263286,1.3690036900369003,3.2
2022-12-29,SJS,PHI,-157,134,3,4,0,20222023,San Jose Sharks lowest moneyline 2022-23,statmuse,0.6108949416342413,0.42735042735042733,0.5883916845510747,1.6369426751592355,2.34
2022-12-29,STL,CHI,-270,219,3,1,1,20222023,St. Louis Blues lowest moneyline 2022-23,statmuse,0.7297297297297297,0.31347962382445144,0.6995045886461464,1.3703703703703702,3.19
2022-12-29,TBL,NYR,-141,120,2,1,1,20222023,New York Rangers highest moneyline 2022-23,statmuse,0.5850622406639004,0.45454545454545453,0.5627721335268505,1.7092198581560285,2.2
2022-12-29,WPG,VAN,-148,125,4,2,1,20222023,Winnipeg Jets lowest moneyline 2022-23,statmuse,0.5967741935483871,0.4444444444444444,0.5731497418244406,1.6756756756756757,2.25
2022-12-29,WSH,OTT,-175,148,3,4,0,20222023,Ottawa Senators highest moneyline 2022-23,statmuse,0.6363636363636364,0.4032258064516129,0.61212976022567,1.5714285714285714,2.48
2022-12-30,ANA,NSH,147,-175,1,6,0,20222023,Nashville Predators lowest moneyline 2022-23,statmuse,0.4048582995951417,0.6363636363636364,0.38882997525627433,2.4699999999999998,1.5714285714285714
2022-12-30,CAR,FLA,-178,149,4,0,1,20222023,Florida Panthers highest moneyline 2022-23,statmuse,0.6402877697841727,0.40160642570281124,0.6145420260114804,1.5617977528089888,2.49
2022-12-30,SEA,EDM,-127,107,2,7,0,20222023,Edmonton Oilers highest moneyline 2022-23,statmuse,0.5594713656387665,0.4830917874396135,0.5366306721917165,1.7874015748031495,2.0700000000000003
2022-12-31,BOS,BUF,-255,210,3,4,0,20222023,Boston Bruins lowest moneyline 2022-23,statmuse,0.7183098591549296,0.3225806451612903,0.6900916630292449,1.392156862745098,3.1
2022-12-31,CBJ,CHI,-141,119,4,1,1,20222023,Chicago Blackhawks lowest moneyline 2022-23,statmuse,0.5850622406639004,0.45662100456621,0.5616508121282673,1.7092198581560285,2.19
2022-12-31,CGY,VAN,-242,197,3,2,1,20222023,Calgary Flames lowest moneyline 2022-23,statmuse,0.7076023391812866,0.3367003367003367,0.677583573731546,1.4132231404958677,2.9699999999999998
2022-12-31,COL,TOR,-102,-118,2,6,0,20222023,Colorado Avalanche highest moneyline 2022-23,statmuse,0.504950495049505,0.5412844036697247,0.4826358742837298,1.9803921568627452,1.847457627118644
2022-12-31,DAL,SJS,-232,190,5,2,1,20222023,Dallas Stars lowest moneyline 2022-23,statmuse,0.6987951807228916,0.3448275862068966,0.6695859872611465,1.4310344827586206,2.9
2022-12-31,DET,OTT,112,-132,4,2,1,20222023,Ottawa Senators lowest moneyline 2022-23,statmuse,0.4716981132075472,0.5689655172413793,0.45326664582682086,2.12,1.7575757575757576
2022-12-31,EDM,WPG,-114,-106,1,2,0,20222023,Edmonton Oilers highest moneyline 2022-23,statmuse,0.5327102803738317,0.5145631067961165,0.5086640097036909,1.8771929824561404,1.9433962264150944
2022-12-31,LAK,PHI,-228,187,2,4,0,20222023,Los Angeles Kings lowest moneyline 2022-23,statmuse,0.6951219512195121,0.34843205574912894,0.666110183639399,1.4385964912280702,2.87
2022-12-31,TBL,ARI,-352,276,5,3,1,20222023,Arizona Coyotes highest moneyline 2022-23,statmuse,0.7787610619469026,0.26595744680851063,0.7454266918987112,1.2840909090909092,3.76
2022-12-31,VGK,NSH,-171,144,5,4,1,20222023,Nashville Predators highest moneyline 2022-23,statmuse,0.6309963099630996,0.4098360655737705,0.6062420086016507,1.5847953216374269,2.44
2022-12-31,WSH,MTL,-273,222,9,2,1,20222023,Washington Capitals lowest moneyline 2022-23,statmuse,0.7319034852546917,0.3105590062111801,0.7020909541076307,1.3663003663003663,3.22
2023-01-01,CHI,SJS,125,-148,2,5,0,20222023,Chicago Blackhawks lowest moneyline 2022-23,statmuse,0.4444444444444444,0.5967741935483871,0.4268502581755593,2.25,1.6756756756756757
2023-01-01,FLA,NYR,-152,128,3,5,0,20222023,New York Rangers highest moneyline 2022-23,statmuse,0.6031746031746031,0.43859649122807015,0.578989574979952,1.6578947368421053,2.2800000000000002
2023-01-01,NJD,CAR,-101,-120,4,5,0,20222023,Carolina Hurricanes highest moneyline 2022-23,statmuse,0.5024875621890548,0.5454545454545454,0.47949935261113513,1.99009900990099,1.8333333333333335
2023-01-01,OTT,BUF,-130,109,3,1,1,20222023,Ottawa Senators lowest moneyline 2022-23,statmuse,0.5652173913043478,0.4784688995215311,0.5415587004185769,1.7692307692307692,2.09
2023-01-02,ANA,PHI,100,-120,1,4,0,20222023,Anaheim Ducks lowest moneyline 2022-23,statmuse,0.5,0.5454545454545454,0.4782608695652174,2.0,1.8333333333333335
2023-01-02,BOS,PIT,-186,156,2,1,1,20222023,Pittsburgh Penguins highest moneyline 2022-23,statmuse,0.6503496503496503,0.390625,0.6247507085126481,1.5376344086021505,2.56
2023-01-02,COL,VGK,-161,136,2,3,0,20222023,Vegas Golden Knights highest moneyline 2022-23,statmuse,0.6168582375478927,0.423728813559322,0.5927983025461807,1.62111801242236,2.3600000000000003
2023-01-03,CHI,TBL,295,-373,1,4,0,20222023,Chicago Blackhawks highest moneyline 2022-23,statmuse,0.25316455696202533,0.7885835095137421,0.24301898425257534,3.95,1.2680965147453083
2023-01-03,EDM,SEA,-165,140,2,5,0,20222023,Seattle Kraken highest moneyline 2022-23,statmuse,0.6226415094339622,0.4166666666666667,0.5990922844175491,1.606060606060606,2.4
2023-01-03,FLA,ARI,-346,271,5,3,1,20222023,Arizona Coyotes highest moneyline 2022-23,statmuse,0.7757847533632287,0.2695417789757412,0.7421458552547899,1.2890173410404624,3.71
2023-01-03,NSH,MTL,-254,209,6,3,1,20222023,Nashville Predators lowest moneyline 2022-23,statmuse,0.7175141242937854,0.32362459546925565,0.6891628470575839,1.3937007874015748,3.09
2023-01-03,NYR,CAR,104,-125,5,3,1,20222023,Carolina Hurricanes highest moneyline 2022-23,statmuse,0.49019607843137253,0.5555555555555556,0.46874999999999994,2.04,1.8
2023-01-03,OTT,CBJ,-224,184,4,0,1,20222023,Ottawa Senators lowest moneyline 2022-23,statmuse,0.691358024691358,0.352112676056338,0.6625562406265623,1.4464285714285714,2.84
2023-01-03,TOR,STL,-296,236,5,6,0,20222023,St. Louis Blues highest moneyline 2022-23,statmuse,0.7474747474747475,0.2976190476190476,0.7152226441146013,1.3378378378378377,3.36
2023-01-03,WSH,BUF,-161,137,4,5,0,20222023,Washington Capitals lowest moneyline 2022-23,statmuse,0.6168582375478927,0.4219409282700422,0.5938185722956253,1.62111801242236,2.37
2023-01-04,ANA,DAL,187,-225,2,0,1,20222023,Dallas Stars lowest moneyline 2022-23,statmuse,0.34843205574912894,0.6923076923076923,0.33479268606747364,2.87,1.4444444444444444
2023-01-04,MIN,TBL,-118,-102,5,1,1,20222023,Tampa Bay Lightning highest moneyline 2022-23,statmuse,0.5412844036697247,0.504950495049505,0.5173641257162701,1.847457627118644,1.9803921568627452
2023-01-05,CAR,NSH,-233,191,3,5,0,20222023,Carolina Hurricanes lowest moneyline 2022-23,statmuse,0.6996996996996997,0.3436426116838488,0.6706329189044835,1.4291845493562232,2.91
2023-01-05,CBJ,WSH,183,-224,2,6,0,20222023,Washington Capitals lowest moneyline 2022-23,statmuse,0.35335689045936397,0.691358024691358,0.3382328378152664,2.83,1.4464285714285714
2023-01-05,EDM,NYI,-155,131,4,2,1,20222023,New York Islanders highest moneyline 2022-23,statmuse,0.6078431372549019,0.4329004329004329,0.5840469782236358,1.6451612903225805,2.31
2023-01-05,LAK,BOS,129,-153,2,5,0,20222023,Boston Bruins highest moneyline 2022-23,statmuse,0.4366812227074236,0.6047430830039525,0.4193115335532095,2.29,1.65359477124183
2023-01-05,MTL,NYR,168,-202,1,4,0,20222023,New York Rangers lowest moneyline 2022-23,statmuse,0.373134328358209,0.6688741721854304,0.3580914437488143,2.6799999999999997,1.495049504950495
2023-01-05,NJD,STL,-186,156,3,5,0,20222023,New Jersey Devils lowest moneyline 2022-23,statmuse,0.6503496503496503,0.390625,0.6247507085126481,1.5376344086021505,2.56
2023-01-05,PHI,ARI,-152,128,6,2,1,20222023,Arizona Coyotes lowest moneyline 2022-23,statmuse,0.6031746031746031,0.43859649122807015,0.578989574979952,1.6578947368421053,2.2800000000000002
2023-01-05,TOR,SEA,-231,189,1,5,0,20222023,Seattle Kraken highest moneyline 2022-23,statmuse,0.6978851963746223,0.3460207612456747,0.6685326310097238,1.432900432900433,2.8899999999999997
2023-01-05,VGK,PIT,-114,-106,5,2,1,20222023,Pittsburgh Penguins highest moneyline 2022-23,statmuse,0.5327102803738317,0.5145631067961165,0.5086640097036909,1.8771929824561404,1.9433962264150944
2023-01-06,ANA,SJS,140,-166,5,4,1,20222023,Anaheim Ducks lowest moneyline 2022-23,statmuse,0.4166666666666667,0.6240601503759399,0.4003612281757977,2.4,1.6024096385542168
2023-01-06,CGY,NYI,-228,186,4,1,1,20222023,Calgary Flames lowest moneyline 2022-23,statmuse,0.6951219512195121,0.34965034965034963,0.6653334421679863,1.4385964912280702,2.8600000000000003
2023-01-06,CHI,ARI,-112,-108,2,0,1,20222023,Arizona Coyotes lowest moneyline 2022-23,statmuse,0.5283018867924528,0.5192307692307693,0.5043297540699688,1.8928571428571428,1.925925925925926
2023-01-06,WPG,TBL,-111,-109,4,2,1,20222023,Tampa Bay Lightning highest moneyline 2022-23,statmuse,0.5260663507109005,0.5215311004784688,0.5021645958699511,1.900900900900901,1.9174311926605505
2023-01-06,WSH,NSH,-169,143,2,3,0,20222023,Nashville Predators highest moneyline 2022-23,statmuse,0.6282527881040892,0.411522633744856,0.6042196948519134,1.5917159763313609,2.4299999999999997
2023-01-07,CBJ,CAR,277,-354,4,3,1,20222023,Carolina Hurricanes lowest moneyline 2022-23,statmuse,0.26525198938992045,0.7797356828193832,0.2538326493643002,3.77,1.2824858757062148
2023-01-07,EDM,COL,-131,110,2,3,0,20222023,Colorado Avalanche highest moneyline 2022-23,statmuse,0.5670995670995671,0.47619047619047616,0.5435684647302904,1.7633587786259541,2.1
2023-01-07,MTL,STL,136,-161,5,4,1,20222023,Montreal Canadiens lowest moneyline 2022-23,statmuse,0.423728813559322,0.6168582375478927,0.40720169745381923,2.3600000000000003,1.62111801242236
2023-01-07,NJD,NYR,-118,-103,4,3,1,20222023,New York Rangers highest moneyline 2022-23,statmuse,0.5412844036697247,0.5073891625615764,0.5161610067229787,1.847457627118644,1.970873786407767
2023-01-07,SJS,BOS,205,-251,2,4,0,20222023,San Jose Sharks highest moneyline 2022-23,statmuse,0.32786885245901637,0.7150997150997151,0.31436120191661815,3.05,1.3984063745019921
