game_date,home_team,away_team,home_odds,away_odds,home_score,away_score,home_win,season,source_query,source,market_home_raw_prob,market_away_raw_prob,market_home_no_vig_prob,home_decimal_odds,away_decimal_odds
2024-02-21,CHI,PHI,203,-250,1,3,0,20232024,Philadelphia Flyers lowest moneyline 2023-24,statmuse,0.33003300330033003,0.7142857142857143,0.31602708803611734,3.03,1.4
2024-02-21,EDM,BOS,-140,119,5,6,0,20232024,Boston Bruins highest moneyline 2023-24,statmuse,0.5833333333333334,0.45662100456621,0.5609220636663008,1.7142857142857144,2.19
2024-02-21,MTL,BUF,123,-147,2,3,0,20232024,Buffalo Sabres lowest moneyline 2023-24,statmuse,0.4484304932735426,0.5951417004048583,0.42970720759903275,2.23,1.6802721088435373
2024-02-22,CAR,FLA,-117,-103,1,0,1,20232024,Carolina Hurricanes highest moneyline 2023-24,statmuse,0.5391705069124424,0.5073891625615764,0.5151837230488916,1.8547008547008548,1.970873786407767
2024-02-22,LAK,NSH,-148,124,1,4,0,20232024,Nashville Predators highest moneyline 2023-24,statmuse,0.5967741935483871,0.44642857142857145,0.5720596355604638,1.6756756756756757,2.24
2024-02-22,OTT,DAL,141,-168,4,1,1,20232024,Ottawa Senators highest moneyline 2023-24,statmuse,0.4149377593360996,0.6268656716417911,0.39828795624777075,2.41,1.5952380952380953
2024-02-22,PIT,MTL,-285,230,4,1,1,20232024,Montreal Canadiens highest moneyline 2023-24,statmuse,0.7402597402597403,0.30303030303030304,0.7095435684647302,1.3508771929824561,3.3
2024-02-22,TBL,WSH,-192,161,3,5,0,20232024,Tampa Bay Lightning lowest moneyline 2023-24,statmuse,0.6575342465753424,0.3831417624521073,0.6318337704256606,1.5208333333333335,2.6100000000000003
2024-02-22,VGK,TOR,-110,-110,3,7,0,20232024,Toronto Maple Leafs highest moneyline 2023-24,statmuse,0.5238095238095238,0.5238095238095238,0.5,1.9090909090909092,1.9090909090909092
2024-02-23,CBJ,BUF,136,-161,1,2,0,20232024,Buffalo Sabres lowest moneyline 2023-24,statmuse,0.423728813559322,0.6168582375478927,0.40720169745381923,2.3600000000000003,1.62111801242236
2024-02-23,CHI,WPG,230,-285,2,3,0,20232024,Winnipeg Jets lowest moneyline 2023-24,statmuse,0.30303030303030304,0.7402597402597403,0.2904564315352697,3.3,1.3508771929824561
2024-02-23,EDM,MIN,-186,154,2,4,0,20232024,Minnesota Wild highest moneyline 2023-24,statmuse,0.6503496503496503,0.3937007874015748,0.622910184062022,1.5376344086021505,2.54
2024-02-24,CAR,DAL,-138,117,1,2,0,20232024,Dallas Stars highest moneyline 2023-24,statmuse,0.5798319327731093,0.4608294930875576,0.5571763480072937,1.7246376811594204,2.17
2024-02-24,COL,TOR,-121,101,3,4,0,20232024,Toronto Maple Leafs highest moneyline 2023-24,statmuse,0.5475113122171946,0.4975124378109453,0.5239223627237674,1.8264462809917354,2.01
2024-02-24,DET,STL,-150,127,6,1,1,20232024,Detroit Red Wings lowest moneyline 2023-24,statmuse,0.6,0.44052863436123346,0.5766299745977985,1.6666666666666665,2.27
2024-02-24,EDM,CGY,-185,153,3,6,0,20232024,Calgary Flames highest moneyline 2023-24,statmuse,0.6491228070175439,0.3952569169960474,0.6215390744306487,1.5405405405405406,2.5300000000000002
2024-02-24,FLA,WSH,-249,202,3,2,1,20232024,Florida Panthers lowest moneyline 2023-24,statmuse,0.7134670487106017,0.33112582781456956,0.6830096822830569,1.4016064257028114,3.02
2024-02-24,LAK,ANA,-282,228,3,2,1,20232024,Anaheim Ducks highest moneyline 2023-24,statmuse,0.7382198952879581,0.3048780487804878,0.7077186753994001,1.3546099290780143,3.28
2024-02-24,NJD,MTL,-245,198,4,3,1,20232024,Montreal Canadiens highest moneyline 2023-24,statmuse,0.7101449275362319,0.33557046979865773,0.6790996186401266,1.4081632653061225,2.98
2024-02-24,SEA,MIN,-148,124,2,5,0,20232024,Minnesota Wild highest moneyline 2023-24,statmuse,0.5967741935483871,0.44642857142857145,0.5720596355604638,1.6756756756756757,2.24
2024-02-24,SJS,NSH,190,-234,2,4,0,20232024,Nashville Predators lowest moneyline 2023-24,statmuse,0.3448275862068966,0.7005988023952096,0.32984396602804666,2.9,1.4273504273504274
2024-02-24,VAN,BOS,-120,-100,3,2,1,20232024,Boston Bruins highest moneyline 2023-24,statmuse,0.5454545454545454,0.5,0.5217391304347826,1.8333333333333335,2.0
2024-02-25,ANA,NSH,151,-182,2,4,0,20232024,Anaheim Ducks lowest moneyline 2023-24,statmuse,0.398406374501992,0.6453900709219859,0.3816897214477139,2.51,1.5494505494505495
2024-02-25,BUF,CAR,115,-135,3,2,1,20232024,Carolina Hurricanes highest moneyline 2023-24,statmuse,0.46511627906976744,0.574468085106383,0.447405997144217,2.15,1.7407407407407407
2024-02-25,CHI,DET,143,-171,2,3,0,20232024,Chicago Blackhawks lowest moneyline 2023-24,statmuse,0.411522633744856,0.6309963099630996,0.394738758684981,2.4299999999999997,1.5847953216374269
2024-02-25,NJD,TBL,-143,120,1,4,0,20232024,Tampa Bay Lightning highest moneyline 2023-24,statmuse,0.588477366255144,0.45454545454545453,0.5642037302725968,1.6993006993006992,2.2
2024-02-25,PIT,PHI,-178,148,7,6,1,20232024,Philadelphia Flyers highest moneyline 2023-24,statmuse,0.6402877697841727,0.4032258064516129,0.6135883464917158,1.5617977528089888,2.48
2024-02-25,WPG,ARI,-233,189,4,3,1,20232024,Arizona Coyotes highest moneyline 2023-24,statmuse,0.6996996996996997,0.3460207612456747,0.669107783419617,1.4291845493562232,2.8899999999999997
2024-02-26,DAL,NYI,-166,140,2,3,0,20232024,New York Islanders highest moneyline 2023-24,statmuse,0.6240601503759399,0.4166666666666667,0.5996387718242023,1.6024096385542168,2.4
2024-02-26,EDM,LAK,-161,135,4,2,1,20232024,Los Angeles Kings highest moneyline 2023-24,statmuse,0.6168582375478927,0.425531914893617,0.5917728943458199,1.62111801242236,2.35
2024-02-26,WSH,OTT,119,-141,6,3,1,20232024,Ottawa Senators lowest moneyline 2023-24,statmuse,0.45662100456621,0.5850622406639004,0.4383491878717329,2.19,1.7092198581560285
2024-02-27,CGY,LAK,-125,105,4,2,1,20232024,Los Angeles Kings highest moneyline 2023-24,statmuse,0.5555555555555556,0.4878048780487805,0.5324675324675325,1.8,2.05
2024-02-27,COL,DAL,-137,116,5,1,1,20232024,Dallas Stars highest moneyline 2023-24,statmuse,0.5780590717299579,0.46296296296296297,0.5552803422652556,1.72992700729927,2.16
2024-02-27,DET,WSH,-169,142,8,3,1,20232024,Detroit Red Wings lowest moneyline 2023-24,statmuse,0.6282527881040892,0.4132231404958678,0.6032331337207587,1.5917159763313609,2.42
2024-02-27,FLA,BUF,-224,184,3,2,1,20232024,Buffalo Sabres highest moneyline 2023-24,statmuse,0.691358024691358,0.352112676056338,0.6625562406265623,1.4464285714285714,2.84
2024-02-27,MIN,CAR,121,-142,2,3,0,20232024,Minnesota Wild highest moneyline 2023-24,statmuse,0.45248868778280543,0.5867768595041323,0.43539275304954844,2.21,1.704225352112676
2024-02-27,MTL,ARI,-107,-113,4,2,1,20232024,Arizona Coyotes lowest moneyline 2023-24,statmuse,0.5169082125603864,0.5305164319248826,0.4935039625828245,1.9345794392523366,1.8849557522123894
2024-02-27,NSH,OTT,-145,122,4,1,1,20232024,Nashville Predators lowest moneyline 2023-24,statmuse,0.5918367346938775,0.45045045045045046,0.5678250132298465,1.6896551724137931,2.2199999999999998
2024-02-27,SJS,NJD,219,-272,2,7,0,20232024,New Jersey Devils lowest moneyline 2023-24,statmuse,0.31347962382445144,0.7311827956989247,0.3000774393391843,3.19,1.3676470588235294
2024-02-27,VAN,PIT,-155,130,3,4,0,20232024,Pittsburgh Penguins highest moneyline 2023-24,statmuse,0.6078431372549019,0.43478260869565216,0.5829926410466066,1.6451612903225805,2.3
2024-02-27,WPG,STL,-189,157,4,2,1,20232024,St. Louis Blues highest moneyline 2023-24,statmuse,0.6539792387543253,0.38910505836575876,0.6269668142449628,1.529100529100529,2.5700000000000003
2024-02-28,EDM,STL,-293,236,3,2,1,20232024,Edmonton Oilers lowest moneyline 2023-24,statmuse,0.7455470737913485,0.2976190476190476,0.7146964021256207,1.341296928327645,3.36
2024-02-28,NYR,CBJ,-257,208,4,1,1,20232024,Columbus Blue Jackets highest moneyline 2023-24,statmuse,0.7198879551820728,0.3246753246753247,0.689176011701609,1.3891050583657587,3.08
2024-02-29,CBJ,CAR,241,-302,2,4,0,20232024,Carolina Hurricanes lowest moneyline 2023-24,statmuse,0.2932551319648094,0.7512437810945274,0.2807615482393038,3.41,1.3311258278145695
2024-02-29,CHI,COL,222,-274,0,5,0,20232024,Colorado Avalanche lowest moneyline 2023-24,statmuse,0.3105590062111801,0.732620320855615,0.29770433342885344,3.22,1.364963503649635
2024-02-29,DAL,WPG,-135,115,4,1,1,20232024,Winnipeg Jets highest moneyline 2023-24,statmuse,0.574468085106383,0.46511627906976744,0.552594002855783,1.7407407407407407,2.15
2024-02-29,FLA,MTL,-344,274,4,3,1,20232024,Florida Panthers lowest moneyline 2023-24,statmuse,0.7747747747747747,0.26737967914438504,0.7434356508875739,1.2906976744186047,3.74
2024-02-29,SJS,ANA,114,-135,4,6,0,20232024,Anaheim Ducks lowest moneyline 2023-24,statmuse,0.4672897196261682,0.574468085106383,0.448558885283451,2.1399999999999997,1.7407407407407407
2024-02-29,TBL,BUF,-155,130,2,3,0,20232024,Tampa Bay Lightning lowest moneyline 2023-24,statmuse,0.6078431372549019,0.43478260869565216,0.5829926410466066,1.6451612903225805,2.3
2024-02-29,TOR,ARI,-235,191,4,2,1,20232024,Arizona Coyotes highest moneyline 2023-24,statmuse,0.7014925373134329,0.3436426116838488,0.6711979192226529,1.425531914893617,2.91
2024-02-29,VAN,LAK,-149,125,1,5,0,20232024,Los Angeles Kings highest moneyline 2023-24,statmuse,0.5983935742971888,0.4444444444444444,0.5738125802310654,1.6711409395973154,2.25
2024-03-01,ANA,NJD,230,-284,4,3,1,20232024,Anaheim Ducks highest moneyline 2023-24,statmuse,0.30303030303030304,0.7395833333333334,0.290644868301544,3.3,1.352112676056338
2024-03-01,OTT,ARI,-188,156,3,5,0,20232024,Ottawa Senators lowest moneyline 2023-24,statmuse,0.6527777777777778,0.390625,0.6256239600665559,1.5319148936170213,2.56
2024-03-01,WSH,PHI,121,-144,5,2,1,20232024,Philadelphia Flyers lowest moneyline 2023-24,statmuse,0.45248868778280543,0.5901639344262295,0.4339783722253842,2.21,1.6944444444444444
2024-03-02,CAR,WPG,-160,135,3,5,0,20232024,Winnipeg Jets highest moneyline 2023-24,statmuse,0.6153846153846154,0.425531914893617,0.5911949685534592,1.625,2.35
2024-03-02,CGY,PIT,-125,105,4,3,1,20232024,Pittsburgh Penguins highest moneyline 2023-24,statmuse,0.5555555555555556,0.4878048780487805,0.5324675324675325,1.8,2.05
2024-03-02,CHI,CBJ,128,-151,2,5,0,20232024,Chicago Blackhawks lowest moneyline 2023-24,statmuse,0.43859649122807015,0.601593625498008,0.4216503158177664,2.2800000000000002,1.6622516556291391
2024-03-02,DAL,SJS,-624,448,3,2,1,20232024,Dallas Stars lowest moneyline 2023-24,statmuse,0.861878453038674,0.18248175182481752,0.8252693362165501,1.1602564102564104,5.48
2024-03-02,DET,FLA,146,-176,0,4,0,20232024,Detroit Red Wings highest moneyline 2023-24,statmuse,0.4065040650406504,0.6376811594202898,0.38930264048747465,2.46,1.5681818181818183
2024-03-02,PHI,OTT,-134,114,4,2,1,20232024,Philadelphia Flyers lowest moneyline 2023-24,statmuse,0.5726495726495726,0.4672897196261682,0.5506567324679315,1.7462686567164178,2.1399999999999997
2024-03-02,SEA,EDM,138,-163,1,2,0,20232024,Seattle Kraken highest moneyline 2023-24,statmuse,0.42016806722689076,0.6197718631178707,0.4040310934955603,2.38,1.6134969325153374
2024-03-02,TBL,MTL,-270,217,4,3,1,20232024,Montreal Canadiens highest moneyline 2023-24,statmuse,0.7297297297297297,0.31545741324921134,0.6981809282975774,1.3703703703703702,3.17
2024-03-02,TOR,NYR,-126,108,4,3,1,20232024,New York Rangers highest moneyline 2023-24,statmuse,0.5575221238938053,0.4807692307692308,0.5369611539091952,1.7936507936507935,2.08
2024-03-03,ANA,VAN,224,-277,1,2,0,20232024,Anaheim Ducks highest moneyline 2023-24,statmuse,0.30864197530864196,0.7347480106100795,0.2958069173309899,3.24,1.3610108303249098
2024-03-03,EDM,PIT,-194,161,6,1,1,20232024,Pittsburgh Penguins highest moneyline 2023-24,statmuse,0.6598639455782312,0.3831417624521073,0.6326561211485119,1.5154639175257731,2.6100000000000003
2024-03-03,MIN,SJS,-354,276,4,3,1,20232024,Minnesota Wild lowest moneyline 2023-24,statmuse,0.7797356828193832,0.26595744680851063,0.7456639627123203,1.2824858757062148,3.76
2024-03-03,WSH,ARI,-136,115,2,5,0,20232024,Washington Capitals lowest moneyline 2023-24,statmuse,0.576271186440678,0.46511627906976744,0.5533686601059804,1.7352941176470589,2.15
2024-03-04,CBJ,VGK,167,-201,6,3,1,20232024,Vegas Golden Knights lowest moneyline 2023-24,statmuse,0.37453183520599254,0.6677740863787376,0.3593300464383349,2.67,1.4975124378109452
2024-03-04,CGY,SEA,-132,112,2,4,0,20232024,Calgary Flames lowest moneyline 2023-24,statmuse,0.5689655172413793,0.4716981132075472,0.5467333541731791,1.7575757575757576,2.12
2024-03-04,COL,CHI,-421,324,5,0,1,20232024,Chicago Blackhawks highest moneyline 2023-24,statmuse,0.8080614203454894,0.2358490566037736,0.774071568576434,1.2375296912114013,4.24
2024-03-04,NYR,FLA,107,-128,2,4,0,20232024,New York Rangers highest moneyline 2023-24,statmuse,0.4830917874396135,0.5614035087719298,0.4625121713729309,2.0700000000000003,1.78125
2024-03-04,PHI,STL,-148,124,1,2,0,20232024,Philadelphia Flyers lowest moneyline 2023-24,statmuse,0.5967741935483871,0.44642857142857145,0.5720596355604638,1.6756756756756757,2.24
2024-03-04,TOR,BOS,-131,110,1,4,0,20232024,Boston Bruins highest moneyline 2023-24,statmuse,0.5670995670995671,0.47619047619047616,0.5435684647302904,1.7633587786259541,2.1
2024-03-05,ARI,CHI,-267,214,2,5,0,20232024,Arizona Coyotes lowest moneyline 2023-24,statmuse,0.7275204359673024,0.3184713375796178,0.6955316995470309,1.3745318352059925,3.14
2024-03-05,BOS,EDM,117,-139,1,2,0,20232024,Boston Bruins highest moneyline 2023-24,statmuse,0.4608294930875576,0.5815899581589958,0.44207683628359506,2.17,1.7194244604316546
2024-03-05,NSH,MTL,-228,186,3,4,0,20232024,Nashville Predators lowest moneyline 2023-24,statmuse,0.6951219512195121,0.34965034965034963,0.6653334421679863,1.4385964912280702,2.8600000000000003
2024-03-05,NYI,STL,-190,159,4,2,1,20232024,New York Islanders lowest moneyline 2023-24,statmuse,0.6551724137931034,0.3861003861003861,0.6292034266717812,1.526315789473684,2.59
2024-03-05,PIT,CBJ,-243,197,5,3,1,20232024,Columbus Blue Jackets highest moneyline 2023-24,statmuse,0.7084548104956269,0.3367003367003367,0.6778465497647246,1.4115226337448559,2.9699999999999998
2024-03-05,SJS,DAL,324,-419,6,7,0,20232024,Dallas Stars lowest moneyline 2023-24,statmuse,0.2358490566037736,0.8073217726396917,0.22608862325532766,4.24,1.2386634844868736
2024-03-05,WPG,SEA,-172,144,3,4,0,20232024,Seattle Kraken highest moneyline 2023-24,statmuse,0.6323529411764706,0.4098360655737705,0.6067545685866297,1.5813953488372094,2.44
2024-03-06,ANA,OTT,159,-192,2,1,1,20232024,Ottawa Senators lowest moneyline 2023-24,statmuse,0.3861003861003861,0.6575342465753424,0.36995742955605104,2.59,1.5208333333333335
2024-03-06,COL,DET,-189,158,7,2,1,20232024,Detroit Red Wings highest moneyline 2023-24,statmuse,0.6539792387543253,0.3875968992248062,0.6278746362442379,1.529100529100529,2.58
2024-03-06,TOR,BUF,-185,153,2,1,1,20232024,Buffalo Sabres highest moneyline 2023-24,statmuse,0.6491228070175439,0.3952569169960474,0.6215390744306487,1.5405405405405406,2.5300000000000002
2024-03-07,ARI,MIN,123,-146,2,5,0,20232024,Minnesota Wild lowest moneyline 2023-24,statmuse,0.4484304932735426,0.5934959349593496,0.4303859477238532,2.23,1.6849315068493151
2024-03-07,BOS,TOR,-147,124,4,1,1,20232024,Toronto Maple Leafs highest moneyline 2023-24,statmuse,0.5951417004048583,0.44642857142857145,0.5713889081696397,1.6802721088435373,2.24
2024-03-07,CAR,MTL,-335,261,4,1,1,20232024,Carolina Hurricanes lowest moneyline 2023-24,statmuse,0.7701149425287356,0.2770083102493075,0.7354577796697784,1.2985074626865671,3.61
2024-03-07,CBJ,EDM,236,-296,4,2,1,20232024,Columbus Blue Jackets highest moneyline 2023-24,statmuse,0.2976190476190476,0.7474747474747475,0.2847773558853987,3.36,1.3378378378378377
2024-03-07,FLA,PHI,-254,208,1,2,0,20232024,Florida Panthers lowest moneyline 2023-24,statmuse,0.7175141242937854,0.3246753246753247,0.6884680371726275,1.3937007874015748,3.08
2024-03-07,LAK,OTT,-203,169,4,3,1,20232024,Los Angeles Kings lowest moneyline 2023-24,statmuse,0.66996699669967,0.37174721189591076,0.64313896380746,1.4926108374384237,2.69
2024-03-07,NJD,STL,-174,145,4,1,1,20232024,New Jersey Devils lowest moneyline 2023-24,statmuse,0.635036496350365,0.40816326530612246,0.6087391118092246,1.5747126436781609,2.45
2024-03-07,NSH,BUF,-178,148,4,2,1,20232024,Buffalo Sabres highest moneyline 2023-24,statmuse,0.6402877697841727,0.4032258064516129,0.6135883464917158,1.5617977528089888,2.48
2024-03-07,PIT,WSH,-170,143,0,6,0,20232024,Pittsburgh Penguins lowest moneyline 2023-24,statmuse,0.6296296296296297,0.411522633744856,0.6047430830039525,1.5882352941176472,2.4299999999999997
2024-03-07,SJS,NYI,244,-305,2,7,0,20232024,New York Islanders lowest moneyline 2023-24,statmuse,0.29069767441860467,0.7530864197530864,0.2785036446155962,3.44,1.3278688524590163
2024-03-07,TBL,CGY,-156,130,3,6,0,20232024,Calgary Flames highest moneyline 2023-24,statmuse,0.609375,0.43478260869565216,0.5836044242029929,1.641025641025641,2.3
2024-03-08,ANA,DAL,244,-309,2,6,0,20232024,Anaheim Ducks highest moneyline 2023-24,statmuse,0.29069767441860467,0.7555012224938875,0.27786081143509334,3.44,1.3236245954692556
2024-03-08,ARI,DET,119,-141,4,0,1,20232024,Detroit Red Wings lowest moneyline 2023-24,statmuse,0.45662100456621,0.5850622406639004,0.4383491878717329,2.19,1.7092198581560285
2024-03-08,COL,MIN,-244,196,2,1,1,20232024,Colorado Avalanche lowest moneyline 2023-24,statmuse,0.7093023255813954,0.33783783783783783,0.6773709483793517,1.4098360655737705,2.96
2024-03-09,BOS,PIT,-207,171,5,1,1,20232024,Boston Bruins lowest moneyline 2023-24,statmuse,0.6742671009771987,0.36900369003690037,0.6463011394403032,1.4830917874396135,2.71
2024-03-09,BUF,EDM,156,-187,3,2,1,20232024,Buffalo Sabres highest moneyline 2023-24,statmuse,0.390625,0.6515679442508711,0.37481063574152435,2.56,1.53475935828877
2024-03-09,CBJ,NSH,139,-165,1,2,0,20232024,Nashville Predators lowest moneyline 2023-24,statmuse,0.41841004184100417,0.6226415094339622,0.40191097292788347,2.3899999999999997,1.606060606060606
2024-03-09,FLA,CGY,-232,188,5,1,1,20232024,Calgary Flames highest moneyline 2023-24,statmuse,0.6987951807228916,0.3472222222222222,0.6680531115021597,1.4310344827586206,2.88
2024-03-09,LAK,DAL,-112,-109,1,4,0,20232024,Dallas Stars highest moneyline 2023-24,statmuse,0.5283018867924528,0.5215311004784688,0.5032246968784934,1.8928571428571428,1.9174311926605505
2024-03-09,MTL,TOR,150,-181,2,3,0,20232024,Toronto Maple Leafs lowest moneyline 2023-24,statmuse,0.4,0.6441281138790036,0.38309475119291064,2.5,1.5524861878453038
2024-03-09,NJD,CAR,128,-152,2,4,0,20232024,New Jersey Devils highest moneyline 2023-24,statmuse,0.43859649122807015,0.6031746031746031,0.42101042502004815,2.2800000000000002,1.6578947368421053
2024-03-09,NYR,STL,-221,181,4,0,1,20232024,New York Rangers lowest moneyline 2023-24,statmuse,0.6884735202492211,0.35587188612099646,0.6592392862071528,1.4524886877828054,2.81
2024-03-09,SJS,OTT,186,-227,2,1,1,20232024,Ottawa Senators lowest moneyline 2023-24,statmuse,0.34965034965034963,0.6941896024464832,0.3349654790928274,2.8600000000000003,1.4405286343612334
2024-03-09,VAN,WPG,-146,123,5,0,1,20232024,Winnipeg Jets highest moneyline 2023-24,statmuse,0.5934959349593496,0.4484304932735426,0.5696140522761468,1.6849315068493151,2.23
2024-03-09,VGK,DET,-212,173,5,3,1,20232024,Detroit Red Wings highest moneyline 2023-24,statmuse,0.6794871794871795,0.3663003663003663,0.6497373029772329,1.4716981132075473,2.73
2024-03-09,WSH,CHI,-234,189,4,1,1,20232024,Washington Capitals lowest moneyline 2023-24,statmuse,0.7005988023952096,0.3460207612456747,0.669392037693267,1.4273504273504274,2.8899999999999997
2024-03-10,ANA,NYI,187,-229,1,6,0,20232024,New York Islanders lowest moneyline 2023-24,statmuse,0.34843205574912894,0.6960486322188449,0.33359358364681674,2.87,1.4366812227074237
2024-03-10,CAR,CGY,-229,187,7,2,1,20232024,Calgary Flames highest moneyline 2023-24,statmuse,0.6960486322188449,0.34843205574912894,0.6664064163531834,1.4366812227074237,2.87
2024-03-10,CHI,ARI,167,-203,7,4,1,20232024,Arizona Coyotes lowest moneyline 2023-24,statmuse,0.37453183520599254,0.66996699669967,0.3585756381581283,2.67,1.4926108374384237
2024-03-10,MIN,NSH,-132,112,4,3,1,20232024,Minnesota Wild lowest moneyline 2023-24,statmuse,0.5689655172413793,0.4716981132075472,0.5467333541731791,1.7575757575757576,2.12
2024-03-10,PIT,EDM,139,-164,0,4,0,20232024,Pittsburgh Penguins highest moneyline 2023-24,statmuse,0.41841004184100417,0.6212121212121212,0.40246356485151535,2.3899999999999997,1.6097560975609757
2024-03-11,BOS,STL,-254,207,1,5,0,20232024,Boston Bruins lowest moneyline 2023-24,statmuse,0.7175141242937854,0.3257328990228013,0.6877701141314894,1.3937007874015748,3.07
2024-03-11,NYR,NJD,-143,120,3,1,1,20232024,New Jersey Devils highest moneyline 2023-24,statmuse,0.588477366255144,0.45454545454545453,0.5642037302725968,1.6993006993006992,2.2
2024-03-11,WPG,WSH,-226,184,3,0,1,20232024,Washington Capitals highest moneyline 2023-24,statmuse,0.6932515337423313,0.352112676056338,0.6631674656968094,1.4424778761061947,2.84
2024-03-12,BUF,DET,-126,106,7,3,1,20232024,Buffalo Sabres lowest moneyline 2023-24,statmuse,0.5575221238938053,0.4854368932038835,0.5345580360820495,1.7936507936507935,2.06
2024-03-12,CAR,NYR,-178,149,0,1,0,20232024,New York Rangers highest moneyline 2023-24,statmuse,0.6402877697841727,0.40160642570281124,0.6145420260114804,1.5617977528089888,2.49
2024-03-12,CGY,COL,148,-178,2,6,0,20232024,Calgary Flames highest moneyline 2023-24,statmuse,0.4032258064516129,0.6402877697841727,0.38641165350828416,2.48,1.5617977528089888
2024-03-12,CHI,ANA,-130,109,7,2,1,20232024,Anaheim Ducks lowest moneyline 2023-24,statmuse,0.5652173913043478,0.4784688995215311,0.5415587004185769,1.7692307692307692,2.09
2024-03-12,DAL,FLA,-113,-107,3,4,0,20232024,Dallas Stars highest moneyline 2023-24,statmuse,0.5305164319248826,0.5169082125603864,0.5064960374171755,1.8849557522123894,1.9345794392523366
2024-03-12,MIN,ARI,-206,171,4,1,1,20232024,Arizona Coyotes highest moneyline 2023-24,statmuse,0.673202614379085,0.36900369003690037,0.6459398792030175,1.4854368932038835,2.71
2024-03-12,MTL,CBJ,-120,100,3,0,1,20232024,Columbus Blue Jackets lowest moneyline 2023-24,statmuse,0.5454545454545454,0.5,0.5217391304347826,1.8333333333333335,2.0
2024-03-12,PHI,SJS,-358,280,3,2,1,20232024,Philadelphia Flyers lowest moneyline 2023-24,statmuse,0.7816593886462883,0.2631578947368421,0.7481302243730752,1.2793296089385475,3.8
2024-03-12,SEA,VGK,133,-158,4,5,0,20232024,Seattle Kraken highest moneyline 2023-24,statmuse,0.4291845493562232,0.6124031007751938,0.41204842367521644,2.33,1.6329113924050633
2024-03-13,EDM,WSH,-315,252,7,2,1,20232024,Edmonton Oilers lowest moneyline 2023-24,statmuse,0.7590361445783133,0.2840909090909091,0.727654547840924,1.3174603174603174,3.52
2024-03-13,VAN,COL,-121,100,3,4,0,20232024,Colorado Avalanche highest moneyline 2023-24,statmuse,0.5475113122171946,0.5,0.5226781857451405,1.8264462809917354,2.0
2024-03-13,WPG,NSH,-141,119,2,4,0,20232024,Nashville Predators highest moneyline 2023-24,statmuse,0.5850622406639004,0.45662100456621,0.5616508121282673,1.7092198581560285,2.19
2024-03-14,CAR,FLA,-129,109,4,0,1,20232024,Carolina Hurricanes highest moneyline 2023-24,statmuse,0.5633187772925764,0.4784688995215311,0.5407232105252603,1.7751937984496124,2.09
2024-03-14,CBJ,OTT,106,-126,2,3,0,20232024,Columbus Blue Jackets lowest moneyline 2023-24,statmuse,0.4854368932038835,0.5575221238938053,0.4654419639179504,2.06,1.7936507936507935
2024-03-14,CGY,VGK,144,-172,4,1,1,20232024,Calgary Flames highest moneyline 2023-24,statmuse,0.4098360655737705,0.6323529411764706,0.39324543141337037,2.44,1.5813953488372094
2024-03-14,DAL,NJD,-190,158,2,6,0,20232024,New Jersey Devils highest moneyline 2023-24,statmuse,0.6551724137931034,0.3875968992248062,0.6283004357856959,1.526315789473684,2.58
2024-03-14,DET,ARI,-151,126,1,4,0,20232024,Detroit Red Wings lowest moneyline 2023-24,statmuse,0.601593625498008,0.4424778761061947,0.5761996420491,1.6622516556291391,2.26
2024-03-14,MIN,ANA,-292,233,2,0,1,20232024,Anaheim Ducks highest moneyline 2023-24,statmuse,0.7448979591836735,0.3003003003003003,0.7126858014013896,1.3424657534246576,3.33
2024-03-14,MTL,BOS,179,-218,1,2,0,20232024,Boston Bruins lowest moneyline 2023-24,statmuse,0.35842293906810035,0.6855345911949685,0.34333095808771136,2.79,1.4587155963302751
2024-03-14,PIT,SJS,-347,268,6,3,1,20232024,Pittsburgh Penguins lowest moneyline 2023-24,statmuse,0.7762863534675615,0.2717391304347826,0.7407132416065338,1.2881844380403458,3.68
2024-03-14,SEA,WSH,-182,150,1,2,0,20232024,Seattle Kraken lowest moneyline 2023-24,statmuse,0.6453900709219859,0.4,0.6173677069199457,1.5494505494505495,2.5
2024-03-15,CHI,LAK,228,-281,0,5,0,20232024,Los Angeles Kings lowest moneyline 2023-24,statmuse,0.3048780487804878,0.7375328083989501,0.29247397672490555,3.28,1.3558718861209964
2024-03-15,WPG,ANA,-452,344,6,0,1,20232024,Anaheim Ducks highest moneyline 2023-24,statmuse,0.8188405797101449,0.22522522522522523,0.7842806227724629,1.2212389380530975,4.4399999999999995
2024-03-16,BOS,PHI,-196,162,6,5,1,20232024,Boston Bruins lowest moneyline 2023-24,statmuse,0.6621621621621622,0.3816793893129771,0.6343512204763316,1.510204081632653,2.62
2024-03-16,CBJ,SJS,-202,167,4,2,1,20232024,Columbus Blue Jackets lowest moneyline 2023-24,statmuse,0.6688741721854304,0.37453183520599254,0.6410488030998168,1.495049504950495,2.67
2024-03-16,CGY,MTL,-170,143,5,2,1,20232024,Calgary Flames lowest moneyline 2023-24,statmuse,0.6296296296296297,0.411522633744856,0.6047430830039525,1.5882352941176472,2.4299999999999997
2024-03-16,DAL,LAK,-172,144,4,1,1,20232024,Los Angeles Kings highest moneyline 2023-24,statmuse,0.6323529411764706,0.4098360655737705,0.6067545685866297,1.5813953488372094,2.44
