game_date,home_team,away_team,home_odds,away_odds,home_score,away_score,home_win,source_query,source,market_home_raw_prob,market_away_raw_prob,market_home_no_vig_prob,home_decimal_odds,away_decimal_odds
2025-10-28,CAR,VGK,-151,126,3,6,0,Vegas Golden Knights highest moneyline this season,statmuse,0.601593625498008,0.4424778761061947,0.5761996420491,1.6622516556291391,2.26
2025-10-28,CHI,OTT,120,-142,7,3,1,Chicago Blackhawks lowest moneyline this season,statmuse,0.45454545454545453,0.5867768595041323,0.43650793650793646,2.2,1.704225352112676
2025-10-28,COL,NJD,-178,149,8,4,1,New Jersey Devils highest moneyline this season,statmuse,0.6402877697841727,0.40160642570281124,0.6145420260114804,1.5617977528089888,2.49
2025-10-28,DAL,WSH,-125,105,1,0,1,Washington Capitals highest moneyline this season,statmuse,0.5555555555555556,0.4878048780487805,0.5324675324675325,1.8,2.05
2025-10-28,EDM,UTA,-147,123,6,3,1,Utah Mammoth highest moneyline this season,statmuse,0.5951417004048583,0.4484304932735426,0.5702927924009673,1.6802721088435373,2.23
2025-10-28,FLA,ANA,-182,152,2,3,0,Anaheim Ducks highest moneyline this season,statmuse,0.6453900709219859,0.3968253968253968,0.6192482177576151,1.5494505494505495,2.52
2025-10-28,NSH,TBL,149,-180,2,5,0,Nashville Predators highest moneyline this season,statmuse,0.40160642570281124,0.6428571428571429,0.38450975006866245,2.49,1.5555555555555556
2025-10-28,PHI,PIT,-177,148,3,2,1,Philadelphia Flyers lowest moneyline this season,statmuse,0.6389891696750902,0.4032258064516129,0.6131068774791889,1.5649717514124295,2.48
2025-10-28,SEA,MTL,105,-125,3,4,0,Seattle Kraken lowest moneyline this season,statmuse,0.4878048780487805,0.5555555555555556,0.4675324675324675,2.05,1.8
2025-10-28,SJS,LAK,178,-216,3,4,0,Los Angeles Kings lowest moneyline this season,statmuse,0.3597122302158273,0.6835443037974683,0.3447974860335195,2.7800000000000002,1.462962962962963
2025-10-28,TOR,CGY,-181,151,4,3,1,Calgary Flames highest moneyline this season,statmuse,0.6441281138790036,0.398406374501992,0.6178482544777034,1.5524861878453038,2.51
2025-10-28,VAN,NYR,102,-122,0,2,0,New York Rangers lowest moneyline this season,statmuse,0.49504950495049505,0.5495495495495496,0.4739134147382802,2.02,1.819672131147541
2025-10-30,BOS,BUF,114,-136,4,3,1,Buffalo Sabres lowest moneyline this season,statmuse,0.4672897196261682,0.576271186440678,0.44778384942319366,2.1399999999999997,1.7352941176470589
2025-10-30,CAR,NYI,-220,181,6,2,1,Carolina Hurricanes lowest moneyline this season,statmuse,0.6875,0.35587188612099646,0.6589213387337455,1.4545454545454546,2.81
2025-10-30,EDM,NYR,-157,131,3,4,0,New York Rangers highest moneyline this season,statmuse,0.6108949416342413,0.4329004329004329,0.5852631239207966,1.6369426751592355,2.31
2025-10-30,LAK,DET,-145,122,3,4,0,Detroit Red Wings highest moneyline this season,statmuse,0.5918367346938775,0.45045045045045046,0.5678250132298465,1.6896551724137931,2.2199999999999998
2025-10-30,MIN,PIT,-171,143,1,4,0,Minnesota Wild lowest moneyline this season,statmuse,0.6309963099630996,0.411522633744856,0.605261241315019,1.5847953216374269,2.4299999999999997
2025-10-30,OTT,CGY,-173,144,4,3,1,Calgary Flames highest moneyline this season,statmuse,0.6336996336996337,0.4098360655737705,0.6072620554724364,1.5780346820809248,2.44
2025-10-30,PHI,NSH,-153,128,4,1,1,Philadelphia Flyers lowest moneyline this season,statmuse,0.6047430830039525,0.43859649122807015,0.5796224910275156,1.65359477124183,2.2800000000000002
2025-10-30,SJS,NJD,174,-212,5,2,1,New Jersey Devils lowest moneyline this season,statmuse,0.36496350364963503,0.6794871794871795,0.3494310545650031,2.74,1.4716981132075473
2025-10-30,STL,VAN,-170,142,3,4,0,St. Louis Blues lowest moneyline this season,statmuse,0.6296296296296297,0.4132231404958678,0.6037569709421778,1.5882352941176472,2.42
2025-10-30,TBL,DAL,-150,125,2,1,1,Dallas Stars highest moneyline this season,statmuse,0.6,0.4444444444444444,0.574468085106383,1.6666666666666665,2.25
2025-10-30,WPG,CHI,-199,165,6,3,1,Winnipeg Jets lowest moneyline this season,statmuse,0.6655518394648829,0.37735849056603776,0.6381678465541235,1.5025125628140703,2.65
2025-10-31,ANA,DET,-131,110,5,2,1,Anaheim Ducks lowest moneyline this season,statmuse,0.5670995670995671,0.47619047619047616,0.5435684647302904,1.7633587786259541,2.1
2025-10-31,VGK,COL,112,-132,2,4,0,Colorado Avalanche highest moneyline this season,statmuse,0.4716981132075472,0.5689655172413793,0.45326664582682086,2.12,1.7575757575757576
2025-10-31,WSH,NYI,-227,187,1,3,0,New York Islanders highest moneyline this season,statmuse,0.6941896024464832,0.34843205574912894,0.665811607681223,1.4405286343612334,2.87
2025-11-01,BOS,CAR,160,-195,2,1,1,Boston Bruins highest moneyline this season,statmuse,0.38461538461538464,0.6610169491525424,0.36783042394014964,2.6,1.5128205128205128
2025-11-01,BUF,WSH,-128,108,4,3,1,Washington Capitals highest moneyline this season,statmuse,0.5614035087719298,0.4807692307692308,0.5386856587892521,1.78125,2.08
2025-11-01,CBJ,STL,-149,124,3,2,1,Columbus Blue Jackets lowest moneyline this season,statmuse,0.5983935742971888,0.44642857142857145,0.5727229047978585,1.6711409395973154,2.24
2025-11-01,EDM,CHI,-294,235,3,2,1,Chicago Blackhawks highest moneyline this season,statmuse,0.7461928934010152,0.29850746268656714,0.7142649938356662,1.3401360544217686,3.35
2025-11-01,FLA,DAL,-142,119,4,3,1,Dallas Stars highest moneyline this season,statmuse,0.5867768595041323,0.45662100456621,0.5623711526637492,1.704225352112676,2.19
2025-11-01,MIN,VAN,-179,149,5,2,1,Minnesota Wild lowest moneyline this season,statmuse,0.6415770609318996,0.40160642570281124,0.6150184211615681,1.558659217877095,2.49
2025-11-01,NSH,CGY,-115,-105,4,2,1,Calgary Flames lowest moneyline this season,statmuse,0.5348837209302325,0.5121951219512195,0.5108342361863488,1.8695652173913042,1.9523809523809523
2025-11-01,SEA,NYR,116,-137,2,3,0,New York Rangers lowest moneyline this season,statmuse,0.46296296296296297,0.5780590717299579,0.44471965773474437,2.16,1.72992700729927
2025-11-01,SJS,COL,211,-260,3,2,1,Colorado Avalanche lowest moneyline this season,statmuse,0.3215434083601286,0.7222222222222222,0.30806092760568204,3.11,1.3846153846153846
2025-11-01,WPG,PIT,-189,164,5,2,1,Pittsburgh Penguins highest moneyline this season,statmuse,0.6539792387543253,0.3787878787878788,0.6332301132037159,1.529100529100529,2.6399999999999997
2025-11-02,NYI,CBJ,-125,105,3,2,1,Columbus Blue Jackets highest moneyline this season,statmuse,0.5555555555555556,0.4878048780487805,0.5324675324675325,1.8,2.05
2025-11-02,PHI,CGY,-123,101,1,2,0,Calgary Flames lowest moneyline this season,statmuse,0.5515695067264574,0.4975124378109453,0.52576398783574,1.8130081300813008,2.01
