bet_number,game_date,season_type,season_type_text,matchup,final_score,bet_side,candidate_side,candidate_team,bet_team,display_team,actual_winner,result,skip_reason,skip_reason_label,model_prob_pct,market_no_vig_prob_pct,break_even_prob_pct,model_edge_vs_break_even_pct,model_edge_vs_market_pct,american_odds,american_odds_text,decimal_odds,raw_kelly_fraction_pct,stake_fraction_pct,stake,profit,bankroll_after,placed
23,2026-03-22,2,Regular,TBL at CGY,3-4,skip,home,CGY,nan,nan,CGY,SKIP,below_min_model_prob,Below Min Model Prob,44.22676086549437,39.07572508746191,40.98360655737705,3.2431543081173104,5.15103577803245,144,+144,2.44,0.0,0.0,0.0,0.0,1059.944188432949,False
24,2026-03-22,2,Regular,NSH at CHI,3-2,skip,,,nan,nan,NSH,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1059.944188432949,False
25,2026-03-22,2,Regular,VGK at DAL,3-2,skip,,,nan,nan,VGK,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1059.944188432949,False
26,2026-03-22,2,Regular,LAK at UTA,3-4,skip,,,nan,nan,UTA,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1059.944188432949,False
27,2026-03-22,2,Regular,COL at WSH,3-2,skip,,,nan,nan,COL,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1059.944188432949,False
28,2026-03-23,2,Regular,OTT at NYR,2-1,skip,home,NYR,nan,nan,OTT,SKIP,below_min_model_prob,Below Min Model Prob,46.58417998270867,37.03750843207881,38.61003861003861,7.97414137267006,9.54667155062986,159,+159,2.59,0.0,0.0,0.0,0.0,1059.944188432949,False
29,2026-03-24,2,Regular,TOR at BOS,4-2,skip,away,TOR,nan,nan,TOR,SKIP,below_min_edge,Below Min Edge,38.32117736759045,35.38302988663689,37.03703703703703,1.2841403305534098,2.9381474809535497,170,+170,2.7,0.0,0.0,0.0,0.0,1059.944188432949,False
30,2026-03-24,2,Regular,NJD at DAL,6-4,skip,away,NJD,nan,nan,NJD,SKIP,below_min_model_prob,Below Min Model Prob,45.232970152309285,39.87548176697302,41.66666666666667,3.56630348564262,5.35748838533627,140,+140,2.4,0.0,0.0,0.0,0.0,1059.944188432949,False
31,2026-03-24,2,Regular,OTT at DET,3-2,skip,,,nan,nan,OTT,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1059.944188432949,False
32,2026-03-24,2,Regular,CAR at MTL,2-5,skip,,,nan,nan,MTL,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1059.944188432949,False
33,2026-03-24,2,Regular,SJS at NSH,3-6,skip,,,nan,nan,NSH,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1059.944188432949,False
34,2026-03-24,2,Regular,CHI at NYI,4-3,skip,away,CHI,nan,nan,CHI,SKIP,below_min_edge,Below Min Edge,44.1859734070555,39.9284862932062,41.66666666666667,2.51930674038883,4.2574871138493,140,+140,2.4,0.0,0.0,0.0,0.0,1059.944188432949,False
35,2026-03-24,2,Regular,CBJ at PHI,3-2,skip,home,PHI,nan,nan,CBJ,SKIP,below_min_edge,Below Min Edge,46.981559786410386,44.8558885283451,46.728971962616825,0.25258782379356,2.12567125806528,114,+114,2.14,0.0,0.0,0.0,0.0,1059.944188432949,False
36,2026-03-24,2,Regular,COL at PIT,6-2,skip,home,PIT,nan,nan,COL,SKIP,below_min_edge,Below Min Edge,42.25025309806279,39.82300884955752,41.66666666666667,0.5835864313961201,2.42724424850527,140,+140,2.4,0.0,0.0,0.0,0.0,1059.944188432949,False
37,2026-03-24,2,Regular,MIN at TBL,3-6,skip,away,MIN,nan,nan,TBL,SKIP,below_min_edge,Below Min Edge,46.37129839974574,41.74548300828388,43.66812227074236,2.70317612900338,4.62581539146186,129,+129,2.29,0.0,0.0,0.0,0.0,1059.944188432949,False
38,2026-03-24,2,Regular,EDM at UTA,5-2,skip,away,EDM,nan,nan,EDM,SKIP,below_min_edge,Below Min Edge,48.202178447282876,44.7017993888868,46.728971962616825,1.47320648466606,3.5003790583960805,114,+114,2.14,0.0,0.0,0.0,0.0,1059.944188432949,False
39,2026-03-24,2,Regular,ANA at VAN,5-3,skip,home,VAN,nan,nan,ANA,SKIP,below_min_model_prob,Below Min Model Prob,42.68733609939238,37.26069638956701,38.91050583657587,3.7768302628165005,5.42663970982537,157,+157,2.5700000000000003,0.0,0.0,0.0,0.0,1059.944188432949,False
40,2026-03-24,2,Regular,VGK at WPG,1-4,skip,away,VGK,nan,nan,WPG,SKIP,below_min_edge,Below Min Edge,58.74211823405054,54.91174213353799,57.446808510638306,1.29530972341223,3.83037610051254,-135,-135,1.7407407407407407,0.0,0.0,0.0,0.0,1059.944188432949,False
41,2026-03-25,2,Regular,BOS at BUF,4-3,skip,,,nan,nan,BOS,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1059.944188432949,False
42,2026-03-25,2,Regular,NYR at TOR,3-4,home,home,TOR,TOR,TOR,TOR,WIN,nan,Nan,52.46930977234895,45.36339388275607,47.393364928909946,5.0759448434389896,7.10591588959287,111,+111,2.1100000000000003,9.648868125816481,4.8244340629082405,51.13630847457552,56.76130240677884,1116.705490839728,True
43,2026-03-26,2,Regular,ANA at CGY,3-2,home,home,CGY,CGY,CGY,ANA,LOSS,nan,Nan,51.10088313382373,45.56166535742341,47.61904761904761,3.4818355147761095,5.53921777640031,110,+110,2.1,6.647140528208929,3.3235702641044598,37.11449163117104,-37.11449163117104,1079.590999208557,True
44,2026-03-26,2,Regular,MIN at FLA,3-2,home,home,FLA,FLA,FLA,MIN,LOSS,nan,Nan,49.91338599517271,40.50453558392755,42.19409282700422,7.719293168168489,9.40885041124515,137,+137,2.37,13.35381372887542,5.0,53.979549960427846,-53.979549960427846,1025.611449248129,True
45,2026-03-26,2,Regular,NJD at NSH,4-2,skip,,,nan,nan,NJD,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1025.611449248129,False
46,2026-03-26,2,Regular,DAL at NYI,1-2,skip,home,NYI,nan,nan,NYI,SKIP,below_min_edge,Below Min Edge,49.62981316173296,47.39134147382802,49.5049504950495,0.12486266668346,2.23847168790494,102,+102,2.02,0.0,0.0,0.0,0.0,1025.611449248129,False
47,2026-03-26,2,Regular,PIT at OTT,4-3,skip,,,nan,nan,PIT,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1025.611449248129,False
48,2026-03-26,2,Regular,CHI at PHI,1-5,skip,,,nan,nan,PHI,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1025.611449248129,False
49,2026-03-26,2,Regular,SJS at STL,1-2,skip,home,STL,nan,nan,STL,SKIP,below_min_edge,Below Min Edge,57.3236355296889,54.31991809088762,56.896551724137936,0.42708380555096004,3.00371743880127,-132,-132,1.7575757575757576,0.0,0.0,0.0,0.0,1025.611449248129,False
50,2026-03-26,2,Regular,SEA at TBL,4-3,skip,,,nan,nan,SEA,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1025.611449248129,False
51,2026-03-26,2,Regular,WSH at UTA,7-4,skip,home,UTA,nan,nan,WSH,SKIP,below_min_edge,Below Min Edge,55.03292167988219,52.05708551678002,53.48837209302325,1.54454958685894,2.97583616310217,-115,-115,1.869565217391304,0.0,0.0,0.0,0.0,1025.611449248129,False
52,2026-03-26,2,Regular,LAK at VAN,4-0,skip,home,VAN,nan,nan,LAK,SKIP,below_min_edge,Below Min Edge,42.12457968148624,38.16897214477139,39.8406374501992,2.2839422312870403,3.95560753671485,151,+151,2.51,0.0,0.0,0.0,0.0,1025.611449248129,False
53,2026-03-26,2,Regular,EDM at VGK,4-3,away,away,EDM,EDM,EDM,EDM,WIN,nan,Nan,58.36356207684628,43.191634462377806,45.24886877828054,13.11469329856573,15.171927614468462,121,+121,2.21,23.95328280151262,5.0,51.28057246240645,62.04949267951181,1087.6609419276408,True
54,2026-03-26,2,Regular,COL at WPG,3-2,skip,,,nan,nan,COL,SKIP,no_positive_kelly,No Positive Kelly,,,,,,,,,0.0,0.0,0.0,0.0,1087.6609419276408,False
55,2026-03-27,2,Regular,CHI at NYR,1-6,skip,away,CHI,nan,nan,NYR,SKIP,below_min_edge,Below Min Edge,41.70223224161167,38.83332402078561,40.65040650406504,1.05182573754663,2.86890822082606,146,+146,2.46,0.0,0.0,0.0,0.0,1087.6609419276408,False
56,2026-03-28,2,Regular,SEA at BUF,2-3,skip,away,SEA,nan,nan,BUF,SKIP,below_min_model_prob,Below Min Model Prob,43.09682301069791,37.1351440412669,38.91050583657587,4.1863171741220295,5.96167896943101,157,+157,2.5700000000000003,0.0,0.0,0.0,0.0,1087.6609419276408,False
57,2026-03-28,2,Regular,NJD at CAR,2-5,skip,away,NJD,nan,nan,CAR,SKIP,below_min_model_prob,Below Min Model Prob,45.15449566913535,36.1178658274925,37.878787878787875,7.27570779034747,9.03662984164285,164,+164,2.64,0.0,0.0,0.0,0.0,1087.6609419276408,False
58,2026-03-28,2,Regular,SJS at CBJ,3-2,home,home,CBJ,CBJ,CBJ,SJS,LOSS,nan,Nan,71.01482656951762,63.13537996980373,65.8703071672355,5.14451940228213,7.8794465997139005,-193,-193,1.5181347150259068,15.073441848686661,5.0,54.38304709638204,-54.38304709638204,1033.277894831259,True
